Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,5860.26952645175,1253.46601999227,42.059748427673,174.05179660453
B03,6420.66392135286,2250.29520733799,39.2857142857143,184.342271191535
B04,6148.60498966717,2627.88433850997,37.4407582938389,135.547839285379
B05,5965.33602804271,2897.02980174508,44.2714819427148,180.825584891727
B06,6200.28482806707,2894.10435543557,36.7455138662316,144.226184758834
B07,6102.42082689434,2400.72914709059,36.5774240231548,135.7430148185
B08,6028.67614271148,2005.70036613693,26.0753485612578,79.8675282074075
B09,5608.90880468862,2167.41509313868,31.195462478185,97.4678132817264
B10,5889.58823355495,2856.06540042317,35.7142857142857,129.537936761415
B11,5693.31532025056,2288.20226009346,29.5553935860058,96.0567166888168
C02,4552.36755684945,2189.71788297658,56.7632850241546,351.947610657924
C03,5316.26794379075,2002.05810662062,43.327731092437,178.13605461329
C04,5674.43644861402,2325.90167960604,33.8065661047027,123.447843431018
C05,5049.12475260571,2277.40697644634,36.7320819112628,131.991549442748
C06,4316.88499974749,1875.73955517504,46.1538461538462,140.009309589115
C07,4761.41774188337,2662.28250289745,32.7790214262872,119.827163081383
C08,6403.60209020839,2451.40939972339,46.2167689161554,227.084402056413
C09,5399.82341278903,2479.78245258576,43.2048681541582,180.316825306551
C10,6102.02647627122,2881.3484120592,38.3515959980943,137.190996305445
C11,5376.60845253627,2442.44689511789,39.3711551606288,151.487499297945
D02,6855.70208832121,1768.401096687,38.6160714285714,151.55667406411
D03,5319.88370327059,1749.04326091156,32.1100917431193,100.880586690091
D04,8045.70565484453,3094.99860344786,25.3134328358209,72.4210011739648
D05,5216.32866994182,2260.35648484965,25.9287054409006,79.1489660463555
D06,6241.50377183745,2002.35079170012,35.4248097099362,111.885500553481
D07,6738.54483854712,2637.86201567082,32.2676334871457,97.6611261132144
D08,6992.32129054581,3486.32098099735,41.2777352716144,158.505508537106
D09,5869.24928963736,2256.37426432359,35.8913412563667,133.628303425005
D10,5970.29363266972,2424.81371656844,32.5076053889613,104.88686072761
D11,6562.86438347619,2724.49579724724,33.2438238453276,109.600462063062
E02,5271.3877058587,1666.36962635479,29.3589743589744,95.5439595163615
E03,6176.2131904876,2129.11671820598,38.7409200968523,146.34306911109
E04,6233.53233829096,2272.05183850445,31.390977443609,104.271844470532
E05,6648.09735935129,2794.68843838721,42.9654192325912,184.70908627437
E06,5193.14699324183,1343.59769775511,30.1691404901622,85.5301864097397
E07,7101.76184952177,2724.69384278185,36.5025466893039,130.664966627486
E08,5802.32282017825,1751.93310473134,27.7552856500225,80.1714168677699
E09,6771.68648356756,3216.38489893131,28.9230769230769,85.6577310540353
E10,6120.93734446495,2201.83918596892,24.3055555555556,72.1271553340738
E11,4748.1451440327,2170.76519430877,22.4872773536896,64.1374404166528
F02,6545.31549907789,1940.16742730488,42.1247113163972,163.020473504606
F03,5174.62694295188,1752.7010117951,29.4457831325301,87.1847137594356
F04,5298.66443301975,2258.66838966503,31.5480557593544,108.283133410468
F05,7113.01257091905,2475.1700672879,31.50765606596,102.888172471613
F06,5335.98755464412,1703.62613852781,32.0689655172414,107.432088682541
F07,4141.31661032951,1776.05178223045,26.2301587301587,88.9988084760937
F08,5104.7688522754,1867.72927817721,37.0165745856354,144.192772659238
F09,5368.19864727783,2224.38802284618,25.2177355502771,73.6464448744588
F10,5231.08419452837,2861.54334225322,33.7171052631579,119.080241359559
F11,6499.95266890719,2284.58268840904,38.5297377170299,147.535040287718
G02,4748.8126522456,1368.08780384158,37.2937293729373,132.156717812903
G03,4186.57518978475,1007.937076631,32.6732673267327,113.348118438682
G04,5724.34230342959,1985.17528759259,46.448087431694,191.96243294713
G05,5616.16430052539,2166.97168243991,33.8120640131309,118.172463472845
G06,7283.41982657504,1971.36715224815,32.7927927927928,104.983618535571
G07,5418.66800268842,2355.2880667721,26.7819862809424,76.7640433860041
G08,5918.86564545529,3300.91464291053,64.7058823529412,466.082531666097
G09,7915.41225086027,2470.99242624728,25.3828032979976,75.9708845070869
G10,6216.41378391007,2441.33644835807,32.2074215033302,108.234475485689
G11,5419.62130272865,1786.10511107023,29.5384615384615,100.740664349421
