"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",34.07443209,61.7482732534655,0.298876163672083
"control1_B03",1,"Bptf.2",46.15384615,98.4574057295087,2.15897784982184
"control1_B04",1,"Bptf.3",29.29171669,33.0834040490328,-0.437611296375663
"control1_B05",1,"Bptf.4",23.47354138,9.1175918317997,-1.33354860349087
"control1_B06",1,"Whsc1.1",28.15600411,27.0103832476569,-0.612498991635237
"control1_B07",1,"Whsc1.2",28.89423077,30.8953128772701,-0.498819913477476
"control1_B08",1,"Whsc1.3",29.21568627,32.6600713678937,-0.44931917489843
"control1_B09",1,"Whsc1.4",28.03442029,26.3947816794001,-0.631221610751295
"control1_B10",1,"Cd4.1",27.84535187,25.4519070604184,-0.6603361427222
"control1_B11",1,"Cd4.1",18.03648289,1.49732240631795,-2.17079796134125
"control1_C02",1,"Mll2.1",33.26547231,56.9187089486525,0.174304935023816
"control1_C03",1,"Mll2.2",32.70305114,53.4941660564326,0.0876980382449735
"control1_C04",1,"Mll2.3",38.6009271,84.0352673312819,0.99590840038717
"control1_C05",1,"Mll2.4",37.55122951,79.7934475265996,0.834266101563088
"control1_C06",1,"Brd8.1",34.59937565,64.7920359325659,0.379711905889322
"control1_C07",1,"Brd8.2",34.74625144,65.6279123620983,0.402329220212396
"control1_C08",1,"Brd8.3",33.20672816,56.5629919631317,0.165258958793208
"control1_C09",1,"Brd8.4",32.01232937,49.2553859341606,-0.0186657905513166
"control1_C10",1,"Cd4.2",43.38394794,95.8402631891159,1.73244289495631
"control1_C11",1,"Cd4.2",36.70860795,75.9442797181865,0.704511315713637
"control1_D02",1,"Ncor1.1",40.82145851,90.9526791393213,1.33784669303723
"control1_D03",1,"Ncor1.2",48.71794872,99.4672621509654,2.55382245819666
"control1_D04",1,"Ncor1.3",41.6481069,92.8558880091739,1.46514178007161
"control1_D05",1,"Ncor1.4",43.00091491,95.2881599841753,1.67345986966923
"control1_D06",1,"Cxxcl.1",17.87627862,1.40650319819494,-2.19546772026127
"control1_D07",1,"Cxxcl.2",29.95824635,36.8822803769548,-0.334972796008301
"control1_D08",1,"Cxxcl.3",27.68089054,24.6463312763088,-0.685661443744246
"control1_D09",1,"Cxxcl.4",26.24028691,18.2071455221991,-0.907499127917187
"control1_D10",1,"Cd4.3",30.69828722,41.2540630273944,-0.221014348746768
"control1_D11",1,"Cd4.3",21.83633925,5.64081865593688,-1.58566037211261
"control1_E02",1,"Smarca4.1",27.37611698,23.1903247038746,-0.73259334044337
"control1_E03",1,"Smarca4.2",32.35919235,51.3859430183383,0.0347474305499829
"control1_E04",1,"Smarca4.3",34.1595092,62.2471050414627,0.311977136531999
"control1_E05",1,"Smarca4.4",29.44550669,33.9462954634311,-0.413929267024567
"control1_E06",1,"Klf2.1",23.67218732,9.62943395865734,-1.30295923499125
"control1_E07",1,"Klf2.2",30.99801718,43.0595169172216,-0.174859112969909
"control1_E08",1,"Klf2.3",34.92636844,66.6425939904181,0.430065328415994
"control1_E09",1,"Klf2.4",25.89562764,16.8383454655902,-0.960573001044618
"control1_E10",1,"Cd4.4",35.21767381,68.2579166450159,0.474923266659523
"control1_E11",1,"Cd4.4",29.71555376,35.4818043161622,-0.372344881577413
"control1_F02",1,"Runx3.1",31.64991419,47.0316659880469,-0.0744738855512718
"control1_F03",1,"Runx3.2",31.46067416,45.8737503774082,-0.103614843642581
"control1_F04",1,"Runx3.3",29.62154294,34.9444160714639,-0.386821551052416
"control1_F06",1,"Sp140.1",32.32233125,51.159610220356,0.0290712119914694
"control1_F07",1,"Sp140.2",39.0534042,85.6694375782882,1.06558507613266
"control1_F08",1,"Sp140.3",35.83948339,71.5890134084409,0.570675348877828
"control1_F09",1,"Sp140.4",29.61321515,34.8969557279384,-0.388103942412126
"control1_G02",1,"Smarce1.1",36.09022556,72.8832883643192,0.609286984416535
"control1_G03",1,"Smarce1.2",29.60638905,34.8580711727292,-0.389155089434387
"control1_G04",1,"Smarce1.3",34.87261146,66.3409870382419,0.421787323485984
"control1_G05",1,"Smarce1.4",40.61096137,90.4127168221056,1.30543236539693
"control1_G06",1,"Wdr82.1",25.17321016,14.1900975732997,-1.07181763310851
"control1_G07",1,"Wdr82.2",18.94736842,2.11512841056187,-2.03053124792068
"control1_G08",1,"Wdr82.3",24.16514876,10.9902200047531,-1.22704840014477
"control1_G09",1,"Wdr82.4",22.4893918,6.87590383535426,-1.48509720378627
"1_B02",1,"Actl6b.1",26.02666667,17.3507651978583,-0.940394379842984
"1_B03",1,"Asxl3.1",33.11842552,56.0272954403376,0.151661288513871
"1_B04",1,"Atad2.1",34.08423115,61.8058291873947,0.300385115011787
"1_B05",1,"Asxl2.1",33.68107303,59.4176967869353,0.23830303925281
"1_B06",1,"Aff4.1",31.08108108,43.5626092373911,-0.16206815310375
"1_B07",1,"Aurkb.1",31.59985554,46.7250839649974,-0.0821823868750008
"1_B08",1,"Atm.1",36.1368724,73.1207851078849,0.616470103175985
"1_B09",1,"A2l.1",34.46492079,64.0205179561689,0.359007283086034
"1_B10",1,"Aff1.1",29.94880546,36.827459934745,-0.336426592965714
"1_B11",1,"Atr.1",30.64085447,40.9100907896905,-0.229858383282266
"1_C02",1,"Atm.2",29.71510999,35.4792607218217,-0.372413217452081
"1_C03",1,"Arid2.1",33.59621451,58.910205132808,0.225235726935166
