"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",0.492896492,38.1328206169098,-0.301994294517677
"control1_B03",1,"Bptf.2",0.881057269,54.8800199796172,0.12263062729712
"control1_B04",1,"Bptf.3",0.644883921,44.6017744548439,-0.13572904058153
"control1_B05",1,"Bptf.4",0.831024931,52.70666681742,0.0678982100352346
"control1_B06",1,"Whsc1.1",0.757377905,49.4946622144518,-0.0126672785719315
"control1_B07",1,"Whsc1.2",0.62305296,43.6593827512883,-0.159610820135385
"control1_B08",1,"Whsc1.3",0.599101348,42.6295914005815,-0.185812466400222
"control1_B09",1,"Whsc1.4",0.498196186,38.3539918055342,-0.296196742874811
"control1_B10",1,"Cd4.1",0.560471976,40.979563364398,-0.228070713593639
"control1_B11",1,"Cd4.1",1.62283997,82.4873072785131,0.934097009475382
"control1_C02",1,"Mll2.1",1.301592738,71.9942784398681,0.582671546486834
"control1_C03",1,"Mll2.2",2.002040296,91.1318624597092,1.34891972810338
"control1_C04",1,"Mll2.3",1.348182884,73.6841585860096,0.63363840938187
"control1_C05",1,"Mll2.4",0.407651301,34.6330124186926,-0.395247489349009
"control1_C06",1,"Brd8.1",2.999318337,99.265398813389,2.43988289408869
"control1_C07",1,"Brd8.2",0.554272517,40.7161587678391,-0.234852554905671
"control1_C08",1,"Brd8.3",0.928641251,56.9336299998111,0.17468468796896
"control1_C09",1,"Brd8.4",0.693909021,46.7284200083342,-0.0820984820914267
"control1_C10",1,"Cd4.2",0.979325354,59.1004661012263,0.23013009757465
"control1_C11",1,"Cd4.2",5.237533196,99.9999491596235,4.88835751033666
"control1_D02",1,"Ncor1.1",0.463917526,36.9304646930767,-0.333695568580263
"control1_D03",1,"Ncor1.2",0,20.0119661125352,-0.841193891127839
"control1_D04",1,"Ncor1.3",0.618458611,43.4614945461584,-0.164636766084877
"control1_D05",1,"Ncor1.4",0.373971578,33.2837596599902,-0.432091113416721
"control1_D06",1,"Cxxcl.1",2.906050955,99.0302585715147,2.3378538969919
"control1_D07",1,"Cxxcl.2",3.776223776,99.9498656093419,3.28977147335868
"control1_D08",1,"Cxxcl.3",0.684931507,46.3381058261629,-0.0919193511905763
"control1_D09",1,"Cxxcl.4",0.851536468,53.5990138852821,0.0903366178059567
"control1_D10",1,"Cd4.3",0.527383367,39.5786826071298,-0.264267693922708
"control1_D11",1,"Cd4.3",1.53471027,79.8897116024852,0.837688332480021
"control1_E02",1,"Smarca4.1",0.756253636,49.4456012821176,-0.0138971623327625
"control1_E03",1,"Smarca4.2",0.385462555,33.7417827824461,-0.419520664522034
"control1_E04",1,"Smarca4.3",0.296411856,30.2600117868192,-0.516936859926105
"control1_E05",1,"Smarca4.4",0.318705565,31.1165694609405,-0.492548861441943
"control1_E06",1,"Klf2.1",0.651130912,44.8720286595296,-0.128895202074059
