"Position","Pool","shRNA","Percentage","precentile","z"
"7_B02",1,"Hdac7.1",12.5,29.2918371072234,-0.544878997276682
"7_B03",1,"Ing4.1",29.65726277,94.8746715242553,1.63282137803854
"7_B04",1,"Ing5.1",13.96396396,35.9773565267551,-0.35906410897676
"7_B05",1,"Ing3.1",22.89693593,78.0759569422908,0.774761063052667
"7_B06",1,"Hdac9.1",25,85.1223280040274,1.04169428404168
"7_B07",1,"Jmjd4.1",18.8449848,60.2746932628156,0.260463671047408
"7_B08",1,"Jarid2.1",22.12103408,75.0568254767,0.676279051521828
"7_B09",1,"Hltf.1",24.7007617,84.224156477586,1.00371320471951
"7_B10",1,"Hdac8.1",27.83310902,91.9436178825792,1.4012890899772
"7_B11",1,"Jhdm1d.1",13.92405063,35.7880414474937,-0.364130142812475
"7_C02",1,"Jarid2.2",17.09090909,51.5086832229518,0.0378260986557653
"7_C03",1,"Hells.1",26.39414585,88.851098411626,1.21864744851135
"7_C04",1,"Hdac7.2",17.76293823,54.8995537535133,0.123123976879074
"7_C05",1,"Jhdm1d.2",19.47809879,63.3381285461573,0.340822210292437
"7_C06",1,"Ino80.1",17.36736737,52.9063441292437,0.0729158042915437
"7_C07",1,"Ing5.2",21.91780822,74.2310323336061,0.650484433957912
"7_C08",1,"Hdac9.2",17.86990708,55.4366466205395,0.136701090426542
"7_C09",1,"Jmjd1c.1",16.66666667,49.360872483003,-0.0160212364141419
"7_C10",1,"Ing4.2",14.97747748,40.8881533109935,-0.230423031289806
"7_C11",1,"Ing2.1",16.80993314,50.086290504022,0.00216298385872155
"7_D02",1,"Hdac8.2",13.16137566,32.2423222278579,-0.460933321191058
"7_D03",1,"Jmjd1c.2",21.91914272,74.2365008979708,0.650653816521426
"7_D04",1,"Ing4.3",35.27227723,99.0499514783806,2.34551193135472
"7_D05",1,"Hira.1",22.38143978,76.0940535954068,0.709331269595668
"7_D06",1,"Hells.2",21.43407864,72.2098422383433,0.589086639797004
"7_D07",1,"Jmjd1c.3",25,85.1223280040274,1.04169428404168
"7_D08",1,"Ino80.2",21.33072407,71.7681686249011,0.575968271855872
"7_D09",1,"Hltf.2",32.50564334,97.6943338515492,1.99435453862961
"7_D10",1,"Hdac7.3",15.30139104,42.4924919951797,-0.189310023309589
"7_D11",1,"Jmjd4.2",20.1946472,66.7045974435185,0.431770735258609
"7_E02",1,"Ing2.2",22.27626459,75.6779891781241,0.695981817890742
"7_E03",1,"Ing3.2",31.59216474,96.9837483484451,1.87841047944432
"7_E04",1,"Hdac7.4",18.08545876,56.5158112993703,0.164060173325045
"7_E05",1,"Jarid2.3",24.5622688,83.7966533782348,0.986134873936124
"7_E06",1,"Ing5.3",24.57627119,83.8402160161575,0.987912139364012
"7_E07",1,"Hira.2",26.79628064,89.7902239785447,1.26968875357555
"7_E08",1,"Hdac8.3",25.44833476,86.4028615169479,1.09859956014586
"7_E09",1,"Jhdm1d.3",19.55445545,63.7023449288626,0.350513845220973
"7_E10",1,"Ino80.3",10.81333749,22.3938215301864,-0.75896009111407
"7_E11",1,"Hltf.3",17.97527564,55.9647311993839,0.150075085785501
"7_F02",1,"Hdac9.3",16.68302257,49.4436830596245,-0.0139452496995891
"7_F03",1,"Jmjd4.3",13.8028169,35.215168005406,-0.379517838557481
"7_F04",1,"Ing5.4",28.32995267,92.8451019919931,1.46435139878382
"7_F05",1,"Hira.3",12.7930683,30.5838519870298,-0.50768105052617
"7_F06",1,"Hells.3",17.23122239,52.2183902446386,0.0556354852792537
"7_F07",1,"Jarid2.4",14.28897512,37.5313854526974,-0.317811787169857
"7_F08",1,"Ing3.3",19.89924433,65.331153372441,0.394276471197268
"7_F09",1,"Ing2.3",31.23399898,96.6594995077406,1.83294998143639
"7_F10",1,"Hells.4",18.14516129,56.813892205744,0.171637968439053
"7_F11",1,"Jhdm1d.4",17.85806452,55.377232131314,0.135197963284269
"7_G02",1,"Ino80.4",14.08418658,36.5496564172425,-0.343804749240593
"7_G03",1,"Ing2.4",25.74598317,87.2100976428834,1.13637884130849
"7_G04",1,"Hdac8.4",20.74816815,69.2175686187811,0.502026859252205
"7_G05",1,"Jmjd4.4",13.21948134,32.5073419680532,-0.453558207640591
"7_G06",1,"Jmjd1c.4",27.1991911,90.6720724601101,1.32082851122353
"7_G07",1,"Hira.4",15.65365025,44.25136568499,-0.144599219254844
"7_G08",1,"Hdac9.4",20,65.8019865169268,0.407064971514334
"7_G09",1,"Ing4.4",20.27345592,67.0673477888386,0.441773600017561
"7_G10",1,"Hltf.4",18.03797468,56.2784687309599,0.158033215515766
"7_G11",1,"Ing3.4",20.22237665,66.8324144721029,0.435290319616661
"3_B02",1,"Brwd1.1",15.66364386,44.3014477216022,-0.143330771686051
"3_B03",1,"Cbx7.1",11.09271523,23.4686429096898,-0.723499830499742
"3_B04",1,"Cbx8.1",13.43949045,33.5187513301594,-0.425633361594781
"3_B05",1,"Cbx6.1",9.691629956,18.3705437240629,-0.901333787345903
"3_B06",1,"Carm1.1",23.18567389,79.1434692207429,0.811409377663736
"3_B07",1,"Chd2.1",20.9478673,70.1032998995533,0.527373846107564
"3_B08",1,"Chaf1b.1",17.3347779,52.7417375331598,0.0687793577031974
"3_B09",1,"Cbx4.1",10.06036217,19.6405106516377,-0.854532133050402
"3_B10",1,"Brwd3.1",5.525460455,7.63400788442673,-1.43012844460431
"3_B11",1,"Chd1.1",10.45009785,21.0391202479325,-0.805064595717246
"3_C02",1,"Chaf1b.2",38.37209302,99.6918294456923,2.73895872410854
"3_C03",1,"Cbx1.1",20.11494253,66.3361262757981,0.421654151273145
"3_C04",1,"Brwd1.2",17.27493917,52.4393773613823,0.0611842752867156
"3_C05",1,"Chd1.2",25.30541012,86.0031021769463,1.08045872694058
"3_C06",1,"Chaf1a.1",21.36363636,71.9091813665693,0.580145692651152
"3_C07",1,"Cbx8.2",18.11023622,56.6395653848829,0.167205073806239
"3_C08",1,"Carm1.2",19.69766377,64.3820853574372,0.368690684754932
"3_C09",1,"Chd1l.1",21.01769912,70.4102724636301,0.536237310091391
"3_C10",1,"Cbx7.2",13.62831858,34.3964855695351,-0.401666188329236
"3_C11",1,"Cbx5.1",11.19186047,23.856822723359,-0.71091573539943
"3_D02",1,"Brwd3.2",16.55801825,48.8108681290244,-0.0298115308324985
"3_D03",1,"Chd1l.2",20.41633307,67.7209016685306,0.459908405513634
"3_D04",1,"Cbx7.3",19.13580247,61.6910250395348,0.297375954643989
"3_D05",1,"Cbx3.1",24.16107383,82.5160692867347,0.935212856336019
"3_D06",1,"Cbx1.2",15.13026052,41.643157503594,-0.211030912161599
"3_D07",1,"Chd1l.3",8.208955224,13.7961536322648,-1.08952355652007
"3_D08",1,"Chaf1a.2",12.98129813,31.4267521311149,-0.483789817004162
"3_D09",1,"Cbx4.2",9.203655352,16.7705925633178,-0.963270384839367
"3_D10",1,"Brwd1.3",21.86027453,73.9946968473954,0.64318192073154
"3_D11",1,"Chd2.2",14.76219889,39.8300910816151,-0.257747452004517
"3_E02",1,"Cbx5.2",16.22574956,47.1306914258951,-0.0719850208943107
"3_E03",1,"Cbx6.2",27.3458445,90.9786688841832,1.33944262050789
"3_E04",1,"Brwd1.4",22.50859107,76.5918145965439,0.725470056747601
"3_E05",1,"Chaf1b.3",17.36972705,52.9182607753502,0.0732153087107807
"3_E06",1,"Cbx8.3",15.20190024,41.9982605388293,-0.201937978910948
"3_E07",1,"Cbx3.2",14.78060046,39.9202522429373,-0.255411816860813
"3_E08",1,"Brwd3.3",14.62264151,39.1481083507552,-0.275460892830021
"3_E09",1,"Chd1.3",14.80650589,40.0472707326443,-0.252123747814488
"3_E10",1,"Chaf1a.3",30.24602026,95.6140057175299,1.70754993026334
"3_E11",1,"Cbx4.3",6.923837784,10.5168703795392,-1.25263819601289
"3_F02",1,"Carm1.3",20.21276596,66.788136736139,0.434070474499138
"3_F03",1,"Chd2.3",35.60606061,99.1527009441007,2.38787767475121
"3_F04",1,"Cbx8.4",20.9653092,70.1801078981693,0.529587674308798
"3_F05",1,"Cbx3.3",21.69811321,73.3226115389779,0.622599455325514
"3_F06",1,"Cbx1.3",20,65.8019865169268,0.407064971514334
"3_F07",1,"Chaf1b.4",37.90849673,99.6320171451442,2.68011636514595
"3_F08",1,"Cbx6.3",17.30205279,52.5763987047323,0.0646256948908613
"3_F09",1,"Cbx5.3",22.27642276,75.6786178111126,0.696001893754414
"3_F10",1,"Cbx1.4",24.72627737,84.3021032030283,1.00695180314166
"3_F11",1,"Chd1.4",15.18207283,41.8999137163699,-0.204454590026448
"3_G02",1,"Chaf1a.4",34.07601573,98.587062353153,2.19367540868513
"3_G03",1,"Cbx5.4",15.91468417,45.562291174213,-0.111467263815661
"3_G04",1,"Brwd3.4",0,1.65259499529513,-2.13145227859504
"3_G05",1,"Chd2.4",18.73804971,59.75036481978,0.246890842517058
"3_G07",1,"Cbx3.4",20.74978204,69.2247727888523,0.502231703632444
"3_G08",1,"Carm1.4",16.38846737,47.953051556913,-0.0513319225150597
"3_G09",1,"Cbx7.4",18.25699746,57.3712086828235,0.185832870775612
"3_G10",1,"Cbx4.4",9.052333805,16.2932453587127,-0.982477002708004
"3_G11",1,"Cbx6.4",15.80786026,45.0251491035067,-0.125025980728617
"6_B02",1,"Fbxw9.1",8.333333333,14.1470340896451,-1.07373675775844
"6_B03",1,"Hcfc1.1",16.22441243,47.1239382829293,-0.0721547372728426
"6_B04",1,"Hdac1.1",10.51418031,21.2745589398196,-0.796930874210274
"6_B05",1,"Hat1.1",9.411050395,17.4393016023687,-0.936946590127234
"6_B06",1,"Gadd45a.1",12.36395298,28.7007974090932,-0.56214688263148
"6_B07",1,"Hdac6.1",9.030100334,16.2238610617487,-0.98529900519117
"6_B08",1,"Hdac2.1",11.61317568,25.5449039040964,-0.657439938983507
"6_B09",1,"Gtf2f1.1",9.202175884,16.7658823804663,-0.963458167591317
"6_B10",1,"Fkbp1a.1",7.613908873,12.1999310785297,-1.16505032785147
"6_B11",1,"Hdac3.1",8.700102354,15.2166848623969,-1.02718428342773
"6_C02",1,"Hdac2.2",10.86113266,22.5756912753902,-0.752893647938225
"6_C03",1,"Gadd45b.1",13.2122588,32.4743514341025,-0.454474934759571
"6_C04",1,"Fbxw9.2",12.6653008,30.0174725352633,-0.523898050663838
"6_C05",1,"Hdac3.2",10.84598698,22.5179688213936,-0.754816026435457
"6_C06",1,"Hdac10.1",11.59678858,25.4780990348802,-0.659519885784971
"6_C07",1,"Hdac1.2",16.58914729,48.9684322675996,-0.0258604505815313
"6_C08",1,"Gadd45a.2",14.61843409,39.1275982760875,-0.275994923242444
"6_C09",1,"Hdac4.1",16.54411765,48.7405140788714,-0.031575876476842
"6_C10",1,"Hcfc1.2",12.29050279,28.3840676969615,-0.571469611348421
"6_C11",1,"Gtf3c4.1",13.03370787,31.6632047536739,-0.477137665550975
"6_D02",1,"Fkbp1a.2",9.090909091,16.4140848296735,-0.977580801261059
"6_D03",1,"Hdac4.2",12.35115573,28.6454932385579,-0.563771184625428
"6_D04",1,"Hcfc1.3",31.67173252,97.0521220758695,1.88850968854846
"6_D05",1,"Gtf2b.1",17.66508777,54.4074551390499,0.110704222847017
"6_D06",1,"Gadd45b.2",25.27895344,85.9282357571889,1.07710069001255
"6_D07",1,"Hdac4.3",16.23036649,47.1540097530644,-0.0713990130719332
"6_D08",1,"Hdac10.2",13.78424658,35.1277082212534,-0.381874892440483
"6_D09",1,"Gtf2f1.2",20.3567681,67.4490874510978,0.452348070321272
"6_D10",1,"Fbxw9.3",15.19468186,41.9624505109992,-0.202854178018341
"6_D11",1,"Hdac6.2",15.81606872,45.0663926256607,-0.123984114863276
"6_E02",1,"Gtf3c4.2",13.84481634,35.4132588866542,-0.374187023410734
"6_E03",1,"Hat1.2",19.14511494,61.7361322308813,0.298557947930795
"6_E04",1,"Fbxw9.4",12.01644552,27.2172861586367,-0.606254566719065
"6_E05",1,"Hdac2.3",20.36146895,67.4705729551994,0.45294472976203
"6_E06",1,"Hdac1.3",23.988154,81.9448369918962,0.91326485776897
"6_E07",1,"Gtf2b.2",40.66390041,99.8776617213152,3.02984835378069
"6_E08",1,"Fkbp1a.3",12.99516042,31.4892198899118,-0.482030333889611
