"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",1.826616411,25.2843543786987,-0.665568278802027
"control1_B03",1,"Bptf.2",1.762114537,24.65065685904,-0.685524291815046
"control1_B04",1,"Bptf.3",2.622527945,33.7489699193575,-0.419323945967358
"control1_B05",1,"Bptf.4",3.545706371,44.6817946571081,-0.133704947012469
"control1_B06",1,"Whsc1.1",2.037085401,27.4102520102098,-0.600452001664451
"control1_B07",1,"Whsc1.2",1.973001038,26.7537110963541,-0.620278842384754
"control1_B08",1,"Whsc1.3",1.997004493,26.9986938020279,-0.612852495976006
"control1_B09",1,"Whsc1.4",1.700738705,24.0556632040664,-0.704513149442296
"control1_B10",1,"Cd4.1",2.241887906,29.5603118093261,-0.537088858837332
"control1_B11",1,"Cd4.1",18.25694966,99.9995013454996,4.41775603089605
"control1_C02",1,"Mll2.1",1.489981161,22.0733387093966,-0.769718701309765
"control1_C03",1,"Mll2.2",0.943636827,17.3929481723958,-0.938750296250606
"control1_C04",1,"Mll2.3",3.985932005,50.0995339297707,0.00249494821489343
"control1_C05",1,"Mll2.4",0.815302603,16.3924624034784,-0.978455180548382
"control1_C06",1,"Brd8.1",5.248807089,65.2918372079588,0.393211528172267
"control1_C07",1,"Brd8.2",1.847575058,25.4920929160637,-0.659083955071103
"control1_C08",1,"Brd8.3",3.812316716,47.9575390773726,-0.0512192890883986
"control1_C09",1,"Brd8.4",3.180416345,40.2562164792938,-0.24672077214
"control1_C10",1,"Cd4.2",3.509249184,44.2361629555597,-0.144984310743669
"control1_C11",1,"Cd4.2",42.26910593,100,11.8467944956508
"control1_D02",1,"Ncor1.1",2.164948454,28.743527817692,-0.560892891342287
"control1_D03",1,"Ncor1.2",0,10.9217759271224,-1.23069884954653
"control1_D04",1,"Ncor1.3",1.950523311,26.5253208476664,-0.627233149053659
"control1_D05",1,"Ncor1.4",3.25355273,41.1342330519656,-0.224093357457674
"control1_D06",1,"Cxxcl.1",3.702229299,46.6019850176218,-0.0852788565084344
"control1_D07",1,"Cxxcl.2",7.307692308,84.8542626637682,1.03020294678867
"control1_D08",1,"Cxxcl.3",2.120026093,28.2716237118749,-0.574791266150615
"control1_D09",1,"Cxxcl.4",2.44353943,31.7500199677608,-0.47470058718744
"control1_D10",1,"Cd4.3",2.535496957,32.7708275335504,-0.446250164096522
"control1_D11",1,"Cd4.3",19.27710843,99.9998895939319,4.73337944502298
"control1_E02",1,"Smarca4.1",6.573589296,78.9036138885843,0.803081340052585
"control1_E03",1,"Smarca4.2",4.735682819,59.2685194690127,0.23445777460821
"control1_E04",1,"Smarca4.3",3.229329173,40.8429091879258,-0.231587800467401
"control1_E05",1,"Smarca4.4",2.353518019,30.7639641261541,-0.502552002006276
"control1_E06",1,"Klf2.1",2.947224126,37.4913566721174,-0.318867310966124
"control1_E07",1,"Klf2.2",3.502682234,44.1559681153011,-0.147016036824308
"control1_E08",1,"Klf2.3",2.681518152,34.4183127308503,-0.401073168656102
"control1_E09",1,"Klf2.4",3.122540016,39.5648435956135,-0.264626930566804
"control1_E10",1,"Cd4.4",3.983618764,50.0709822678931,0.00177926253577272
"control1_E11",1,"Cd4.4",25.09660362,99.9999999967951,6.53385305205092
"control1_F02",1,"Runx3.1",3.910939013,49.1739742081412,-0.0207068757233882
"control1_F03",1,"Runx3.2",13.38053097,99.8187399804661,2.90905761952014
"control1_F04",1,"Runx3.3",14.60473426,99.9495149613253,3.28780966610131
"control1_F06",1,"Sp140.1",2.472915685,32.0746637181132,-0.465611968660577
"control1_F07",1,"Sp140.2",2.103753287,28.1016030521531,-0.579825853646388
"control1_F08",1,"Sp140.3",2.1118589,28.1862299134341,-0.577318085910733
"control1_F09",1,"Sp140.4",3.502523004,44.154023912899,-0.14706530044651
"control1_G02",1,"Smarce1.1",2.910649819,37.0630879604076,-0.330182910051418
"control1_G03",1,"Smarce1.2",2.776965799,35.5116586293954,-0.371542949338845
"control1_G04",1,"Smarce1.3",2.538314176,32.8023103805732,-0.445378554396864
"control1_G05",1,"Smarce1.4",3.255011856,41.1517969778907,-0.223641923481606
"control1_G06",1,"Wdr82.1",2.535023349,32.7655360943384,-0.446396692047184
"control1_G07",1,"Wdr82.2",1.815575729,25.1752804759297,-0.668984117443624
"control1_G08",1,"Wdr82.3",3.083700441,39.1026978491924,-0.2766433731297
"control1_G09",1,"Wdr82.4",2.776064158,35.5012726670642,-0.371821904947625
"7_B02",1,"Hdac7.1",4.075895994,51.2097505199524,0.0303285974385902
"7_B03",1,"Ing4.1",6.060606061,74.0332629012896,0.644371220822242
"7_B04",1,"Ing5.1",2.968637778,37.7428225960065,-0.312242214802743
"7_B05",1,"Ing3.1",4.937361828,61.6711221580605,0.296854549747747
"7_B06",1,"Hdac9.1",6.25,75.8961892406072,0.702967160395578
"7_B07",1,"Jmjd4.1",3.814582327,47.9854667631452,-0.0505183394912065
"7_B08",1,"Jarid2.1",2.928219746,37.2686275931248,-0.324747010749488
"7_B09",1,"Hltf.1",5.64516129,69.7016287053806,0.515838191591701
"7_B10",1,"Hdac8.1",3.467862481,43.7311612011217,-0.157788800480416
"7_B11",1,"Jhdm1d.1",3.295386459,41.6384892645057,-0.211150563883845
"7_C02",1,"Jarid2.2",2.53164557,32.7278075163995,-0.447441731477808
"7_C03",1,"Hells.1",4.637917006,58.0905436567147,0.204210345883017
"7_C04",1,"Hdac7.2",3.027311616,38.4344826652573,-0.294089317808591
"7_C05",1,"Jhdm1d.2",4.828551435,60.3797960425924,0.26319007639214
"7_C06",1,"Ino80.1",2.609536082,33.6022347315662,-0.423343453789586
"7_C07",1,"Ing5.2",4.089506173,51.3776489352529,0.0345394039220348
"7_C08",1,"Hdac9.2",2.686341279,34.4732591983685,-0.399580957977456
"7_C09",1,"Jmjd1c.1",22.22222222,99.9999991719696,5.64455807400455
"7_C10",1,"Ing4.2",3.027139875,38.4324526403771,-0.294142452166066
"7_C11",1,"Ing2.1",3.398995751,42.8931459252168,-0.179095241283114
"7_D02",1,"Hdac8.2",2.34375,30.6577835177932,-0.505574095818239
"7_D03",1,"Jmjd1c.2",3.829059829,48.1639504990711,-0.0460391949270035
"7_D04",1,"Ing4.3",6.108295545,74.5092475209564,0.659125706301038
"7_D05",1,"Hira.1",3.973717146,49.9487692422734,-0.0012841650114323
"7_D06",1,"Hells.2",3.397582489,42.8759805953126,-0.179532485553921
"7_D07",1,"Jmjd1c.3",12.5,99.5813333688799,2.63663317033769
"7_D08",1,"Ino80.2",3.473641193,43.8016138309944,-0.156000944644313
"7_D09",1,"Hltf.2",5.233564014,65.1175317694719,0.388495525609947
"7_D10",1,"Hdac7.3",4.121212121,51.7686812695289,0.0443487981557295
"7_D11",1,"Jmjd4.2",3.248730964,41.0762047013112,-0.225585147061209
"7_E02",1,"Ing2.2",4.514229637,56.5899149801138,0.165943136075902
"7_E03",1,"Ing3.2",5.150976909,64.1676710485741,0.362944185162264
"7_E04",1,"Hdac7.4",2.981494174,37.8940493089222,-0.308264618649855
"7_E05",1,"Jarid2.3",3.453408753,43.5550324112261,-0.162260589688504
"7_E06",1,"Ing5.3",3.933189655,49.4485665838357,-0.0138228261018218
"7_E07",1,"Hira.2",4.524253731,56.7119163162847,0.169044456051624
"7_E08",1,"Hdac8.3",4.333764554,54.3838798221924,0.110109664559345
"7_E09",1,"Jhdm1d.3",2.412868633,31.4125616079489,-0.484189719612517
"7_E10",1,"Ino80.3",1.695906433,24.0091522305237,-0.706008189461048
"7_E11",1,"Hltf.3",2.633647799,33.8747585760815,-0.415883612572907
"7_F02",1,"Hdac9.3",2.240477969,29.5452484764268,-0.537525074397821
"7_F03",1,"Jmjd4.3",2.717229024,34.8259139475571,-0.390024704756615
"7_F04",1,"Ing5.4",3.872,48.6935347475575,-0.0327540830671953
"7_F05",1,"Hira.3",3.415783274,43.0971473322256,-0.173901407264519
"7_F06",1,"Hells.3",3.454015814,43.5624273281408,-0.162072773173038
"7_F07",1,"Jarid2.4",1.76730486,24.7013323339411,-0.68391847562853
"7_F08",1,"Ing3.3",3.078078078,39.0359238991837,-0.278382856686285
"7_F09",1,"Ing2.3",4.430379747,55.5670442096166,0.14000110691904
"7_F10",1,"Hells.4",2.96836983,37.7396727770211,-0.312325114313149
"7_F11",1,"Jhdm1d.4",2.461389961,31.9471250160596,-0.469177872778781
"7_G02",1,"Ino80.4",3.050490884,38.7087567706624,-0.286917963781881
"7_G03",1,"Ing2.4",3.889655172,48.9113494512128,-0.0272918101078222
"7_G04",1,"Hdac8.4",3.726287263,46.8979395621567,-0.0778356457476006
"7_G05",1,"Jmjd4.4",2.710459184,34.7485069999491,-0.392119202276734
"7_G06",1,"Jmjd1c.4",3.202752779,40.5238707508411,-0.239810179626541
"7_G07",1,"Hira.4",2.533209762,32.7452767884165,-0.44695779149326
"7_G08",1,"Hdac9.4",0,10.9217759271224,-1.23069884954653
"7_G09",1,"Ing4.4",3.335283792,42.1206912764723,-0.198806865210334
"7_G10",1,"Hltf.4",2.794857462,35.7179736113118,-0.366007509242135
"7_G11",1,"Ing3.4",3.678551217,46.3108869663827,-0.0926045368834779
"6_B02",1,"Fbxw9.1",3.392794683,42.817838446279,-0.181013768389824
"6_B03",1,"Hcfc1.1",3.568394223,44.9594609700348,-0.126685630492309
"6_B04",1,"Hdac1.1",2.373551851,30.9822406068165,-0.49635380360831
"6_B05",1,"Hat1.1",3.178738927,40.236134478132,-0.24723974272737
"6_B06",1,"Gadd45a.1",4.257767549,53.4504159156013,0.0865972124912011
"6_B07",1,"Hdac6.1",2.983870968,37.9220273544226,-0.307529270526585
"6_B08",1,"Hdac2.1",3.128834356,39.6398791479224,-0.262679546356721
"6_B09",1,"Gtf2f1.1",2.881271734,36.7202381233482,-0.339272094755689
"6_B10",1,"Fkbp1a.1",2.008733624,27.1188099702781,-0.609223660465469
"6_B11",1,"Hdac3.1",2.613480055,33.6467532245508,-0.422123241544109
"6_C02",1,"Hdac2.2",2.544613351,32.8727488048911,-0.443429674302756
"6_C03",1,"Gadd45b.1",2.882928052,36.7395399368016,-0.338759652224768
"6_C04",1,"Fbxw9.2",2.855867916,36.4246191674318,-0.347131694657985
"6_C05",1,"Hdac3.2",4.326923077,54.2999378930502,0.107993003514113
"6_C06",1,"Hdac10.1",3.552330023,44.7628322010001,-0.131655678095015
"6_C07",1,"Hdac1.2",2.764976959,35.3736479956026,-0.375252135323907
"6_C08",1,"Gadd45a.2",3.542673108,44.6446913752796,-0.134643397822439
