Gene,nbPctgShift,ZScore
Actl6b,-6.538867061861575,-2.1015663714134196
Aff1,-3.5900216977106467,-1.2226277845756244
Aff4,1.6254864940778724,0.33191673493717355
Arid2,1.2348115877442218,0.21547141221515376
Ash1l,0.6337017558164568,0.03630344612513772
Ash2l,-0.7698168383088522,-0.3820320368805184
Asxl1,0.3977416070590962,-0.03402729492358673
Asxl2,0.9678344157605387,0.13589567687344825
Asxl3,-1.527829481612983,-0.6079667602167993
Atad2,0.1375064077412418,-0.11159350477458929
Atad2b,1.3895643006473577,0.2615973069270189
Atm,-3.389237367167045,-1.1627816163456468
Atr,-1.0298748085505345,-0.4595454214882406
Atrx,-0.2663556220047667,-0.23196940715921913
Aurkb,-0.7803628590344527,-0.38517540433749264
Baz1a,-0.9809967991669701,-0.4449767469089263
Baz1b,-1.6295067982048188,-0.63827289903477
Baz2a,2.1510870589971347,0.48857826198347226
Baz2b,-3.1664262604898035,-1.0963701043635499
Bmi1,-2.1047516230625547,-0.7799252962206451
Bop1,0.2688991926697124,-0.07243031564650672
Bptf,-2.142338413553471,-0.7911284881273752
Brd1,0.9056410246421258,0.11735819370636877
Brd2,-5.789822940533604,-1.878304823187499
Brd3,3.2268734586279493,0.8092292494261738
Brd4,9.473405887382143,2.6710828590834983
Brd8,-1.476472826371321,-0.5926592956302935
Brd9,-0.5697569634832149,-0.32240180133141827
Brpf1,-4.618180028423318,-1.529082657126157
Brpf3,-1.6156279015549515,-0.6341361280949975
Brwd1,2.2842767368567536,0.5282770365148461
Brwd3,-3.502497921092337,-1.1965402774208522
Carm1,-5.97373859936825,-1.933123082306356
Cbx1,-1.32026041358818,-0.5460983199320408
Cbx3,-3.296605215903071,-1.1351714971045705
Cbx4,-3.7526399656040326,-1.2710981019119751
Cbx5,1.9129824167322766,0.4176083290273399
Cbx6,9.029480777648436,2.538765677126585
Cbx7,-2.4672885247732523,-0.8879837505363406
Cbx8,-2.477804453874459,-0.8911181488251984
Chaf1a,-1.374246873522143,-0.5621896292219721
Chaf1b,4.829232021164996,1.2868313603016186
Chd1,0.012017497692397683,-0.14899697346881988
Chd1l,4.607542307470652,1.2207540928939102
Chd2,-0.655744436295663,-0.34803139478461304
Chd3,1.3715431966773153,0.2562259016138594
Chd4,7.972420694838757,2.2236962921115797
Chd5,2.820410728781745,0.6880781773094705
Chd6,2.038402560274985,0.454991301042952
Chd8,0.7271140763762851,0.06414610414451984
Chd9,3.3192925247150917,0.8367758560848417
Crebbp,2.041064183843041,0.4557846297423952
Ctsl,2.1035796593382052,0.47441811400549216
Cxxc1,-2.794802870296916,-0.9856033136111784
Dmap1,1.6229330211674196,0.33115564183316526
Dnmt1,-6.047604910994107,-1.9551398188720066
Dnmt3a,1.1753530329966928,0.1977490796979794
Dnmt3b,2.345130023321847,0.5464150854815016
Dnmt3l,3.445140243059786,0.8742862718778703
Dot1l,9.947014869859395,2.8122476739065707
Dub2a,0.9002076649717488,0.115738715951272
Eed,-2.4695489368082004,-0.8886574933455843
Ehmt1,0.3905646909581826,-0.036166460500825046
Ehmt2,-1.424782447089978,-0.57725236060719
Elp3,0.39961568018152605,-0.03346870504231181
Elp4,1.343730499666698,0.24793599502742217
Ep300,4.036617199715785,1.0505830444215987
Ep400,-7.316082799886766,-2.3332248065259202
Epc1,5.043425529912643,1.3506742942774708
Epc2,2.689765424377587,0.6491377836808451
Ercc5,2.1448270181774447,0.4867123820365292
Ezh1,2.1109179276309553,0.4766053725309739
Ezh2,2.097678617298829,0.4726592379335171
Fbxl19,1.47668744148082,0.2875653998002382
Fbxo44,6.989812202406991,1.930818092985846
Fbxw9,-0.756089673855211,-0.37794049153438003
Fkbp1a,3.7732884963662534,0.9720947787398515
Gadd45a,-0.5694055682830275,-0.3222970637943371
Gadd45b,4.594693581387098,1.2169243765975466
Gtf2b,-0.4364450752084821,-0.28266660052592946
Gtf2f1,-3.217943972079368,-1.1117255737184806
Gtf3c4,2.34077143385883,0.5451159558256021
Hat1,8.077792918475211,2.2551037421124884
Hcfc1,8.899903402024087,2.50014359242795
Hdac1,-6.68605925315852,-2.1454387623447584
Hdac10,-2.260830950485861,-0.8264466042375999
Hdac2,-0.8069947001169702,-0.3931133427083969
Hdac3,-4.264060369959008,-1.4235330627099974
Hdac4,-0.5400455391110075,-0.3135459563732119
Hdac6,0.2556894952111861,-0.07636762377324025
Hdac7,0.011173734677738523,-0.14924846711468764
Hdac8,-2.3227773103918565,-0.8449104568008551
Hdac9,4.664300954978167,1.2376716858058885
Hells,2.8803968665930455,0.7059577622611564
Hira,-1.384072208122383,-0.5651181875701751
Hltf,-1.1241051330697296,-0.4876318953593504
Ing2,-1.373512927332765,-0.5619708677927194
Ing3,-4.4157342855520625,-1.4687412851051718
Ing4,-1.9915659122187037,-0.7461889430199169
Ing5,1.3553082324143055,0.2513868765770886
Ino80,4.481769919378511,1.1832661301825285
