Gene,nbPctgShift
Actl6b,1.7203639174431302
Aff1,5.94927027703147
Aff4,-1.075938672851393
Arid2,-1.4074731160730707
Ash1l,-6.432849704015563
Ash2l,-7.285005203932947
Asxl1,-1.6300903525032684
Asxl2,-2.5057714914659783
Asxl3,-6.457946878733722
Atad2,-3.4566798473537332
Atad2b,-6.6448318421740495
Atm,-5.704712374853994
Atr,-0.2618271038250377
Atrx,-5.733526818984277
Aurkb,4.929301534330033
Baz1a,-7.482092270530163
Baz1b,-6.21897929657997
Baz2a,-3.3303038732320402
Baz2b,-7.5948604989201876
Bmi1,-0.8288870036011211
Bop1,-7.324177560685229
Bptf,-4.947290141862457
Brd1,-5.33553420433871
Brd2,-1.4945013242618437
Brd3,-3.4703008667679924
Brd4,4.840365705403219
Brd8,-1.456342052513417
Brd9,-3.4544013214629863
Brpf1,-3.2249893925293343
Brpf3,1.5876263718830437
Brwd1,-3.1116625766444557
Brwd3,-4.844717023565877
Carm1,-2.780821594305362
Cbx1,-4.346401152333101
Cbx3,-2.3892197560806707
Cbx4,-2.830192751504825
Cbx5,-3.3195142668087616
Cbx6,4.748297586059202
Cbx7,-7.450987454163435
Cbx8,-2.5693167436583337
Chaf1a,1.1558202946862064
Chaf1b,2.1520236871917575
Chd1,-2.8606045681250514
Chd1l,0.5475311242809843
Chd2,-4.615470251832853
Chd3,-2.1361572174315775
Chd4,-2.2749406839166433
Chd5,-4.470367421411051
Chd6,-3.8411683762770465
Chd8,-5.069535031744845
Chd9,-3.7814053830538796
Crebbp,-2.5799004795650404
Ctsl,-0.07770898457126663
Cxxc1,-2.0619770132929567
Dmap1,-6.258376577780041
Dnmt1,4.581902904240696
Dnmt3a,-9.672197077569962
Dnmt3b,-0.5960511030441396
Dnmt3l,-0.024769575460158677
Dot1l,-4.496924505568952
Dub2a,-3.5454109768756794
Eed,1.934963579829736
Ehmt1,2.181831321330108
Ehmt2,-9.598667760258742
Elp3,-0.5984905627687311
Elp4,-5.69318238632653
Ep300,1.0580783461172132
Ep400,-4.592603114571299
Epc1,0.11143360329050545
Epc2,-10.332296459515135
Ercc5,-6.1132716442945
Ezh1,-10.040407609984703
Ezh2,-0.47590237812883984
Fbxl19,3.973146629812028
Fbxo44,0.6863002887029062
Fbxw9,-8.95521689910963
Fkbp1a,-3.7713526024862083
Gadd45a,7.040619049607329
Gadd45b,-4.472370711217565
Gtf2b,-4.757739113861135
Gtf2f1,-0.6689361416452648
Gtf3c4,-3.6098939624162973
Hat1,1.7419938498752021
Hcfc1,13.515498696363768
Hdac1,0.3290280442133966
Hdac10,2.9994055480343675
Hdac2,-5.351476415977245
Hdac3,3.104435987481139
Hdac4,0.04488845620365112
Hdac6,-3.2671253030887897
Hdac7,-3.9443441010648463
Hdac8,-7.153018017917642
Hdac9,4.693850700899084
Hells,-1.6583995136714584
Hira,-8.767852614258107
Hltf,-5.97048222129224
Ing2,-3.9116198749895297
Ing3,-6.489178387383703
Ing4,-5.871135134857184
Ing5,-4.354490342573303
Ino80,-6.123454801021076
Jarid2,-5.903348119982834
Jhdm1d,-1.975429257147372
Jmjd1c,-5.398278831634613
Jmjd4,-4.674158470512204
Jmjd5,3.1118379296576606
Jmjd6,2.568751740747807
Kat2a,0.796967629656732
Kat2b,-0.08823862624167944
Kat5,-1.2063901150037104
Kdm1a,0.3445576693167389
Kdm1b,-0.5178141785415598
Kdm2a,4.389088689509283
Kdm2b,16.089218875208932
Kdm3a,3.198171852226835
Kdm3b,1.6747529835539534
Kdm4a,1.8175598085427538
Kdm4c,-0.556326602499837
Kdm4d,-1.5806832924427425
Kdm5a,-2.6828137824457556
Kdm5b,1.7193445522332453
Kdm5c,1.0952437526756604
Kdm5d,-0.6775302757629174
Kdm6a,-1.8660532719599594
Kdm6b,8.651481919427013
L3mbtl1,0.5268473584341642
L3mbtl2,3.145948402490243
L3mbtl3,0.9376711703082279
L3mbtl4,0.3784795057622219
Mbd1,7.88130636043417
Mbd2,7.4230577368306045
Mbd3,4.605201542775973
Mbd4,-2.863040466960708
Mecom,2.436031393307651
Men1,5.740694528462034
Mll1,4.78006568901009
Mll2,5.036542971020873
Mll3,-1.1685434974139828
Mll5,1.446424240840475
Morf4l1,-5.81168703271743
Msl3,-3.439429423314479
Mta1,5.809228927522309
Mta2,1.1223633691564139
Mta3,3.95959934014693
Mtf2,4.192216644829692
Myst1,0.5593167921426456
Myst2,6.038236272051801
Myst3,4.14651389228667
Myst4,3.9821494034329326
Nap1l1,0.11929366369908934
Nap1l2,1.2170386736674423
Nap1l3,-2.2628896275414014
Ncoa1,5.2580862408726645
Ncoa3,-1.430700696096178
Ncor1,-2.511858059199573
Ncor2,-2.1502986797333783
Nsd1,3.573413784700449
Orc1,1.0648424837797918
Padi1,6.879437286050344
Padi4,-0.35605099917891536
Padi6,0.4942236448910826
Parp1,1.0373620479970747
Paxip1,-3.5141809677389375
Pbrm1,-2.053493782960963
Pcgf1,-2.869497414006144
Pcgf2,14.862469872057323
Pcgf5,3.2478282791497897
Pcgf6,-6.016873406775613
Pcmt1,-3.5456404278417417
Phc1,4.19737111857091
Phf1,5.64370779522568
Phf19,1.2968932070726886
