gene_name,Q4minusQ1,Q3minusOther,InputMinusAvg
Actl6b,-2.550545964299048,-1.317052147398129,0.44139239614882314
Aff1,-1.6076217527882084,0.6434207205030156,1.297429636323083
Aff4,0.9167148332668053,1.754036406102312,-0.6328015323008233
Arid1a,0.5403199177283059,-0.9029589092355691,2.0229195002189186
Arid1b,2.102831495512936,0.7471585536282218,-0.801796688099587
Arid2,0.48447304628746285,-1.8066624692434643,-0.7427907131571948
Ash1l,0.19121941334831824,0.9810122678626295,-2.8139691853060973
Ash2l,-0.7036153909717963,1.4640677259182246,-3.003344757042817
Asxl1,-0.18535459454948525,-2.0177845476725924,-0.8634708014759083
Asxl2,0.4708122287017694,0.48230011544246393,-1.2015340443641505
Asxl3,-1.0508190189171103,0.4572609778368916,-2.3535559573620435
Atad2,-0.3421280232149487,1.6596995904381668,-2.8604014109519884
Atad2b,0.6763100684955206,1.1271002044319591,-3.589754873560181
Atm,-1.2986555247654803,-0.3056664085088612,-3.4569268560338804
Atr,-0.7817895547263936,-0.5461375583589738,-0.8028416305618347
Atrx,-0.5626175701682419,-1.3987532441441302,-2.736048388041134
Aurkb,-0.7006127259643454,1.1116717897353663,1.0142442492269754
Baz1a,-1.2445547877232734,-0.755026315539026,-1.6488653286720352
Baz1b,-1.1880069455865054,-1.6723330692255676,-3.4525714842858983
Baz2a,0.7697005406951979,1.2379743913291121,-1.4733555676559378
Baz2b,-1.4731591405593194,-2.243354307337875,-3.8652910003826118
Bcl6,1.3234764159259667,2.933884692247113,-4.341820787494671
Bmi1,-1.0371666349363073,-0.3384875216443602,-0.6532600414911339
Bop1,-0.2780521140851025,1.6544936405525315,-3.0847415866061567
Bptf,-1.2369078103790812,-1.497020609025044,-2.036045657919673
Brd1,0.3506604079255797,-0.7342027737992751,-2.239292157197146
Brd2,-4.184852372881771,1.0589675039546278,-0.736427996296663
Brd3,1.0195636257999645,1.0855445711180591,-1.643346036057146
Brd4,3.014196346816074,-0.450438171378083,1.2222096798866486
Brd7,-0.8370828181585672,-0.44794309515920694,1.5524896552005814
Brd8,-0.8606107313983088,-0.6278177954370295,-0.7757642069485827
Brd9,-0.6045846620012773,1.3508126711353703,-1.0877448408286368
Brdt,-2.1229287945083004,0.20359500544865428,-2.790402292104706
Brpf1,-1.7370922993045057,1.1326719056482308,-1.322686265270875
Brpf3,-0.9882766735161839,0.6888905806882518,0.4037362986135036
Brwd1,0.9308387062851832,-1.1863702781390522,-1.423435519489058
Brwd3,-1.5097985382709818,-2.016353319463745,-1.7056958178499873
Carm1,-2.390043567435832,-1.137684936415243,-1.327551397482884
Cbx1,-0.8917870124046589,-0.8825230016898491,-2.479713984882321
Cbx2,-0.2314662744590036,-1.2588818434726123,-0.5150715604738693
Cbx3,-1.6793729691224593,-0.42778386644785077,-1.0028594806177176
Cbx4,-2.2249236857612904,-0.9053445269523741,-2.195357370679236
Cbx5,0.7994609510547066,-1.753748030291379,-1.091767740812365
Cbx6,2.0047914040275234,-2.641468450542635,1.118476243994256
Cbx7,-1.056525885004596,-2.0479358069914775,-3.6714061181771633
Cbx8,-1.4708773418285725,-0.848600347946976,-1.1444507999823081
Cd14,-1.157491887565235,1.1766900240837748,0.3045213681733061
Cd4,-0.18095790799287373,-1.3567427792347293,0.838703126531867
Cecr2,0.08398877438280761,2.7562322869440816,-2.2317628010768
Chaf1a,-0.8611989774914308,-2.1689772218561805,0.2786512587978665
Chaf1b,1.4147391222316432,-1.159131917773973,0.5475725692552383
Chd1,-0.4763739072912605,0.9365259711692843,-1.1379855530648764
Chd1l,2.0411264445273534,-1.9992857093108838,-0.21880554404557567
Chd2,-0.729168554141661,-1.142119763821716,-1.6969365397666776
Chd3,0.5399337325257656,0.31605183074269294,-0.9677875521928845
Chd4,2.0193414940873406,-1.4005573673048088,-1.0033164596647735
Chd5,1.3252207728122458,2.428477866245881,-1.5867719613056153
Chd6,0.7264030721833574,2.117882438578726,-1.2591092393437717
Chd7,2.464218441675713,1.5847916460512053,-0.9929387957186638
Chd8,0.2567423577861463,0.597138712856688,-1.8098406768746844
Chd9,1.832090836594,-0.2989353744338357,-1.5335615816903068
Clock,-0.3782410863882209,-1.0592886765747327,-1.7278715831887015
Crebbp,0.8202817274864272,0.1444215736278001,-1.0064664783476431
Ctsl,0.8936024670123481,0.8392527412666008,-0.43306997926327717
Cxxc1,-1.3568403359596477,-0.13787784752796603,-1.2364230265693832
Dmap1,0.6392394757646183,1.1430612808150153,-1.9972456523731847
Dnmt1,-1.8536938713018685,0.7768520515649988,0.9902235762116078
Dnmt3a,0.46415274550422153,0.8193465510255774,-4.538927972831666
Dnmt3b,0.9153477818785869,-1.6043479883410825,-0.545347370829461
Dnmt3l,1.1189007432365767,-0.3032123825107078,-0.41892009697270083
Dot1l,2.27480021588165,0.2886464769676539,-1.726203537394582
Dpy30,-0.5850871432984424,-0.32763957015365525,0.6719223982362309
Dub2a,0.3471621234698263,0.7161107748180299,-1.373559477770216
Eaf1,1.2637848722713712,1.4286448403973706,1.3243193579571733
Eed,-1.1420433763134665,-0.9330772322928099,0.4948599354094363
Ehmt1,-0.1921979688340032,-0.6592902520781636,0.5442677432270201
Ehmt2,-1.0411321541033831,-0.6213340987519452,-4.017569810428649
Elp3,-0.19125013374654254,1.212332773547301,-0.5539854297376311
Elp4,0.556744495181972,0.8624300544944282,-2.999270683765885
Ep300,1.086973796624167,0.426707794293246,0.25753081613925694
Ep400,-2.3256560575011056,1.882987604994614,-1.2592762322948674
Epc1,2.5959083295834198,-1.6310193140765046,-0.37533178490599467
Epc2,1.1457475789813163,4.009523119366709,-4.262049714938978
Ercc5,1.1853458944948645,1.512319346928023,-2.94104094588415
Ezh1,0.8092436104946829,-0.9506198703699292,-3.4577491811677357
Ezh2,0.8160237366653557,0.5600372572912367,-0.5407557995107007
Fbxl19,0.5579842353120432,1.8125459400978892,0.8882637152283145
Fbxo17,0.34933159450675333,-1.5191290478909556,2.9353848808522507
Fbxo44,1.8003785719203134,1.2330173088410057,-0.13769021672717988
Fbxw9,-0.6802877505371003,1.6049217742761783,-1.969025385861621
Fkbp1a,1.222612277324798,1.4099838468088177,-1.304985521108366
Fkbp2,-1.3752016962412603,-1.0421258486806038,0.873550326695041
Fkbp5,-1.4807889209339755,0.35397846704806496,-0.1392783745513888
Fosb,3.753697879835823,-1.4206288344894242,0.8366224936869135
Gadd45a,-0.6015156035667546,1.1856283648495334,1.306132707825903
Gadd45b,1.8182986754568746,0.8640690412740598,-1.3157156431295247
Gtf2b,-0.5768133684434175,0.5569597089563117,-1.324602799123028
Gtf2f1,-1.2646368362239726,2.33901026532321,-0.5882168017691315
Gtf2h1,-1.9315775013543655,1.1470309730140307,1.3463918557492116
Gtf3c4,0.8028866836289942,0.24509467937219362,-1.2859226074644405
H2afz,1.7501033073096592,0.9561389913341484,-0.9679937721842257
Hat1,1.7921018043883445,3.5649280787546695,0.44471402865462967
Hcfc1,1.9912518880522863,0.31693085891162376,2.8822789331257583
Hdac1,-2.1698937205141466,1.235553423020832,-0.3038937056184398
