GeneName,q4minusq1_nbPctg
Bcl6,8.540599568721126
CD4,4.578620812383285
CDK9,3.61217102581193
Ccnt1,6.709939066927616
Cd14,-4.174120022524217
Cd19,-2.9222591730674075
Fosb,20.695242301056524
Hes1,-5.59402934176262
Id2,-9.778117030493362
Id3,9.390296246433863
Klf12,-13.369669708664405
Klf2,0.753655205108112
Ms4a1,0.3746349843088197
Nfatc3,9.99587670781727
Rpa3,20.491657209686412
Runx3,-9.48796115778859
Satb1,-1.1030559585562305
Scmh1,-1.712313999401566
Scml2,3.1988307910948865
Scml4,8.992940755039927
Setd1a,5.642562102023822
Setd2,6.734333592455872
Setd3,-5.715723626274953
Setd4,-1.481059389846509
Setd5,-0.29430380332276584
Setd7,2.9924541925682107
Setd8,-6.155384843644785
Setdb1,-1.594090652893673
Setdb2,-2.2718256194214534
Setmar,6.183370036998829
Sfmbt1,5.953198036400895
Sfmbt2,-4.111786431288119
Sgk1,0.0
Sin3a,3.268987179244559
Sin3b,1.9598750503940003
Sirt1,0.06286465586316936
Sirt3,-6.53037867902639
Sirt4,-0.7798399338116422
Sirt5,8.240527976600553
Sirt6,8.26140929533299
Sirt7,15.56659610960702
Smarca1,-1.0622802659867965
Smarca2,-10.669260519250484
Smarca4,4.82403921449407
Smarca5,-0.26868341457698985
Smarcc1,8.030584814997184
Smarcc2,-11.517917524135898
Smarcd1,4.730484467586859
Smarcd2,-3.181972236861649
Smarcd3,1.7574585649877985
Smarce1,7.4900645265769406
Smyd1,3.3553009528330215
Smyd2,4.566396087169336
Smyd3,-5.441684664022455
Smyd4,9.524430290615106
Smyd5,-4.191212872773983
Sp100,-9.024272836950987
Sp110,-6.3749761993818
Sp140,2.497832729449497
Ssrp1,0.9162445133873725
Supt16h,3.1562815797714032
Suv39h1,15.92345605183604
Suv39h2,2.423840497563347
Suv420h1,1.2031375755802713
Suv420h2,-12.419418932305955
Suz12,-4.068873949716728
Taf1,-4.775666150428835
Taf3,-3.8648994987551024
Tbx21,5.536033453053787
Tcea1,8.96779609590472
Tdg,-9.93862378855196
Tet1,-9.98611038729839
Tet2,6.818604036920082
Tet3,-1.1917598409742591
Trim24,-9.053921188592913
Trim28,-2.019848183477116
Trim33,11.145179220960504
Trim66,6.533568766968517
Ube2a,1.8091881736492113
Ube2b,-0.9592405128377219
Ube2e1,-7.341850086035062
Ube2i,-9.634557735204382
Uhrf1,-5.017955729859767
Usp22,6.907468733041874
Usp27x,-2.121989945878047
Usp51,-5.456638733375314
Wbp7,-1.3934277617706892
Wdr5,1.14965961297953
Wdr82,1.6095062767609836
Whsc1,-7.005027455756961
Whsc1l1,2.6550734243754923
Zmynd11,-12.277041693043422
Zmynd8,2.767774861687405
