type,shRNA,count,ZScore
target,Arid1a.1,9,-0.17672096245678826
target,Arid1a.2,3577,-0.15384918055944047
target,Arid1b.1,19,-0.17665685992904906
target,Arid1b.2,1,-0.1767722444789796
target,Arid1b.3,500,-0.17357352834479337
control,Bcl6.2,20831,-0.043246679198218896
control,Bcl6.3,15754,-0.07579153253141246
target,Brd7.1,2602,-0.1600991770140128
target,Brd7.2,0,-0.17677865473175353
target,Brd7.3,8116,-0.12475304321861604
target,Brdt.1,226680,1.2762974440605095
target,Brdt.2,335,-0.1746312200524902
target,Brdt.3,30624,0.019528926216783014
control,CD4.1,36651,0.058163519685200914
control,CD4.2,3870,-0.15197097649668181
control,CD4.3,38834,0.07215710149066902
control,CD4.4,138046,0.7081310996968541
control,CDK9.1,70004,0.2719646804537661
control,CDK9.2,92,-0.17618891147655286
control,CDK9.3,16628,-0.07018897160700609
target,Cbx2.1,24355,-0.02065694842292361
target,Cbx2.2,54397,0.1719198654111913
target,Cbx2.3,641,-0.17266968270367059
control,Ccnt1.2,114347,0.5562145192077158
control,Ccnt1.3,58468,0.198016004453821
control,Ccnt1.4,59894,0.20715702490943141
control,Cd14.2,6265,-0.1366184211031426
control,Cd19.3,0,-0.17677865473175353
control,Cd19.4,4,-0.17675301372065785
control,Cd4.5,30,-0.1765863471485359
target,Cecr2.1,15030,-0.08043255553973079
target,Cecr2.2,491,-0.17363122061975864
target,Cecr2.3,2325,-0.16187481703238873
target,Chd7.1,26471,-0.007092853553308167
target,Chd7.2,4303,-0.1491953370455743
target,Chd7.3,5933,-0.13874662502408414
target,Clock.1,51823,0.15541987477112035
target,Clock.2,41000,0.08604170899898048
target,Clock.3,0,-0.17677865473175353
target,Dpy30.1,56204,0.18350319217366534
target,Dpy30.2,1905,-0.16456712319743527
target,Dpy30.3,22,-0.17663762917072728
target,Eaf1.1,34958,0.04731096173895377
target,Eaf1.2,1782,-0.16535558428862748
target,Eaf1.3,0,-0.17677865473175353
target,Fbxo17.1,150,-0.17581711681566548
target,Fbxo17.2,1446,-0.16750942922066472
target,Fbxo17.3,13336,-0.09129152373875185
target,Fkbp2.1,0,-0.17677865473175353
target,Fkbp2.2,18678,-0.057047953420469394
target,Fkbp2.3,843,-0.17137481164333868
target,Fkbp5.1,35548,0.05109301087556677
target,Fkbp5.2,28019,0.0028302177407205217
target,Fkbp5.3,71,-0.1763235267848052
control,Fosb.2,0,-0.17677865473175353
target,Gtf2h1.1,2430,-0.1612017404911271
target,Gtf2h1.2,20259,-0.04691334378490133
target,Gtf2h1.3,10732,-0.10798382196204043
target,H2afz.1,528,-0.1733940412671236
target,H2afz.2,354,-0.17450942524978574
target,H2afz.3,35364,0.04991352436516543
target,Hdac11.1,7166,-0.13084278335384036
target,Hdac11.2,30032,0.01573405657462217
target,Hdac11.3,9717,-0.11449022852756957
target,Hdac5.1,365,-0.17443891246927262
target,Hdac5.2,17,-0.17666968043459688
target,Hdac5.3,58,-0.17640686007086614
control,Hes1.2,2091,-0.1633748161814861
control,Hes1.3,1,-0.1767722444789796
control,Hes6.3,1654,-0.1661760966436893
control,Id2.2,0,-0.17677865473175353
control,Id2.3,29259,0.010778931180381746
control,Id2.4,0,-0.17677865473175353
control,Id2.5,1,-0.1767722444789796
control,Id3.2,0,-0.17677865473175353
control,Id3.3,0,-0.17677865473175353
control,Id3.4,128,-0.17595814237669172
control,Id3.5,0,-0.17677865473175353
target,Iws1.1,14241,-0.08549024497835395
