type,shRNA,count,ZScore
target,Arid1a.1,3118,-0.327453700093516
target,Arid1a.2,605381,7.240096592824995
target,Arid1b.1,11720,-0.21936791760366517
target,Arid1b.2,880,-0.3555746000251931
target,Arid1b.3,93,-0.3654634062120697
control,Bcl6.2,4236,-0.3134058153197828
control,Bcl6.3,666,-0.3582635511357288
target,Brd7.1,54857,0.322656774242963
target,Brd7.2,0,-0.3666319690778632
target,Brd7.3,18444,-0.13487956588758088
target,Brdt.1,3344,-0.32461396667771664
target,Brdt.2,912,-0.3551725138778233
target,Brdt.3,457,-0.3608896762857379
control,CD4.1,23,-0.3663429696594412
control,CD4.2,126,-0.3650487548725946
control,CD4.3,775,-0.35689394519625034
control,CD4.4,5679,-0.29527424311182476
control,CDK9.1,12974,-0.20361116670361018
control,CDK9.2,2198,-0.33901367683039846
control,CDK9.3,4337,-0.3121367309171468
target,Cbx2.1,61885,0.4109649443590606
target,Cbx2.2,1825,-0.34370049348567794
target,Cbx2.3,17424,-0.14769606183499404
control,Ccnt1.2,12148,-0.21399001538259377
control,Ccnt1.3,25348,-0.04812947959254134
control,Ccnt1.4,30186,0.012660919812933939
control,Cd14.2,18967,-0.12830797041650532
control,Cd19.3,419,-0.3613671535857396
control,Cd19.4,8852,-0.25540488856168564
control,Cd4.5,114078,1.066780015911349
target,Cecr2.1,1695,-0.34533396845936787
target,Cecr2.2,2705,-0.3326431244330078
target,Cecr2.3,361,-0.3620959347278474
target,Chd7.1,3992,-0.3164717221934777
target,Chd7.2,31310,0.02678419573929901
target,Chd7.3,6092,-0.290084818772333
target,Clock.1,8419,-0.2608456167432836
target,Clock.2,3051,-0.3282955679645716
target,Clock.3,0,-0.3666319690778632
target,Dpy30.1,4321,-0.3123377739908317
target,Dpy30.2,883,-0.35553690444887714
target,Dpy30.3,2235,-0.3385487647225021
target,Eaf1.1,14132,-0.18906067424566467
target,Eaf1.2,28418,-0.009554339829248842
target,Eaf1.3,0,-0.3666319690778632
target,Fbxo17.1,4716,-0.3073745231092354
target,Fbxo17.2,5510,-0.2973977605776217
target,Fbxo17.3,45467,0.20466962037413025
target,Fkbp2.1,612,-0.3589420715094154
target,Fkbp2.2,3885,-0.31781619774874553
target,Fkbp2.3,855,-0.35588872982782577
target,Fkbp5.1,73696,0.5593724283148417
target,Fkbp5.2,11900,-0.2171061830247099
target,Fkbp5.3,4,-0.36658170830944203
control,Fosb.2,0,-0.3666319690778632
target,Gtf2h1.1,55493,0.33064823642193825
target,Gtf2h1.2,14530,-0.18405972778775248
target,Gtf2h1.3,191737,2.0425802696173854
target,H2afz.1,1691,-0.3453842292277891
target,H2afz.2,79,-0.365639318901544
target,H2afz.3,3708,-0.3200402367513849
target,Hdac11.1,38856,0.12160113536594565
target,Hdac11.2,1155,-0.3521191721962337
target,Hdac11.3,108,-0.3652749283304901
target,Hdac5.1,118528,1.1226951207799651
target,Hdac5.2,404,-0.3615556314673192
target,Hdac5.3,10,-0.36650631715681015
control,Hes1.2,156,-0.36467179910943537
control,Hes1.3,412,-0.36145510993047675
control,Hes6.3,2866,-0.33062012850405337
control,Id2.2,2814,-0.3312735184935293
control,Id2.3,1030,-0.353689821209397
control,Id2.4,2127,-0.33990580546987526
control,Id2.5,3188,-0.32657413664614454
control,Id3.2,0,-0.3666319690778632
control,Id3.3,90,-0.36550110178838563
control,Id3.4,2172,-0.33934037182513643
control,Id3.5,553,-0.35968341784362845
target,Iws1.1,401,-0.3615933270436351
target,Iws1.2,2229,-0.33862415587513395
target,Iws1.3,446,-0.3610278933988963
target,Jmjd8.1,727,-0.35749707441730505
target,Jmjd8.2,473,-0.360688633212053
target,Jmjd8.3,624,-0.35879128920415165
target,Kdm4b.1,19906,-0.11650925502962205
target,Kdm4b.2,5133,-0.3021348380013224
target,Kdm4b.3,1077,-0.3530992571804476
control,Klf12.4,86175,0.7161734605969677
control,Klf12.5,2212,-0.33883776414092415
control,Klf2.2,573,-0.3594321140015223
control,Klf2.3,52,-0.36597857908838727
control,Klf2.4,0,-0.3666319690778632
control,Klf2.5,0,-0.3666319690778632
control,Klf2.6,55,-0.3659408835120714
control,Klf2.7,6561,-0.284191743674944
target,Mecp2.1,2,-0.3666068386936526
target,Mecp2.2,354723,4.090530670092953
target,Mecp2.3,4480,-0.3103399084460879
control,Ms4a1.2,6105,-0.289921471274964
control,Nfatc3.2,7880,-0.26761825528804406
control,Nfatc3.3,9257,-0.2503159857590363
control,Nfatc3.7,1219,-0.351314999901494
control,Nfatc3.8,0,-0.3666319690778632
target,Padi2.1,0,-0.3666319690778632
target,Padi2.2,26890,-0.028753953366157943
target,Padi2.3,7837,-0.26815855854857223
target,Paf1.1,853,-0.35591386021203636
target,Paf1.2,16,-0.3664309260041783
target,Paf1.3,4869,-0.30545204871712345
target,Parp2.1,2000,-0.34150158486724924
target,Parp2.2,5337,-0.2995715388118398
target,Parp2.3,3194,-0.32649874549351265
target,Phc2.1,887,-0.3554866436804559
target,Phc2.2,1135,-0.3523704760383398
target,Phc3.1,3,-0.36659427350154733
target,Phc3.2,18747,-0.13107231267967287
target,Phc3.3,6810,-0.28106301084072255
target,Phf10.1,90,-0.36550110178838563
target,Phf10.2,2364,-0.3369278549409175
target,Phf10.3,50956,0.2736399598401604
target,Phf17.1,809,-0.3564667286646699
target,Phf17.2,30510,0.01673204205505341
target,Prdm16.1,333,-0.362447760106796
target,Prdm16.2,43806,0.18379883628721533
target,Prdm16.3,1338,-0.34981974204096244
target,Rnf2.1,4575,-0.3091462151960837
target,Rnf2.2,17325,-0.14894001585341943
target,Rnf2.3,3179,-0.32668722337509226
target,Rpa3.1,5730,-0.2946334183144541
target,Rpa3.2,16073,-0.1646716363692638
target,Rpa3.3,6667,-0.28285983331178144
target,Rpa3.4,19327,-0.1237845012585948
control,Runx3.2,0,-0.3666319690778632
control,Runx3.3,545,-0.35978393938047093
target,Satb1.1,33,-0.3662173177383881
target,Satb1.2,1623,-0.34623866229094996
target,Satb1.3,1450,-0.34841244052516807
target,Scmh1.1,13862,-0.19245327611409757
target,Scmh1.2,73962,0.5627147694148533
target,Scmh1.3,6147,-0.2893937332065411
target,Scml2.1,18816,-0.1302053144244067
target,Scml2.2,45004,0.1988519364293731
target,Scml2.3,6285,-0.28765973669600875
target,Scml2.4,35635,0.0811286515947518
target,Scml4.1,3862,-0.3181051971671676
target,Scml4.2,50,-0.3660037094725979
target,Scml4.3,2898,-0.33021804235668356
target,Setd1a.1,0,-0.3666319690778632
target,Setd1a.2,619260,7.414488894054551
target,Setd1a.3,5434,-0.298352715177625
target,Setd1a.4,11116,-0.2269572936352706
target,Setd2.1,202,-0.36409380027259125
target,Setd2.2,25843,-0.04190970950041437
target,Setd2.3,150782,1.5279728269445372
target,Setd2.4,106487,0.9713976426399636
target,Setd3.1,125403,1.2090808165039508
target,Setd3.2,416,-0.3614048491620555
target,Setd3.3,96307,0.8434839870079383
target,Setd4.1,0,-0.3666319690778632
target,Setd4.2,162133,1.6706003225318768
target,Setd4.3,3238,-0.3259458770408792
target,Setd4.4,9209,-0.25091911498009106
target,Setd5.1,0,-0.3666319690778632
target,Setd5.2,85655,0.7096395607022081
target,Setd5.3,0,-0.3666319690778632
target,Setd5.4,2980,-0.3291876966040484
target,Setd7.1,19,-0.3663932304278624
target,Setd7.2,42336,0.16532800389241403
target,Setd8.1,4868,-0.30546461390922874
target,Setd8.2,114150,1.0676847097429312
target,Setd8.3,1992,-0.34160210640409167
target,Setd8.4,10618,-0.2332147593037135
target,Setdb1.1,256420,2.8553345905649583
target,Setdb1.2,11156,-0.22645468595105833
target,Setdb1.3,10338,-0.23673301309319944
target,Setdb1.4,11534,-0.22170504333525226
target,Setdb2.1,7159,-0.2766777587959704
target,Setdb2.2,2096,-0.34029532642513977
target,Setdb2.3,14296,-0.18699998274039434
target,Setdb2.4,132,-0.3649733637199627
target,Setmar.1,22106,-0.08886583239794664
target,Setmar.2,1809,-0.3439015365593629
target,Setmar.3,2799,-0.3314619963751089
target,Setmar.4,25060,-0.05174825491886976
target,Sfmbt1.1,9107,-0.25220076457483237
target,Sfmbt1.2,27436,-0.021893358476660317
target,Sfmbt1.3,58680,0.3706935036615517
target,Sfmbt1.4,1128,-0.35245843238307695
target,Sfmbt2.1,0,-0.3666319690778632
target,Sfmbt2.2,15098,-0.1769226986719381
target,Sfmbt2.3,4731,-0.3071860452276558
control,Sgk1.1,1562,-0.3470051390093737
target,Sin3a.1,910,-0.3551976442620339
target,Sin3a.2,87581,0.7338401206970294
target,Sin3a.3,292,-0.3629629329831136
target,Sin3a.4,450,-0.3609776326304751
target,Sin3b.1,0,-0.3666319690778632
target,Sin3b.2,3601,-0.3213847123066527
target,Sin3b.3,858,-0.3558510342515098
target,Sin3b.4,363,-0.3620708043436368
target,Sirt1.1,6875,-0.2802462733538776
target,Sirt1.2,369478,4.275930079606757
target,Sirt1.3,1750,-0.344642882893576
target,Sirt1.4,64660,0.4458333524512876
