type,shRNA,count,ZScore
target,Asxl3.1,91997,15.341027845685405
target,Crebbp.1,34465,5.559582358364017
target,Gadd45b.4,25715,4.071929434529245
target,Hltf.3,22286,3.4889395058630237
target,Asxl2.4,19763,3.05998541136758
target,Eed.4,19563,3.0259819159656427
target,Epc2.4,19021,2.9338324434263914
target,Elp4.4,16571,2.517289624752655
target,Hdac10.4,16218,2.457273455368235
target,Gtf3c4.4,15474,2.330780452473027
target,Hat1.3,14508,2.166543569681668
target,Chd9.3,11754,1.6983154379969863
target,Hells.4,11032,1.5755628195959914
target,Actl6b.1,10989,1.5682520680845748
target,Cbx1.1,10481,1.481883189763653
target,Bmi1.4,9828,1.3708617772763265
target,Atad2b.1,9806,1.3671213927821135
target,Chd9.4,9516,1.317816324449304
target,Arid2.2,9470,1.3099955205068583
target,Cbx3.1,8599,1.1619102980314198
target,Chd3.1,6776,0.851968437442758
target,Chd5.1,6377,0.7841314641158923
target,Atad2.1,6259,0.764069401828749
target,Asxl3.2,6237,0.760329017334536
target,Gtf2f1.4,5473,0.630435664899134
target,Hat1.4,4886,0.530635405894447
target,Atad2.3,4556,0.4745296384812499
target,Cbx4.2,4464,0.4588880305963586
target,Hdac2.1,4336,0.4371257935391185
target,Dot1l.2,4279,0.42743479734956624
target,Atr.1,4062,0.3905410048384639
target,Chd6.4,3978,0.37625953676965007
target,Ash1l.1,3866,0.357217579344565
target,Brd3.2,3841,0.35296714241932275
target,Atad2.4,3703,0.3295047305919858
target,Dnmt3b.1,3667,0.323384101419637
target,Gtf2b.1,3618,0.3150532450461623
target,Arid2.1,3569,0.3067223886726876
target,Asxl2.1,3499,0.29482116528200936
target,Atrx.3,3323,0.2648980893283042
target,Ctsl.4,3269,0.2557171455697811
target,Dnmt3a.4,3229,0.24891644648939354
target,Fkbp1a.4,3068,0.22154363269083371
target,Jmjd1c.2,3068,0.22154363269083371
target,Dnmt1.2,2954,0.20216164031172926
target,Ing3.3,2923,0.19689109852442893
target,Ehmt2.1,2891,0.1914505392601189
target,Jmjd1c.4,2842,0.18311968288664415
target,Chaf1b.4,2794,0.17495884399017914
target,Jmjd4.2,2506,0.1259938106113889
target,Chd8.2,2500,0.12497370574933077
target,Chd1.2,2498,0.12463367079531139
target,Crebbp.3,2483,0.12208340864016606
target,Ezh1.2,2481,0.12174337368614668
target,Asxl1.2,2452,0.11681286685286572
target,Asxl3.4,2395,0.1071218706633135
target,Chd9.2,2354,0.10015115410591627
target,Cbx5.4,2322,0.09471059484160625
target,Fkbp1a.1,2311,0.09284040259449967
target,Hells.1,2229,0.07889896947970523
target,Actl6b.4,2226,0.07838891704867618
target,Hdac6.3,2196,0.07328839273838553
target,Hdac8.4,2189,0.07209827039931771
target,Aff4.2,2178,0.07022807815221113
target,Atm.2,2159,0.06699774608902706
target,Brd9.3,2140,0.06376741402584298
target,Atr.3,2118,0.06002702953162983
target,Gtf3c4.1,2047,0.04795578866394196
target,Fbxl19.1,1962,0.03350430311811846
target,Dnmt3b.4,1907,0.024153341882585604
target,Baz1a.2,1892,0.02160307972744028
target,Ing2.1,1858,0.01582248550911088
target,Actl6b.2,1848,0.014122310739013995
target,Jarid2.1,1838,0.012422135968917112
target,Hira.4,1829,0.010891978675829916
target,Baz2b.4,1821,0.00953183885975241
target,Brwd3.2,1820,0.009361821382742722
target,Dnmt3a.3,1817,0.008851768951713657
target,Chd1.3,1775,0.001711034917306749
target,Hdac3.1,1762,-0.000499192283819199
target,Gadd45b.2,1757,-0.0013492796688676406
target,Baz1b.2,1736,-0.004919646686071095
target,Cbx5.2,1702,-0.010700240904400497
target,Brd1.1,1700,-0.011040275858419874
target,Hdac2.3,1689,-0.012910468105526445
target,Aurkb.4,1667,-0.01665085259973959
target,Atad2b.4,1638,-0.021581359433020548
target,Aff1.4,1631,-0.022771481772088365
target,Cxxc1.4,1612,-0.026001813835272444
target,Dnmt3b.2,1547,-0.03705294984090218
target,Chd3.2,1498,-0.04538380621437691
target,Cbx7.3,1496,-0.045723841168396284
target,Elp3.2,1486,-0.04742401593849317
target,Atr.2,1476,-0.04912419070859005
target,Asxl2.2,1461,-0.05167445286373538
target,Brd4.4,1442,-0.054904784926919456
target,Gtf2f1.3,1420,-0.0586451694211326
target,Chd6.2,1420,-0.0586451694211326
target,Atad2b.3,1381,-0.06527585102451045
target,Brpf3.1,1379,-0.06561588597852981
target,Atm.3,1324,-0.07496684721406267
target,Brd1.2,1317,-0.07615696955313049
target,Bop1.2,1261,-0.08567794826567304
target,Hdac3.4,1251,-0.08737812303576992
target,Atrx.2,1220,-0.09264866482307026
target,Ing5.2,1190,-0.0977491891333609
target,Aff4.4,1187,-0.09825924156438998
target,Dmap1.4,1140,-0.10625006298384532
target,Ing4.3,1124,-0.10897034261600033
target,Chd8.3,1123,-0.10914036009301002
target,Ash2l.2,1122,-0.10931037757001971
target,Gtf2b.4,1116,-0.11033048243207784
target,Cbx3.4,1085,-0.11560102421937818
target,Ash1l.2,1025,-0.12580207283995948
target,Hdac9.2,1018,-0.1269921951790273
target,Aff1.2,995,-0.13090259715025013
target,Baz2b.1,990,-0.13175268453529856
target,Epc2.2,989,-0.13192270201230827
target,Ercc5.1,970,-0.13515303407549234
target,Epc2.3,951,-0.1383833661386764
target,Hat1.1,949,-0.1387234010926958
target,Asxl3.3,936,-0.14093362829382172
target,Chd6.3,934,-0.1412736632478411
target,Atad2b.2,929,-0.14212375063288954
target,Hdac10.3,929,-0.14212375063288954
target,Ctsl.2,925,-0.1428038205409283
target,Cbx8.1,905,-0.14620417008112208
target,Eed.3,890,-0.1487544322362674
target,Brd8.4,885,-0.14960451962131585
target,Aff1.3,877,-0.15096465943739334
target,Ing3.4,872,-0.15181474682244178
target,Brwd1.1,869,-0.15232479925347084
target,Ino80.3,844,-0.15657523617871305
target,Dnmt1.3,828,-0.15929551581086807
target,Chd2.2,824,-0.15997558571890683
target,Jhdm1d.1,813,-0.1618457779660134
target,Asxl1.1,805,-0.1632059177820909
target,Cbx1.4,798,-0.16439604012115872
target,Dub2a.4,771,-0.1689865120004203
target,Jmjd4.1,754,-0.171876809109585
target,Jarid2.4,753,-0.1720468265865947
target,Cbx7.1,752,-0.17221684406360438
target,Atrx.4,749,-0.17272689649463344
target,Atm.4,741,-0.17408703631071096
target,Chd8.1,728,-0.1762972635118369
target,Fbxo44.1,728,-0.1762972635118369
target,Epc1.3,719,-0.17782742080492409
target,Chd2.4,717,-0.17816745575894347
target,Ctsl.1,707,-0.17986763052904037
target,Chd1l.3,704,-0.18037768296006942
target,Gadd45a.4,694,-0.1820778577301663
target,Brpf3.3,683,-0.18394804997727288
target,Brwd3.1,681,-0.18428808493129226
target,Cxxc1.3,678,-0.1847981373623213
target,Asxl1.4,666,-0.18683834708643757
target,Chaf1b.1,664,-0.18717838204045695
target,Gtf2b.2,664,-0.18717838204045695
target,Ash2l.3,661,-0.187688434471486
target,Chd8.4,659,-0.18802846942550538
target,Dnmt3l.4,653,-0.18904857428756353
target,Chd1.4,650,-0.18955862671859258
target,Hdac2.2,646,-0.19023869662663134
target,Ezh1.3,634,-0.1922789063507476
target,Fbxw9.4,623,-0.19414909859785418
target,Hdac6.4,623,-0.19414909859785418
target,Cbx4.1,622,-0.19431911607486385
target,Hdac2.4,607,-0.1968693782300092
target,Epc2.1,598,-0.1983995355230964
target,Arid2.3,596,-0.19873957047711577
target,Dnmt3a.1,590,-0.19975967533917388
target,Bmi1.2,570,-0.20316002487936766
target,Ash2l.1,560,-0.20486019964946453
target,Cbx4.4,559,-0.20503021712647423
target,Baz2a.4,558,-0.2052002346034839
target,Fbxl19.4,553,-0.20605032198853235
target,Dub2a.2,547,-0.2070704268505905
target,Chaf1b.2,538,-0.2086005841436777
target,Ezh2.3,536,-0.20894061909769707
target,Chd1.1,536,-0.20894061909769707
target,Carm1.3,528,-0.21030075891377456
target,Chd3.4,516,-0.21234096863789081
target,Brpf1.3,516,-0.21234096863789081
target,Baz1a.4,515,-0.21251098611490052
target,Fbxo44.2,514,-0.2126810035919102
target,Ep400.1,512,-0.21302103854592958
target,Eed.2,503,-0.21455119583901677
target,Ash1l.4,497,-0.21557130070107489
target,Aurkb.1,497,-0.21557130070107489
target,Aff4.1,493,-0.21625137060911365
target,Dnmt3a.2,476,-0.21914166771827837
target,Brd8.1,475,-0.21931168519528804
target,Elp3.4,470,-0.22016177258033648
target,Bptf.3,464,-0.22118187744239462
target,Baz2a.1,458,-0.22220198230445273
target,Bmi1.1,458,-0.22220198230445273
target,Brd1.3,457,-0.22237199978146244
target,Asxl2.3,451,-0.22339210464352055
target,Jhdm1d.4,445,-0.2244122095055787
target,Brwd1.4,445,-0.2244122095055787
target,Aff1.1,443,-0.22475224445959807
target,Baz1b.1,442,-0.22492226193660775
target,Baz1b.3,442,-0.22492226193660775
target,Dnmt3l.3,441,-0.22509227941361745
target,Atad2.2,433,-0.22645241922969495
target,Hdac7.3,427,-0.2274725240917531
target,Epc1.2,426,-0.22764254156876276
target,Arid2.4,423,-0.22815259399979182
target,Hltf.4,421,-0.2284926289538112
target,Chd6.1,418,-0.22900268138484028
target,Ing5.3,412,-0.2300227862468984
target,Hdac1.3,410,-0.23036282120091778
target,Elp4.1,406,-0.23104289110895654
target,Chd4.1,405,-0.23121290858596621
target,Chd1l.2,405,-0.23121290858596621
target,Cbx4.3,402,-0.2317229610169953
target,Cbx6.1,400,-0.23206299597101465
target,Brd4.1,400,-0.23206299597101465
target,Gadd45a.1,400,-0.23206299597101465
target,Aurkb.2,396,-0.2327430658790534
target,Brpf1.2,392,-0.23342313578709217
target,Hltf.2,385,-0.23461325812616
target,Carm1.1,384,-0.23478327560316967
target,Dnmt3b.3,383,-0.23495329308017937
target,Bop1.3,383,-0.23495329308017937
target,Ing2.2,380,-0.23546334551120843
target,Gadd45a.3,376,-0.2361434154192472
target,Ezh2.4,373,-0.23665346785027624
target,Ino80.2,369,-0.237333537758315
target,Bptf.2,368,-0.23750355523532468
target,Cbx1.2,364,-0.23818362514336344
target,Hdac10.2,362,-0.23852366009738282
target,Actl6b.3,358,-0.23920373000542158
target,Ing3.1,357,-0.23937374748243126
target,Cbx3.3,356,-0.23954376495944094
target,Hdac4.1,354,-0.23988379991346032
target,Hdac8.3,350,-0.24056386982149908
target,Brwd1.2,348,-0.24090390477551846
target,Hdac7.2,346,-0.24124393972953784
target,Cbx6.3,344,-0.24158397468355722
target,Ing4.1,343,-0.2417539921605669
target,Ercc5.2,343,-0.2417539921605669
target,Gtf2f1.2,342,-0.2419240096375766
target,Brpf3.2,339,-0.24243406206860565
target,Hira.1,338,-0.24260407954561533
target,Gadd45b.3,336,-0.2429441144996347
target,Hira.2,334,-0.2432841494536541
target,Ehmt2.2,331,-0.24379420188468315
target,Chd4.2,328,-0.24430425431571223
target,Ehmt2.3,323,-0.24515434170076067
target,Elp4.2,323,-0.24515434170076067
target,Cbx8.3,321,-0.24549437665478005
target,Jarid2.2,317,-0.24617444656281878
target,Cbx5.1,313,-0.24685451647085754
target,Cbx3.2,311,-0.24719455142487692
target,Brd9.4,310,-0.2473645689018866
target,Dub2a.1,307,-0.24787462133291568
target,Cxxc1.2,305,-0.24821465628693506
target,Brd4.2,304,-0.24838467376394474
target,Brpf1.1,303,-0.24855469124095442
target,Ash1l.3,301,-0.2488947261949738
target,Baz2b.2,293,-0.2502548660110513
target,Hdac4.3,291,-0.2505949009650707
target,Hdac10.1,283,-0.2519550407811482
target,Gadd45a.2,276,-0.253145163120216
target,Ercc5.3,270,-0.2541652679822741
target,Bmi1.3,268,-0.25450530293629353
target,Fbxl19.2,265,-0.25501535536732256
target,Ep300.3,262,-0.25552540779835164
target,Elp3.1,260,-0.25586544275237105
target,Ing3.2,259,-0.25603546022938073
target,Cbx6.4,257,-0.2563754951834001
target,Chd3.3,248,-0.2579056524764873
target,Brd3.1,245,-0.25841570490751636
target,Fbxo44.4,243,-0.2587557398615357
target,Ing2.4,230,-0.2609659670626617
target,Brd4.3,226,-0.26164603697070044
target,Hdac8.1,226,-0.26164603697070044
target,Dnmt3l.2,223,-0.2621560894017295
target,Brd8.3,222,-0.2623261068787392
target,Brpf3.4,222,-0.2623261068787392
target,Brpf1.4,221,-0.26249612435574887
target,Hcfc1.2,213,-0.2638562641718264
target,Crebbp.2,209,-0.26453633407986515
target,Cbx6.2,208,-0.26470635155687483
target,Hdac6.1,208,-0.26470635155687483
target,Atr.4,207,-0.2648763690338845
target,Chaf1b.3,200,-0.26606649137295235
target,Ino80.4,200,-0.26606649137295235
target,Hdac9.3,197,-0.2665765438039814
target,Ep400.2,193,-0.26725661371202014
target,Dmap1.2,191,-0.2675966486660395
target,Chd1l.1,186,-0.268446736051088
target,Fbxw9.2,186,-0.268446736051088
target,Jhdm1d.3,186,-0.268446736051088
target,Jmjd4.4,185,-0.26861675352809766
target,Hdac1.4,184,-0.26878677100510734
target,Dot1l.4,183,-0.268956788482117
target,Hells.2,180,-0.2694668409131461
target,Ezh1.4,179,-0.2696368583901558
target,Hcfc1.3,171,-0.2709969982062333
target,Chaf1a.1,169,-0.27133703316025265
