shRNA,count
Actb,1
Actl6a,56
Actl6b.1,0
Actl6b.2,1
Actl6b.3,127
Actl6b.4,1
Aff1.1,2
Aff1.2,0
Aff1.3,0
Aff1.4,0
Aff4.1,3
Aff4.2,0
Aff4.3,0
Aff4.4,0
Arid1a.1,11
Arid1a.2,3
Arid1b.1,0
Arid1b.2,0
Arid1b.3,0
Arid2.1,21
Arid2.2,9
Arid2.3,4
Arid2.4,45280
Ash1l.1,3536
Ash1l.2,0
Ash1l.3,0
Ash1l.4,1
Ash2l.1,1
Ash2l.2,0
Ash2l.3,5
Ash2l.4,0
Asxl1.1,2
Asxl1.2,0
Asxl1.3,0
Asxl1.4,276
Asxl2.1,5
Asxl2.2,219
Asxl2.3,37312
Asxl2.4,0
Asxl3.1,1
Asxl3.2,2836
Asxl3.3,5
Asxl3.4,705492
Atad2.1,0
Atad2.2,0
Atad2.3,0
Atad2.4,1
Atad2b.1,9843
Atad2b.2,5
Atad2b.3,0
Atad2b.4,157
Atm.1,2
Atm.2,2
Atm.3,11
Atm.4,456
Atr.1,0
Atr.2,107
Atr.3,0
Atr.4,0
Atrx.1,21
Atrx.2,10
Atrx.3,1
Atrx.4,0
Aurkb.1,5104
Aurkb.2,43
Aurkb.3,11
Aurkb.4,167
Baz1a.1,0
Baz1a.2,2328
Baz1a.3,0
Baz1a.4,527
Baz1b.1,1
Baz1b.2,172
Baz1b.3,656
Baz1b.4,2
Baz2a.1,0
Baz2a.3,0
Baz2a.4,0
Baz2b.1,13081
Baz2b.2,89939
Baz2b.3,7
Baz2b.4,1
Bcl6,3997
Bcl6.2,4999
Bcl6.3,2059
Bmi1.1,1
Bmi1.2,0
Bmi1.3,0
Bmi1.4,4
Bop1.1,0
Bop1.2,41
Bop1.3,132923
Bop1.4,10
Bptf.1,4496
Bptf.2,0
Bptf.3,0
Bptf.4,0
Brd1.1,585
Brd1.2,1
Brd1.3,0
Brd1.4,39
Brd2.1,11
Brd2.2,0
Brd2.3,0
Brd2.4,0
Brd3.1,0
Brd3.2,6
Brd3.3,0
Brd3.4,6
Brd4.1,0
Brd4.2,49
Brd4.3,0
Brd4.4,2
Brd7.1,0
Brd7.2,0
Brd7.3,4
Brd8.1,896
Brd8.2,0
Brd8.3,1
Brd8.4,3534
Brd9.2,0
Brd9.3,8
Brd9.4,1
Brdt.1,63
Brdt.2,1
Brdt.3,62
Brpf1.1,0
Brpf1.2,0
Brpf1.3,1
Brpf1.4,2
Brpf3.1,1
Brpf3.2,0
Brpf3.3,1
Brpf3.4,22
Brwd1.1,45
Brwd1.2,1
Brwd1.3,1
Brwd1.4,1
Brwd3.1,1
Brwd3.2,1
Brwd3.3,0
Carm1.1,0
Carm1.2,0
Carm1.3,1
Carm1.4,0
Cbx1.1,154
Cbx1.2,0
Cbx1.3,1
Cbx1.4,865
Cbx2.1,2
Cbx2.2,38
Cbx2.3,0
Cbx3.1,944
Cbx3.2,0
Cbx3.3,10
Cbx3.4,64
Cbx4.1,564
Cbx4.2,6
Cbx4.3,19
Cbx4.4,1
Cbx5.1,23
Cbx5.2,3
Cbx5.3,0
Cbx5.4,4
Cbx6.1,0
Cbx6.2,0
Cbx6.3,0
Cbx6.4,4
Cbx7.1,4
Cbx7.2,0
Cbx7.3,1
Cbx7.4,7
Cbx8.1,0
Cbx8.2,0
Cbx8.3,0
Cbx8.4,0
Ccnt1,5970
Ccnt1.2,1896
Ccnt1.3,27059
Ccnt1.4,5643
Cd14,84163
Cd14.2,8815
Cd19,3429
Cd19.3,55
Cd19.4,5425
CD4.1,42
CD4.2,3704
CD4.3,539
CD4.4,2238
Cd4.5,5836
CDK9.1,8712
CDK9.2,11432
CDK9.3,74
Cecr2.1,2
Cecr2.2,1
Cecr2.3,4
Chaf1a.1,2
Chaf1a.2,0
Chaf1a.3,5
Chaf1a.4,5004
Chaf1b.1,20
Chaf1b.2,0
Chaf1b.3,0
Chaf1b.4,4
Chd1.1,4
Chd1.2,1
Chd1.3,12
Chd1.4,22
Chd1l.1,0
Chd1l.2,4
Chd1l.3,0
Chd2.1,0
Chd2.2,0
Chd2.3,2
Chd2.4,17
Chd3.1,1
Chd3.2,4088
Chd3.3,8
Chd3.4,9
Chd4.1,10
Chd4.2,27
Chd4.3,0
Chd4.4,1
Chd5.1,5
Chd5.2,2
Chd5.3,1
Chd5.4,0
Chd6.1,0
Chd6.2,1
Chd6.3,0
Chd6.4,2
Chd7.1,1
Chd7.2,0
Chd7.3,2
Chd8.1,1817
Chd8.2,3
Chd8.3,18
Chd8.4,32
Chd9.1,480
Chd9.2,19753
Chd9.3,12
Chd9.4,0
Clock.1,3
Clock.2,0
Clock.3,0
Crebbp.1,2
Crebbp.2,0
Crebbp.3,2047
Crebbp.4,42
Ctsl.1,14
Ctsl.2,2
Ctsl.3,1
Ctsl.4,0
Cxxc1.1,1
Cxxc1.2,0
Cxxc1.3,1
Cxxc1.4,0
Dmap1.1,3
Dmap1.2,1
Dmap1.3,26
Dmap1.4,2131
Dnmt1.1,0
Dnmt1.2,14
Dnmt1.3,1
Dnmt1.4,1
Dnmt3a.1,1
Dnmt3a.2,3
Dnmt3a.3,34
Dnmt3a.4,0
Dnmt3b.1,0
Dnmt3b.2,0
Dnmt3b.3,1
Dnmt3b.4,1
Dnmt3l.1,0
Dnmt3l.2,12
Dnmt3l.3,2034
Dnmt3l.4,5
Dot1l.1,1
Dot1l.2,2
Dot1l.3,0
Dot1l.4,1
Dpy30.1,1
Dpy30.2,33
Dpy30.3,0
Dub2a.1,0
Dub2a.2,0
Dub2a.3,4
Dub2a.4,1
Eaf1.1,0
Eaf1.2,0
Eaf1.3,0
Eed.1,2
Eed.2,0
Eed.3,1973
Eed.4,180
Ehmt1.1,6
Ehmt1.2,1
Ehmt1.3,1661
Ehmt1.4,10
Ehmt2.1,0
Ehmt2.2,4
Ehmt2.3,1
Ehmt2.4,5
Elp3.1,0
Elp3.2,1
Elp3.4,0
Elp4.1,18
Elp4.2,0
Elp4.3,0
Elp4.4,71791
Ep300.2,0
Ep300.3,2
Ep400.1,0
Ep400.2,0
Ep400.3,1953
Ep400.4,0
Epc1.1,0
Epc1.2,0
Epc1.3,0
Epc1.4,0
Epc2.1,9
Epc2.2,9
Epc2.3,0
Epc2.4,0
Ercc5.1,0
Ercc5.2,0
Ercc5.3,0
Ercc5.4,226
Ezh1.2,1734
Ezh1.3,31081
Ezh1.4,6
Ezh2.1,1
Ezh2.2,0
Ezh2.3,20
Ezh2.4,0
Fbxl19.1,198
Fbxl19.2,50
Fbxl19.3,10
Fbxl19.4,7
Fbxo17.1,0
Fbxo17.2,1
Fbxo17.3,0
Fbxo44.1,0
Fbxo44.2,2246
Fbxo44.3,0
Fbxo44.4,3003
Fbxw9.1,1
Fbxw9.2,0
Fbxw9.3,0
Fbxw9.4,0
Fkbp1a.1,0
Fkbp1a.3,0
Fkbp1a.4,0
Fkbp2.1,1
Fkbp2.2,0
Fkbp2.3,1
Fkbp5.1,1
Fkbp5.2,2
Fkbp5.3,0
Fosb,63817
Fosb.2,40
Gadd45a.1,2
Gadd45a.2,0
Gadd45a.3,2
Gadd45a.4,0
Gadd45b.1,3
Gadd45b.2,697
Gadd45b.3,0
Gadd45b.4,0
Gtf2b.1,59
Gtf2b.2,52
Gtf2b.3,0
Gtf2b.4,0
Gtf2f1.1,4122
Gtf2f1.2,1
Gtf2f1.3,1
Gtf2f1.4,0
Gtf2h1.1,612
Gtf2h1.2,21
Gtf2h1.3,0
Gtf3c4.1,80
Gtf3c4.2,4
Gtf3c4.3,0
Gtf3c4.4,0
H2afz.1,0
H2afz.2,0
H2afz.3,0
Hat1.1,194
Hat1.2,0
Hat1.3,2
Hat1.4,0
Hcfc1.1,0
Hcfc1.2,117
Hcfc1.3,2
Hcfc1.4,0
Hdac1.1,0
Hdac1.2,57
Hdac1.3,0
Hdac1.4,0
Hdac10.1,0
Hdac10.2,3
Hdac10.3,4948
Hdac10.4,0
Hdac11.1,2
Hdac11.2,0
Hdac11.3,0
Hdac2.1,0
Hdac2.2,45
Hdac2.3,42
Hdac2.4,1073
Hdac3.1,0
Hdac3.2,1
Hdac3.3,0
Hdac3.4,0
Hdac4.1,0
Hdac4.2,0
Hdac4.3,0
Hdac4.4,0
Hdac5.1,0
Hdac5.2,0
Hdac5.3,18
Hdac6.1,0
Hdac6.2,0
Hdac6.3,7
Hdac6.4,0
Hdac7.1,4
Hdac7.2,0
Hdac7.3,0
Hdac7.4,0
Hdac8.1,17
Hdac8.2,0
Hdac8.3,617
Hdac8.4,7
Hdac9.2,4857
Hdac9.3,3
Hells.1,2
Hells.2,0
Hells.3,0
Hells.4,1
Hes1,1
Hes1.2,1
Hes1.3,307
Hes6,5947
Hes6.3,7830
Hira.1,0
Hira.2,0
Hira.3,1
Hira.4,39206
Hltf.1,0
Hltf.2,1
Hltf.3,2
Hltf.4,0
Id2,18843
Id2.2,183
Id2.3,3692
Id2.4,16513
Id2.5,2483
Id3,4871
Id3.2,0
Id3.3,3904
Id3.4,1534
Id3.5,3877
Ing2.1,1
Ing2.2,0
Ing2.3,1
Ing2.4,39
Ing3.1,2
Ing3.2,1
Ing3.3,0
Ing3.4,2
Ing4.1,0
Ing4.2,11
Ing4.3,5
Ing4.4,0
Ing5.1,3
Ing5.2,6
Ing5.3,0
Ing5.4,2
Ino80.1,2
Ino80.2,6
Ino80.3,0
Ino80.4,377
Iws1.1,0
Iws1.2,0
Iws1.3,2
Jarid2.1,1
Jarid2.2,50
Jarid2.3,0
Jarid2.4,0
Jhdm1d.1,0
Jhdm1d.2,3
Jhdm1d.3,0
Jhdm1d.4,0
Jmjd1c.2,0
Jmjd1c.3,209
Jmjd1c.4,3560
Jmjd4.1,4
Jmjd4.2,0
Jmjd4.3,1
Jmjd4.4,4
Jmjd5.1,12756
Jmjd5.2,1109
Jmjd5.3,7753
Jmjd5.4,70865
Jmjd6.1,650
Jmjd6.2,27295
Jmjd6.3,4212
Jmjd6.4,28892
Jmjd8.1,0
Jmjd8.2,0
Jmjd8.3,2
Kat2a.1,3
Kat2a.2,0
Kat2a.3,49811
Kat2b.1,3148
Kat2b.2,14330
Kat2b.3,57565
Kat2b.4,5129
Kat5.1,5377
Kat5.2,16747
Kat5.3,2072
Kat5.4,76082
Kdm1a.1,10411
Kdm1a.2,3662
Kdm1a.3,52480
Kdm1a.4,28445
Kdm1b.1,26759
Kdm1b.2,4339
