shRNA,count
Actb,0
Actl6a,6
Actl6b.1,1
Actl6b.2,230
Actl6b.3,0
Actl6b.4,3
Aff1.1,1
Aff1.2,0
Aff1.3,555
Aff1.4,14
Aff4.1,0
Aff4.2,1
Aff4.3,996
Aff4.4,369
Arid1a.1,0
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,0
Arid2.1,10
Arid2.2,2679
Arid2.3,0
Arid2.4,0
Ash1l.1,1389
Ash1l.2,656
Ash1l.3,1865
Ash1l.4,12
Ash2l.1,95
Ash2l.2,202
Ash2l.3,15
Ash2l.4,0
Asxl1.1,0
Asxl1.2,237
Asxl1.3,0
Asxl1.4,937
Asxl2.1,2907
Asxl2.2,160
Asxl2.3,618
Asxl2.4,23895
Asxl3.1,5679
Asxl3.2,151
Asxl3.3,110
Asxl3.4,68
Atad2.1,338
Atad2.2,82
Atad2.3,715
Atad2.4,21
Atad2b.1,1057
Atad2b.2,78
Atad2b.3,230
Atad2b.4,238
Atm.1,167
Atm.2,1486
Atm.3,618
Atm.4,15
Atr.1,519
Atr.2,204
Atr.3,1552
Atr.4,0
Atrx.1,0
Atrx.2,4
Atrx.3,350
Atrx.4,90
Aurkb.1,1938
Aurkb.2,293
Aurkb.3,0
Aurkb.4,19
Baz1a.1,0
Baz1a.2,30
Baz1a.3,0
Baz1a.4,1644
Baz1b.1,9
Baz1b.2,5477
Baz1b.3,366
Baz1b.4,0
Baz2a.1,654
Baz2a.3,0
Baz2a.4,478
Baz2b.1,2756
Baz2b.2,186
Baz2b.3,139
Baz2b.4,317
Bcl6,143525
Bcl6.2,108491
Bcl6.3,0
Bmi1.1,13
Bmi1.2,15
Bmi1.3,0
Bmi1.4,1909
Bop1.1,20
Bop1.2,165
Bop1.3,105
Bop1.4,0
Bptf.1,0
Bptf.2,647
Bptf.3,1
Bptf.4,31
Brd1.1,396
Brd1.2,3285
Brd1.3,73
Brd1.4,0
Brd2.1,889
Brd2.2,54
Brd2.3,81
Brd2.4,157
Brd3.1,46
Brd3.2,1562
Brd3.3,31
Brd3.4,0
Brd4.1,1
Brd4.2,0
Brd4.3,0
Brd4.4,409
Brd7.1,0
Brd7.2,0
Brd7.3,1
Brd8.1,356
Brd8.2,179
Brd8.3,1977
Brd8.4,939
Brd9.2,1322
Brd9.3,414
Brd9.4,0
Brdt.1,0
Brdt.2,0
Brdt.3,5
Brpf1.1,0
Brpf1.2,208
Brpf1.3,180
Brpf1.4,3
Brpf3.1,0
Brpf3.2,0
Brpf3.3,0
Brpf3.4,198
Brwd1.1,1516
Brwd1.2,9
Brwd1.3,1006
Brwd1.4,5
Brwd3.1,950
Brwd3.2,2612
Brwd3.3,99
Carm1.1,349
Carm1.2,2215
Carm1.3,11
Carm1.4,64
Cbx1.1,319
