shRNA,count
Actb,0
Actl6a,74
Actl6b.1,0
Actl6b.2,0
Actl6b.3,0
Actl6b.4,2
Aff1.1,0
Aff1.2,0
Aff1.3,0
Aff1.4,0
Aff4.1,0
Aff4.2,0
Aff4.3,0
Aff4.4,0
Arid1a.1,14
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,1
Arid2.1,0
Arid2.2,11
Arid2.3,0
Arid2.4,1
Ash1l.1,0
Ash1l.2,0
Ash1l.3,0
Ash1l.4,0
Ash2l.1,2
Ash2l.2,0
Ash2l.3,1
Ash2l.4,0
Asxl1.1,1
Asxl1.2,0
Asxl1.3,0
Asxl1.4,1731
Asxl2.1,6
Asxl2.2,418
Asxl2.3,2683
Asxl2.4,0
Asxl3.1,1
Asxl3.2,5371
Asxl3.3,3
Asxl3.4,31790
Atad2.1,0
Atad2.2,0
Atad2.3,1
Atad2.4,0
Atad2b.1,22075
Atad2b.2,16
Atad2b.3,0
Atad2b.4,1
Atm.1,9
Atm.2,1
Atm.3,42
Atm.4,6332
Atr.1,0
Atr.2,15
Atr.3,0
Atr.4,2
Atrx.1,4
Atrx.2,0
Atrx.3,0
Atrx.4,1
Aurkb.1,39272
Aurkb.2,3
Aurkb.3,7
Aurkb.4,0
Baz1a.1,0
Baz1a.2,716
Baz1a.3,0
Baz1a.4,1343
Baz1b.1,0
Baz1b.2,1
Baz1b.3,0
Baz1b.4,0
Baz2a.1,2
Baz2a.3,0
Baz2a.4,0
Baz2b.1,35423
Baz2b.2,625348
Baz2b.3,14
Baz2b.4,4
Bcl6,200096
Bcl6.2,48995
Bcl6.3,21088
Bmi1.1,4
Bmi1.2,0
Bmi1.3,0
Bmi1.4,4
Bop1.1,0
Bop1.2,2
Bop1.3,333708
Bop1.4,1
Bptf.1,6005
Bptf.2,1
Bptf.3,1
Bptf.4,0
Brd1.1,6869
Brd1.2,0
Brd1.3,0
Brd1.4,41
Brd2.1,2
Brd2.2,0
Brd2.3,0
Brd2.4,2
Brd3.1,0
Brd3.2,2
Brd3.3,3
Brd3.4,9
Brd4.1,0
Brd4.2,316
Brd4.3,1
Brd4.4,1
Brd7.1,0
Brd7.2,0
Brd7.3,5
Brd8.1,153
Brd8.2,1
Brd8.3,0
Brd8.4,713
Brd9.2,0
Brd9.3,0
Brd9.4,1
Brdt.1,112
Brdt.2,1
Brdt.3,6792
Brpf1.1,1
Brpf1.2,0
Brpf1.3,1
Brpf1.4,3
Brpf3.1,1
Brpf3.2,0
Brpf3.3,1
Brpf3.4,0
Brwd1.1,0
Brwd1.2,2
Brwd1.3,1
Brwd1.4,1
Brwd3.1,0
Brwd3.2,2
