type,shRNA,count
contaminants,Rbbp7.1,280602
contaminants,Prdm11.4,32065
contaminants,Rnf2.2,15099
contaminants,Prdm2.3,14806
contaminants,Parp2.1,13854
contaminants,Atrx.3,13325
contaminants,Chd1.1,12891
contaminants,Chd7.1,11984
contaminants,Clock.1,11937
contaminants,Paf1.3,11479
contaminants,Clock.2,10736
contaminants,Padi2.2,9899
contaminants,Cbx2.2,9697
contaminants,Dpy30.1,9571
contaminants,Chd7.3,9542
contaminants,Prdm9.4,8300
contaminants,Phf8.2,8170
contaminants,Mecp2.3,6108
contaminants,Crebbp.1,5763
contaminants,Prdm16.3,5387
contaminants,H2afz.3,4933
contaminants,Eaf1.1,4458
contaminants,Brdt.1,4347
contaminants,Cbx2.1,4293
contaminants,Brd9.2,4229
contaminants,Eed.2,4199
contaminants,Prkcd.3,4184
contaminants,Chd7.2,4166
contaminants,Phf10.2,3791
contaminants,Fbxl19.2,3734
contaminants,Brdt.3,3667
contaminants,Fkbp5.2,3643
contaminants,Kdm5c.2,3244
contaminants,Parp1.3,2914
contaminants,Prdm1.1,2873
contaminants,Prmt8.4,2642
contaminants,Baz1a.2,2585
contaminants,Fkbp2.2,2580
contaminants,Phc2.1,2496
contaminants,Phf17.2,2441
contaminants,Msl3.1,2292
contaminants,Parp2.3,2259
contaminants,Ezh1.2,2233
contaminants,Kdm4b.1,2058
contaminants,Rnf2.3,2000
contaminants,Gtf2h1.1,1986
contaminants,Chaf1a.3,1981
contaminants,Prdm14.2,1862
contaminants,Nsd1.4,1785
contaminants,Arid1a.2,1776
contaminants,Rbbp7.3,1734
contaminants,Iws1.2,1729
contaminants,Chd4.3,1715
contaminants,Ing3.2,1690
contaminants,Parp2.2,1658
contaminants,Brd2.2,1653
contaminants,Hdac11.3,1548
contaminants,Arid1b.3,1542
contaminants,Fbxo17.1,1452
contaminants,Arid1b.2,1452
contaminants,Rnf2.1,1413
contaminants,Jmjd8.3,1393
contaminants,Gtf2b.1,1378
contaminants,Kdm4b.2,1310
contaminants,Kdm1a.1,1228
contaminants,Cbx3.1,1196
contaminants,Nap1l1.4,1186
contaminants,Gtf2h1.2,1183
contaminants,Ash2l.2,1090
contaminants,Mll3.3,1041
contaminants,Jhdm1d.4,1027
contaminants,Rbbp7.2,1025
contaminants,Prmt5.3,1013
contaminants,Cd4.5,927
contaminants,Brdt.2,909
contaminants,Padi2.3,873
contaminants,Jmjd8.1,868
contaminants,Phf20.2,854
contaminants,Asxl1.4,829
contaminants,Actl6a,795
contaminants,Hdac11.2,778
contaminants,Mtf2.1,749
contaminants,Asxl3.1,709
contaminants,H2afz.2,623
contaminants,Mecp2.1,601
contaminants,Fkbp5.1,572
contaminants,Asxl2.3,560
contaminants,Phf17.1,509
contaminants,Ncoa1.1,463
contaminants,Prdm15.4,442
contaminants,Brwd1.1,428
contaminants,Hdac5.3,426
contaminants,Brwd3.1,420
contaminants,Eed.4,318
contaminants,Prdm16.1,303
contaminants,Cecr2.1,291
contaminants,Mta2.2,287
contaminants,Pcgf5.4,286
contaminants,Gtf3c4.4,256
contaminants,Hdac11.1,251
contaminants,Phc3.3,227
contaminants,Ash2l.4,220
contaminants,Brpf3.3,204
contaminants,Prdm16.2,197
contaminants,Kdm5b.1,176
contaminants,Kdm1b.1,155
contaminants,Hes6.3,149
contaminants,H2afz.1,147
contaminants,Cbx7.4,143
contaminants,Ercc5.3,139
contaminants,Padi1.4,138
contaminants,Jmjd8.2,129
contaminants,Cbx2.3,121
contaminants,Gtf2h1.3,119
contaminants,Kdm1b.3,116
contaminants,Mll5.1,100
contaminants,Kdm6b.4,91
contaminants,Phc2.2,80
contaminants,Phf20.4,79
contaminants,Phf10.3,79
contaminants,L3mbtl3.4,69
contaminants,Phip.2,69
contaminants,Iws1.3,67
contaminants,Kdm3b.3,60
contaminants,Msl3.3,51
contaminants,Cecr2.2,50
contaminants,Prdm10.4,48
contaminants,Prmt5.4,39
contaminants,Brpf1.1,39
contaminants,Hdac7.1,36
contaminants,Fkbp2.1,32
contaminants,Bmi1.2,30
contaminants,Jhdm1d.1,27
contaminants,Dnmt3a.2,24
contaminants,Ncoa1.2,21
contaminants,Mbd4.4,17
contaminants,Hira.1,16
contaminants,Cecr2.3,15
contaminants,Arid2.1,14
contaminants,Padi6.3,13
contaminants,Ncoa3.2,12
contaminants,Carm1.2,10
contaminants,Ctsl.2,9
contaminants,Cxxc1.2,9
contaminants,Hdac2.2,9
contaminants,Hdac5.1,8
contaminants,Kdm4c.2,8
contaminants,Gadd45b.1,8
contaminants,Jmjd4.4,7
contaminants,Hdac4.2,6
contaminants,Nap1l3.4,6
contaminants,Iws1.1,6
contaminants,Arid2.2,5
contaminants,Jmjd6.2,5
contaminants,Ing4.2,5
contaminants,Kdm1a.4,5
contaminants,Hira.2,5
contaminants,Cxxc1.1,4
contaminants,Atr.2,4
contaminants,Ing2.1,4
contaminants,Gadd45b.2,4
contaminants,Chd2.4,4
contaminants,Paf1.1,3
contaminants,Fbxo17.3,3
contaminants,Atad2b.2,3
contaminants,Ncor2.4,3
contaminants,Ncor1.1,3
contaminants,Atad2b.1,3
contaminants,Chaf1b.1,3
contaminants,Rnf40.1,3
contaminants,Ing4.4,3
contaminants,Aurkb.1,3
contaminants,Elp3.2,3
contaminants,Kdm3a.2,3
contaminants,Mbd1.1,3
contaminants,Baz1b.3,2
contaminants,Jmjd1c.3,2
contaminants,Phf2.1,2
contaminants,Ehmt2.2,2
contaminants,Chd3.1,2
contaminants,Gadd45a.3,2
contaminants,Rbbp5.2,2
contaminants,Elp4.2,2
