shRNA,count
Actb,1
Actl6a,177
Actl6b.1,114
Actl6b.2,5169
Actl6b.3,997
Actl6b.4,24052
Aff1.1,1580
Aff1.2,0
Aff1.3,19648
Aff1.4,2298
Aff4.1,8
Aff4.2,0
Aff4.3,11472
Aff4.4,18259
Arid1a.1,5
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,29
Arid2.1,4637
Arid2.2,14360
Arid2.3,8
Arid2.4,11759
Ash1l.1,35109
Ash1l.2,11217
Ash1l.3,2254
Ash1l.4,6669
Ash2l.1,17476
Ash2l.2,5237
Ash2l.3,699
Ash2l.4,0
Asxl1.1,1442
Asxl1.2,12260
Asxl1.3,0
Asxl1.4,14331
Asxl2.1,12233
Asxl2.2,2771
Asxl2.3,4536
Asxl2.4,687561
Asxl3.1,430437
Asxl3.2,24969
Asxl3.3,38377
Asxl3.4,3694
Atad2.1,35
Atad2.2,12565
Atad2.3,3892
Atad2.4,13062
Atad2b.1,12861
Atad2b.2,674
Atad2b.3,20304
Atad2b.4,25406
Atm.1,15400
Atm.2,5535
Atm.3,11583
Atm.4,11408
Atr.1,6685
Atr.2,24735
Atr.3,33814
Atr.4,22302
Atrx.1,0
Atrx.2,1036
Atrx.3,33985
Atrx.4,3146
Aurkb.1,33741
Aurkb.2,6
Aurkb.3,0
Aurkb.4,133
Baz1a.1,1321
Baz1a.2,609
Baz1a.3,0
Baz1a.4,25107
Baz1b.1,34076
Baz1b.2,184073
Baz1b.3,14712
Baz1b.4,946
Baz2a.1,7636
Baz2a.3,0
Baz2a.4,117
Baz2b.1,142852
Baz2b.2,27662
Baz2b.3,2997
Baz2b.4,12843
Bcl6,70963
Bcl6.2,28432
Bcl6.3,1
Bmi1.1,22231
Bmi1.2,2599
Bmi1.3,3592
Bmi1.4,38702
Bop1.1,4723
Bop1.2,2647
Bop1.3,4
Bop1.4,8
Bptf.1,2331
Bptf.2,915
Bptf.3,3793
Bptf.4,2492
Brd1.1,7038
Brd1.2,185761
Brd1.3,1
Brd1.4,0
Brd2.1,127
Brd2.2,47
Brd2.3,146
Brd2.4,8100
Brd3.1,5447
Brd3.2,53193
Brd3.3,2659
Brd3.4,54
Brd4.1,169
Brd4.2,3050
Brd4.3,0
Brd4.4,17395
Brd7.1,2306
Brd7.2,0
Brd7.3,3
Brd8.1,5894
Brd8.2,14088
Brd8.3,3159
Brd8.4,15382
Brd9.2,897
Brd9.3,388
Brd9.4,2702
Brdt.1,32
Brdt.2,1
Brdt.3,1
Brpf1.1,29
Brpf1.2,10640
Brpf1.3,9298
Brpf1.4,7467
Brpf3.1,8310
Brpf3.2,0
Brpf3.3,12014
Brpf3.4,6139
Brwd1.1,73649
Brwd1.2,148
Brwd1.3,2437
Brwd1.4,6160
Brwd3.1,31173
Brwd3.2,40334
Brwd3.3,5359
Carm1.1,2184
Carm1.2,31871
Carm1.3,1499
Carm1.4,10
Cbx1.1,23143
Cbx1.2,47701
Cbx1.3,17737
Cbx1.4,43474
Cbx2.1,448
Cbx2.2,10203
Cbx2.3,297
Cbx3.1,257821
Cbx3.2,177
Cbx3.3,42507
Cbx3.4,157941
Cbx4.1,11313
Cbx4.2,192166
Cbx4.3,237
Cbx4.4,1720
Cbx5.1,49677
Cbx5.2,43993
Cbx5.3,1054
Cbx5.4,2431
Cbx6.1,695
Cbx6.2,4569
Cbx6.3,0
Cbx6.4,0
Cbx7.1,24909
Cbx7.2,28044
Cbx7.3,21548
Cbx7.4,7188
Cbx8.1,4121
Cbx8.2,19757
Cbx8.3,18499
Cbx8.4,6344
Ccnt1,13918
Ccnt1.2,2538
Ccnt1.3,1
Ccnt1.4,0
Cd14,0
Cd14.2,1309
Cd19,0
Cd19.3,2200
Cd19.4,56877
CD4.1,4
CD4.2,1
CD4.3,677
CD4.4,34605
Cd4.5,56
CDK9.1,265147
CDK9.2,232
CDK9.3,10421
Cecr2.1,0
Cecr2.2,2
Cecr2.3,3
Chaf1a.1,22279
Chaf1a.2,4
Chaf1a.3,3713
Chaf1a.4,1590
Chaf1b.1,30097
Chaf1b.2,481
Chaf1b.3,95
Chaf1b.4,5260
Chd1.1,14142
Chd1.2,922
Chd1.3,172798
Chd1.4,9842
Chd1l.1,27588
Chd1l.2,12238
Chd1l.3,3687
Chd2.1,2698
Chd2.2,27635
Chd2.3,12406
Chd2.4,6092
Chd3.1,36132
Chd3.2,404
Chd3.3,1494
Chd3.4,2886
Chd4.1,1069
Chd4.2,2644
Chd4.3,1818
Chd4.4,0
Chd5.1,1979
Chd5.2,5
Chd5.3,21646
Chd5.4,5490
Chd6.1,1457
Chd6.2,6126
Chd6.3,24693
Chd6.4,1
Chd7.1,2
Chd7.2,9
Chd7.3,0
Chd8.1,20599
Chd8.2,84399
Chd8.3,3232
Chd8.4,2351
Chd9.1,20797
Chd9.2,0
Chd9.3,25899
Chd9.4,52375
Clock.1,4
Clock.2,1
Clock.3,0
Crebbp.1,12286
Crebbp.2,7166
Crebbp.3,22994
Crebbp.4,1
Ctsl.1,24325
Ctsl.2,10995
Ctsl.3,3319
Ctsl.4,12547
Cxxc1.1,6840
Cxxc1.2,2527
Cxxc1.3,2355
Cxxc1.4,13818
Dmap1.1,591
Dmap1.2,22374
Dmap1.3,2191
Dmap1.4,306
Dnmt1.1,0
Dnmt1.2,55532
Dnmt1.3,12
Dnmt1.4,0
Dnmt3a.1,18739
Dnmt3a.2,995
Dnmt3a.3,15997
Dnmt3a.4,14025
Dnmt3b.1,14142
Dnmt3b.2,37986
Dnmt3b.3,24410
Dnmt3b.4,12263
Dnmt3l.1,1857
Dnmt3l.2,3057
Dnmt3l.3,7099
Dnmt3l.4,94
Dot1l.1,14461
Dot1l.2,1093
Dot1l.3,1094
Dot1l.4,0
Dpy30.1,0
Dpy30.2,2109
Dpy30.3,0
Dub2a.1,376
Dub2a.2,322
Dub2a.3,779
Dub2a.4,4500
Eaf1.1,1390
Eaf1.2,0
Eaf1.3,0
Eed.1,26
Eed.2,25096
Eed.3,12238
Eed.4,10103
Ehmt1.1,8385
Ehmt1.2,6030
Ehmt1.3,70
Ehmt1.4,137
Ehmt2.1,2521
Ehmt2.2,12015
Ehmt2.3,36974
Ehmt2.4,1083
Elp3.1,1467
Elp3.2,969
Elp3.4,4394
Elp4.1,7538
Elp4.2,11669
Elp4.3,33673
Elp4.4,157814
Ep300.2,47
Ep300.3,1753
Ep400.1,28549
Ep400.2,369
Ep400.3,8185
Ep400.4,11
Epc1.1,32
Epc1.2,1116
Epc1.3,3869
Epc1.4,2
Epc2.1,4152
Epc2.2,1138
Epc2.3,3884
Epc2.4,28031
Ercc5.1,12923
Ercc5.2,2125
Ercc5.3,28
Ercc5.4,1215
Ezh1.2,118574
Ezh1.3,2829
Ezh1.4,23294
Ezh2.1,67
Ezh2.2,17
Ezh2.3,1
Ezh2.4,19160
Fbxl19.1,5280
Fbxl19.2,3668
Fbxl19.3,75
Fbxl19.4,35
Fbxo17.1,0
Fbxo17.2,0
Fbxo17.3,2
Fbxo44.1,832
Fbxo44.2,140
Fbxo44.3,26
Fbxo44.4,87
Fbxw9.1,1477
Fbxw9.2,495
Fbxw9.3,0
Fbxw9.4,33
Fkbp1a.1,27051
Fkbp1a.3,8023
Fkbp1a.4,25639
Fkbp2.1,0
Fkbp2.2,0
Fkbp2.3,0
Fkbp5.1,14
Fkbp5.2,0
Fkbp5.3,0
Fosb,1
Fosb.2,10431
Gadd45a.1,72
Gadd45a.2,2
Gadd45a.3,461
Gadd45a.4,123
Gadd45b.1,1469
Gadd45b.2,11074
Gadd45b.3,10356
Gadd45b.4,293
Gtf2b.1,16959
Gtf2b.2,2848
Gtf2b.3,1677
Gtf2b.4,126
Gtf2f1.1,715
Gtf2f1.2,4543
Gtf2f1.3,7671
Gtf2f1.4,5750
Gtf2h1.1,0
Gtf2h1.2,1268
Gtf2h1.3,303
Gtf3c4.1,0
Gtf3c4.2,1714
Gtf3c4.3,0
Gtf3c4.4,7888
H2afz.1,0
H2afz.2,0
H2afz.3,0
Hat1.1,734
Hat1.2,187
Hat1.3,22809
Hat1.4,0
Hcfc1.1,1277
Hcfc1.2,1
Hcfc1.3,20
Hcfc1.4,0
Hdac1.1,1
Hdac1.2,18
Hdac1.3,4292
Hdac1.4,2416
Hdac10.1,0
Hdac10.2,81
Hdac10.3,98
Hdac10.4,0
Hdac11.1,1
Hdac11.2,0
Hdac11.3,0
Hdac2.1,23225
Hdac2.2,12026
Hdac2.3,16910
Hdac2.4,3276
Hdac3.1,0
Hdac3.2,228
Hdac3.3,1501
Hdac3.4,1093
Hdac4.1,1
Hdac4.2,0
Hdac4.3,5984
Hdac4.4,1754
Hdac5.1,0
Hdac5.2,1
Hdac5.3,0
Hdac6.1,1209
Hdac6.2,372
Hdac6.3,120
Hdac6.4,9642
Hdac7.1,868
Hdac7.2,49136
Hdac7.3,5597
Hdac7.4,10520
Hdac8.1,23456
Hdac8.2,2774
Hdac8.3,8919
Hdac8.4,44282
Hdac9.2,9134
Hdac9.3,73
Hells.1,21249
Hells.2,27834
Hells.3,0
Hells.4,259296
Hes1,0
Hes1.2,141
Hes1.3,22
Hes6,9186
Hes6.3,16136
Hira.1,18392
Hira.2,7714
Hira.3,20647
Hira.4,24576
Hltf.1,0
Hltf.2,7268
Hltf.3,115576
Hltf.4,4336
Id2,0
Id2.2,0
Id2.3,0
Id2.4,404
Id2.5,0
Id3,3
Id3.2,0
Id3.3,11778
Id3.4,2720
Id3.5,0
Ing2.1,10093
Ing2.2,25280
Ing2.3,97
Ing2.4,2491
Ing3.1,378
Ing3.2,21369
Ing3.3,4880
Ing3.4,2694
Ing4.1,1409
Ing4.2,93
Ing4.3,41370
Ing4.4,593
Ing5.1,2
Ing5.2,9305
Ing5.3,19209
Ing5.4,1
Ino80.1,15949
Ino80.2,26753
Ino80.3,6275
Ino80.4,3476
Iws1.1,0
Iws1.2,0
Iws1.3,0
Jarid2.1,10685
Jarid2.2,63238
Jarid2.3,25100
Jarid2.4,7966
Jhdm1d.1,17308
Jhdm1d.2,13820
Jhdm1d.3,168
Jhdm1d.4,137
Jmjd1c.2,40994
Jmjd1c.3,3
Jmjd1c.4,38746
Jmjd4.1,167
Jmjd4.2,3430
Jmjd4.3,8686
Jmjd4.4,35
Jmjd5.1,1
Jmjd5.2,0
Jmjd5.3,0
Jmjd5.4,1
Jmjd6.1,1
Jmjd6.2,93634
Jmjd6.3,2
Jmjd6.4,3
Jmjd8.1,0
Jmjd8.2,2
Jmjd8.3,1
Kat2a.1,7
Kat2a.2,0
Kat2a.3,652
Kat2b.1,0
Kat2b.2,10890
Kat2b.3,0
Kat2b.4,0
Kat5.1,2
Kat5.2,24359
Kat5.3,2
Kat5.4,7
Kdm1a.1,0
Kdm1a.2,2
Kdm1a.3,0
Kdm1a.4,5
Kdm1b.1,1702
Kdm1b.2,0
Kdm1b.3,2
Kdm1b.4,0
Kdm2a.1,0
Kdm2a.2,4
Kdm2a.3,0
Kdm2a.4,0
Kdm2b.1,0
Kdm2b.2,196
Kdm2b.3,0
Kdm2b.4,1
Kdm3a.1,0
Kdm3a.2,0
Kdm3a.3,16
Kdm3a.4,1
Kdm3b.2,25
Kdm3b.3,1
Kdm3b.4,2
Kdm4a.1,0
Kdm4a.2,0
Kdm4a.3,1339
Kdm4a.4,2
Kdm4b.1,1
Kdm4b.2,0
Kdm4b.3,0
Kdm4c.1,1
Kdm4c.2,1
Kdm4c.3,0
Kdm4c.4,0
Kdm4d.1,1
Kdm4d.2,1
Kdm4d.3,0
Kdm4d.4,0
Kdm5a.1,28
Kdm5a.2,10
Kdm5a.3,24
Kdm5a.4,0
Kdm5b.1,2
Kdm5b.2,5
Kdm5b.3,724
Kdm5b.4,0
Kdm5c.1,4
Kdm5c.2,2
Kdm5c.3,3
Kdm5c.4,1
Kdm5d.1,216
Kdm5d.2,3
Kdm5d.3,1
Kdm5d.4,0
Kdm6a.1,1
Kdm6a.2,0
Kdm6a.3,3
Kdm6a.4,0
Kdm6b.1,27
Kdm6b.2,0
Kdm6b.3,0
Kdm6b.4,0
Klf12,3021
Klf12.4,0
Klf12.5,2634
Klf2,1120
Klf2.2,136
Klf2.3,0
Klf2.4,39
Klf2.5,0
Klf2.6,12431
Klf2.7,0
L3mbtl1.1,1
L3mbtl1.2,0
L3mbtl1.3,0
L3mbtl1.4,0
L3mbtl2.1,0
L3mbtl2.3,0
L3mbtl2.4,0
L3mbtl3.1,0
L3mbtl3.2,13930
L3mbtl3.3,0
L3mbtl3.4,0
L3mbtl4.1,4
L3mbtl4.2,0
L3mbtl4.3,1
L3mbtl4.4,0
Mbd1.1,9
Mbd1.2,0
Mbd1.3,0
Mbd1.4,0
Mbd2.2,1
Mbd2.3,0
Mbd2.4,0
Mbd3.1,2
Mbd3.2,5
Mbd3.3,0
Mbd3.4,0
Mbd4.1,56703
Mbd4.2,0
Mbd4.3,14870
Mbd4.4,0
Mecom.1,6
Mecom.2,5
Mecom.3,2
Mecom.4,0
Mecp2.1,0
Mecp2.2,0
Mecp2.3,0
Men1.1,0
Men1.3,0
Men1.4,0
Mll1.1,0
Mll1.2,4
Mll1.3,1
Mll1.4,59
Mll2.1,1
Mll2.2,0
Mll2.3,0
Mll2.4,0
Mll3.2,932
Mll3.3,36
Mll3.4,1
Mll5.1,2
Mll5.2,12
Mll5.3,23
Mll5.4,3
Morf4l1.2,0
Morf4l1.3,0
Morf4l1.4,16
Ms4a1,25695
Ms4a1.2,11445
Msl3.1,0
Msl3.2,6
Msl3.3,2916
Msl3.4,1
Mta1.1,356
Mta1.2,1
Mta1.3,0
Mta1.4,1
Mta2.1,16
Mta2.2,5
Mta2.3,231
Mta2.4,1
Mta3.1,17
Mta3.2,5
Mta3.3,0
Mta3.4,4151
Mtf2.1,1
Mtf2.2,5
Mtf2.3,0
Mtf2.4,0
Myst1.1,10
Myst1.2,3
Myst1.3,0
Myst1.4,752
Myst2.1,1
Myst2.2,43
Myst2.3,0
Myst2.4,0
Myst3.1,2
Myst3.2,12
Myst3.3,2
Myst3.4,0
Myst4.1,1
Myst4.3,12
Myst4.4,0
Nap1l1.1,1
Nap1l1.2,0
Nap1l1.3,2
Nap1l1.4,0
Nap1l2.1,3
Nap1l2.2,1
Nap1l2.3,2
Nap1l2.4,0
Nap1l3.1,0
Nap1l3.2,0
Nap1l3.3,0
Nap1l3.4,12
Ncoa1.1,2
Ncoa1.2,37
Ncoa1.3,17
Ncoa1.4,1
Ncoa3.1,0
Ncoa3.2,0
Ncoa3.3,0
Ncoa3.4,0
Ncor1.1,4286
Ncor1.3,4
Ncor1.4,9569
Ncor2.1,2
Ncor2.2,2
Ncor2.3,0
Ncor2.4,2
Nfatc3.2,100004
Nfatc3.3,497
Nfatc3.7,21
Nfatc3.8,0
Nsd1.1,0
Nsd1.2,0
Nsd1.3,0
Nsd1.4,246
Orc1.1,0
Orc1.2,0
Orc1.3,3
Orc1.4,2
Padi1.1,0
Padi1.2,0
Padi1.3,0
Padi1.4,0
Padi2.1,0
Padi2.2,0
Padi2.3,0
Padi3,0
Padi4.1,6
Padi4.2,0
Padi4.3,0
Padi4.4,1
Padi6.1,3
Padi6.2,0
Padi6.3,9
Padi6.4,0
Paf1.1,0
Paf1.2,0
Paf1.3,9837
Parp1.1,5
Parp1.2,9
Parp1.3,11
Parp1.4,0
Parp2.1,3381
Parp2.2,4
Parp2.3,0
Paxip1.1,0
Paxip1.2,0
Paxip1.3,0
Paxip1.4,1
Pbrm1.1,1
Pbrm1.2,1
Pbrm1.3,0
Pbrm1.4,0
Pcgf1.1,0
Pcgf1.2,0
Pcgf1.3,3
Pcgf1.4,2
Pcgf2.2,1
Pcgf2.3,0
Pcgf2.4,0
Pcgf5.1,0
Pcgf5.2,0
Pcgf5.3,0
Pcgf5.4,0
Pcgf6.1,0
Pcgf6.2,0
Pcgf6.3,5
Pcgf6.4,0
Pcmt1.1,1
Pcmt1.3,0
Pcmt1.4,0
Phc1.1,4825
Phc1.2,2
Phc1.3,0
Phc1.4,1
Phc2.1,0
Phc2.2,0
Phc3.1,1
Phc3.2,0
Phc3.3,5
Phf1.1,0
Phf1.2,1
Phf1.3,4
Phf1.4,0
Phf10.1,0
Phf10.2,0
Phf10.3,0
Phf17.1,0
Phf17.2,0
Phf19.1,3
Phf19.2,2
Phf19.3,2
Phf19.4,0
Phf2.1,0
Phf2.2,0
Phf2.3,0
Phf2.4,0
Phf20.1,0
Phf20.2,954
Phf20.3,15639
Phf20.4,0
Phf20l1.1,0
Phf20l1.2,5
Phf20l1.3,3
Phf20l1.4,839
Phf8.1,3
Phf8.2,2
Phf8.3,0
Phip.1,1
Phip.2,1
Phip.3,0
Phip.4,0
Polr2b.1,5
Polr2b.2,0
Polr2b.3,0
Polr2b.4,0
Ppargc1a.1,0
Ppargc1a.2,8
Ppargc1a.3,13
Ppargc1a.4,0
Prdm1.1,0
Prdm1.2,0
Prdm1.3,0
Prdm1.4,141053
Prdm10.1,6
Prdm10.2,0
Prdm10.3,0
Prdm10.4,15
Prdm11.2,0
Prdm11.3,0
Prdm11.4,1
Prdm12.1,0
Prdm12.2,0
Prdm12.3,0
Prdm12.4,5
Prdm13.1,0
Prdm13.2,0
Prdm13.4,0
Prdm14.1,0
Prdm14.2,0
Prdm14.3,0
Prdm14.4,0
Prdm15.1,0
Prdm15.2,1
Prdm15.3,0
Prdm15.4,10
Prdm16.1,180
Prdm16.2,0
Prdm16.3,0
Prdm2.1,0
Prdm2.2,10
Prdm2.3,1
Prdm2.4,5011
Prdm4.1,0
Prdm4.2,0
Prdm4.3,0
Prdm4.4,1
Prdm5.1,10
Prdm5.2,34
Prdm5.3,0
Prdm5.4,0
Prdm6.1,0
Prdm6.2,0
Prdm6.3,0
Prdm6.4,1
Prdm8.1,2858
Prdm8.2,0
Prdm8.3,0
Prdm8.4,11
Prdm9.1,0
Prdm9.2,0
Prdm9.3,0
Prdm9.4,0
Prkaa1.1,2732
Prkaa1.2,2
Prkaa1.3,824
Prkaa1.4,0
Prkaa2.1,0
Prkaa2.2,1296
Prkaa2.3,0
Prkaa2.4,0
Prkcd.1,1
Prkcd.2,1
Prkcd.3,3
Prkcd.4,1
Prmt1.1,0
Prmt1.2,0
Prmt1.3,12
Prmt1.4,0
Prmt2.1,0
Prmt2.2,0
Prmt2.3,0
Prmt2.4,1
Prmt3.1,0
Prmt3.2,0
Prmt3.3,2
Prmt3.4,81
Prmt5.1,1
Prmt5.2,3
Prmt5.3,6
Prmt5.4,3
Prmt6.1,0
Prmt6.2,0
Prmt6.3,0
Prmt6.4,1
Prmt7.1,0
Prmt7.2,0
Prmt7.3,0
Prmt7.4,0
Prmt8.1,0
Prmt8.2,75
Prmt8.3,0
Prmt8.4,0
Psip1.1,0
Psip1.2,21520
Psip1.3,1
Psip1.4,0
Rbbp4.1,0
Rbbp4.2,2
Rbbp4.3,8
Rbbp5.1,0
Rbbp5.2,8
Rbbp5.3,1
Rbbp5.4,863
Rbbp7.1,0
Rbbp7.2,0
Rbbp7.3,142262
Rbbp7.4,3
Ring1.1,0
Ring1.3,1
Ring1.4,2
Rnf2.1,1871
Rnf2.2,0
Rnf2.3,0
Rnf20.1,4
Rnf20.2,0
Rnf20.3,0
Rnf20.4,0
Rnf217.1,0
Rnf217.2,0
Rnf217.3,0
Rnf217.4,4
Rnf40.1,1
Rnf40.2,0
Rnf40.3,6385
Rnf40.4,0
Rpa3.1,0
Rpa3.2,0
Rpa3.3,1
Rpa3.4,0
Runx3,18
Runx3.2,1488
Runx3.3,86
Satb1.1,0
Satb1.2,1
Satb1.3,0
Scmh1.1,0
Scmh1.2,1907
Scmh1.3,1
Scml2.1,0
Scml2.2,3
Scml2.3,0
Scml2.4,4
Scml4.1,6
Scml4.2,0
Scml4.3,0
Setd1a.1,0
Setd1a.2,3176
Setd1a.3,1
Setd1a.4,1
Setd2.1,0
Setd2.2,7
Setd2.3,5
Setd2.4,0
Setd3.1,0
Setd3.2,7
Setd3.3,0
Setd4.1,0
Setd4.2,0
Setd4.3,0
Setd4.4,0
Setd5.1,0
Setd5.2,0
Setd5.3,0
Setd5.4,0
Setd7.1,0
Setd7.2,0
Setd8.1,0
Setd8.2,0
Setd8.3,0
Setd8.4,0
Setdb1.1,1
Setdb1.2,0
Setdb1.3,5
Setdb1.4,209
Setdb2.1,0
Setdb2.2,21
Setdb2.3,5
Setdb2.4,88
Setmar.1,0
Setmar.2,1
Setmar.3,1
Setmar.4,0
Sfmbt1.1,0
Sfmbt1.2,3
Sfmbt1.3,0
Sfmbt1.4,1
Sfmbt2.1,0
Sfmbt2.2,0
Sfmbt2.3,0
Sgk1.1,22380
Sin3a.1,0
Sin3a.2,0
Sin3a.3,0
Sin3a.4,19457
Sin3b.1,0
Sin3b.2,0
Sin3b.3,1
Sin3b.4,0
Sirt1.1,6
Sirt1.2,8
Sirt1.3,26
Sirt1.4,206032
Sirt3.1,1
Sirt3.2,0
Sirt3.3,0
Sirt3.4,0
Sirt4.1,0
Sirt4.2,0
Sirt4.3,1
Sirt4.4,0
Sirt5.1,0
Sirt5.2,4661
Sirt5.3,0
Sirt5.4,0
Sirt6.1,0
Sirt6.2,2
Sirt6.3,0
Sirt6.4,1
Sirt7.1,0
Sirt7.2,3
Sirt7.3,3
Sirt7.4,0
Smarca1.1,11
Smarca1.2,69
Smarca1.3,0
Smarca1.4,18
Smarca2.1,3
Smarca2.2,0
Smarca2.3,4
