shRNA,count
Actb,0
Actl6a,10
Actl6b.1,0
Actl6b.2,0
Actl6b.3,0
Actl6b.4,2
Aff1.1,1
Aff1.2,0
Aff1.3,0
Aff1.4,0
Aff4.1,0
Aff4.2,0
Aff4.3,0
Aff4.4,0
Arid1a.1,1
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,0
Arid2.1,0
Arid2.2,3
Arid2.3,0
Arid2.4,0
Ash1l.1,0
Ash1l.2,0
Ash1l.3,0
Ash1l.4,0
Ash2l.1,0
Ash2l.2,1
Ash2l.3,0
Ash2l.4,0
Asxl1.1,23
Asxl1.2,0
Asxl1.3,0
Asxl1.4,243
Asxl2.1,1
Asxl2.2,22
Asxl2.3,5625
Asxl2.4,6
Asxl3.1,1
Asxl3.2,592
Asxl3.3,0
Asxl3.4,10654
Atad2.1,0
Atad2.2,2
Atad2.3,0
Atad2.4,0
Atad2b.1,2183
Atad2b.2,8
Atad2b.3,0
Atad2b.4,0
Atm.1,0
Atm.2,0
Atm.3,14
Atm.4,2092
Atr.1,0
Atr.2,5
Atr.3,0
Atr.4,2
Atrx.1,2
Atrx.2,0
Atrx.3,0
Atrx.4,0
Aurkb.1,8761
Aurkb.2,0
Aurkb.3,3
Aurkb.4,0
Baz1a.1,0
Baz1a.2,228
Baz1a.3,0
Baz1a.4,2863
Baz1b.1,0
Baz1b.2,2581
Baz1b.3,23
Baz1b.4,0
Baz2a.1,0
Baz2a.3,0
Baz2a.4,0
Baz2b.1,20206
Baz2b.2,237257
Baz2b.3,6
Baz2b.4,1
Bcl6,67252
Bcl6.2,18152
Bcl6.3,3456
Bmi1.1,0
Bmi1.2,0
Bmi1.3,0
Bmi1.4,0
Bop1.1,0
Bop1.2,0
Bop1.3,131486
Bop1.4,0
Bptf.1,1281
Bptf.2,1
Bptf.3,0
Bptf.4,0
Brd1.1,4860
Brd1.2,1
Brd1.3,0
Brd1.4,2
Brd2.1,0
Brd2.2,0
Brd2.3,0
Brd2.4,0
Brd3.1,0
Brd3.2,1
Brd3.3,1
Brd3.4,0
Brd4.1,0
Brd4.2,4
Brd4.3,0
Brd4.4,0
Brd7.1,1
Brd7.2,0
Brd7.3,2
Brd8.1,3
Brd8.2,0
Brd8.3,0
Brd8.4,371
Brd9.2,0
Brd9.3,0
Brd9.4,0
Brdt.1,24
Brdt.2,0
Brdt.3,788
Brpf1.1,0
Brpf1.2,1
Brpf1.3,1
Brpf1.4,0
Brpf3.1,1
Brpf3.2,0
Brpf3.3,0
Brpf3.4,2
Brwd1.1,0
Brwd1.2,0
Brwd1.3,1
Brwd1.4,0
Brwd3.1,0
Brwd3.2,2
Brwd3.3,1
Carm1.1,0
Carm1.2,2
Carm1.3,0
Carm1.4,0
Cbx1.1,1
Cbx1.2,0
Cbx1.3,0
Cbx1.4,0
Cbx2.1,2
Cbx2.2,4
Cbx2.3,0
Cbx3.1,788
Cbx3.2,0
Cbx3.3,0
Cbx3.4,0
Cbx4.1,3
Cbx4.2,2
Cbx4.3,0
Cbx4.4,4
Cbx5.1,13
Cbx5.2,2
Cbx5.3,4
Cbx5.4,0
Cbx6.1,0
Cbx6.2,0
Cbx6.3,0
Cbx6.4,3
Cbx7.1,2
Cbx7.2,0
Cbx7.3,0
Cbx7.4,3
Cbx8.1,2
Cbx8.2,0
Cbx8.3,0
Cbx8.4,0
Ccnt1,4239
Ccnt1.2,49115
Ccnt1.3,4705
Ccnt1.4,22075
Cd14,0
Cd14.2,4
