type,shRNA,count
contaminants,Baz2b.2,26000
contaminants,Bop1.3,22002
contaminants,Smarce1.4,6325
contaminants,Supt16h.4,3524
contaminants,Baz2b.1,2483
contaminants,Taf1.3,1965
contaminants,Elp4.4,1619
contaminants,Sp100.1,1238
contaminants,Sp100.3,1075
contaminants,Satb1.1,941
contaminants,Hira.4,910
contaminants,Tet3.2,877
contaminants,Taf1.4,701
contaminants,Gtf2f1.1,670
contaminants,Hdac10.3,626
contaminants,Cbx3.1,601
contaminants,Setd2.3,539
contaminants,Ezh1.2,494
contaminants,Jmjd1c.4,486
contaminants,Asxl3.2,480
contaminants,Chd1.1,476
contaminants,Brd1.1,476
contaminants,Taf3.4,437
contaminants,Asxl3.4,423
contaminants,Atm.4,389
contaminants,Baz1b.2,375
contaminants,Smyd1.3,360
contaminants,Scmh1.1,341
contaminants,Ezh1.3,334
contaminants,Smyd2.2,314
contaminants,Tcea1.4,302
contaminants,Whsc1l1.4,266
contaminants,Baz1a.2,243
contaminants,Smyd4.2,186
contaminants,Wdr5.4,167
contaminants,Fbxo44.4,160
contaminants,Ube2b.3,153
contaminants,Aurkb.1,151
contaminants,Atad2b.1,151
contaminants,Fbxo44.2,148
contaminants,Whsc1l1.2,146
contaminants,Smarcc2.4,145
contaminants,Baz1a.4,143
contaminants,Setdb1.1,141
contaminants,Sirt7.4,123
contaminants,Gadd45b.3,105
contaminants,Hdac9.2,99
contaminants,Atr.4,85
contaminants,Fbxl19.1,80
contaminants,Setd5.2,79
contaminants,Hdac8.3,70
contaminants,Fbxo44.1,61
contaminants,Trim24.2,55
contaminants,Eed.4,42
contaminants,Asxl1.4,39
contaminants,Cbx7.4,25
contaminants,Brdt.3,25
contaminants,Gtf2h1.1,24
contaminants,Cd4.5,19
contaminants,Hdac2.4,16
contaminants,Brd8.4,14
contaminants,Smyd3.4,13
contaminants,Hdac10.4,13
contaminants,Sirt1.3,12
contaminants,Ercc5.1,11
contaminants,Smyd5.1,10
contaminants,Brd3.3,9
contaminants,Ssrp1.4,9
contaminants,Ing2.4,8
contaminants,Fkbp5.1,8
contaminants,Cbx5.1,8
contaminants,Asxl2.2,7
contaminants,Chd8.1,7
contaminants,Sgk1.1,7
contaminants,Gtf2b.1,6
contaminants,Smarcb1.2,6
contaminants,Chd3.4,6
contaminants,Chaf1b.1,6
contaminants,Atr.2,6
contaminants,Ube2a.2,6
contaminants,Hdac2.3,6
contaminants,Supt16h.3,5
contaminants,Usp51.1,5
contaminants,Arid1a.1,5
contaminants,Sirt4.4,5
contaminants,Sirt1.2,5
contaminants,Gadd45b.2,5
contaminants,Smyd4.4,4
contaminants,Brd7.3,4
contaminants,Brdt.1,4
