shRNA,count
Actb,0
Actl6a,0
Actl6b.1,0
Actl6b.2,0
Actl6b.3,0
Actl6b.4,0
Aff1.1,0
Aff1.2,0
Aff1.3,26
Aff1.4,0
Aff4.1,0
Aff4.2,0
Aff4.3,1
Aff4.4,0
Arid1a.1,7363
Arid1a.2,0
Arid1b.1,9
Arid1b.2,0
Arid1b.3,12
Arid2.1,108
Arid2.2,0
Arid2.3,0
Arid2.4,0
Ash1l.1,0
Ash1l.2,0
Ash1l.3,0
Ash1l.4,0
Ash2l.1,0
Ash2l.2,491
Ash2l.3,0
Ash2l.4,10
Asxl1.1,0
Asxl1.2,0
Asxl1.3,0
Asxl1.4,2
Asxl2.1,0
Asxl2.2,1
Asxl2.3,187
Asxl2.4,0
Asxl3.1,114
Asxl3.2,0
Asxl3.3,0
Asxl3.4,128
Atad2.1,1
Atad2.2,0
Atad2.3,0
Atad2.4,0
Atad2b.1,0
Atad2b.2,0
Atad2b.3,0
Atad2b.4,0
Atm.1,2
Atm.2,0
Atm.3,0
Atm.4,0
Atr.1,0
Atr.2,0
Atr.3,0
Atr.4,0
Atrx.1,0
Atrx.2,0
Atrx.3,4693
Atrx.4,0
Aurkb.1,0
Aurkb.2,0
Aurkb.3,0
Aurkb.4,0
Baz1a.1,0
Baz1a.2,5987
Baz1a.3,0
Baz1a.4,4
Baz1b.1,0
Baz1b.2,0
Baz1b.3,4
Baz1b.4,0
Baz2a.1,0
Baz2a.3,0
Baz2a.4,0
Baz2b.1,0
Baz2b.2,1
Baz2b.3,0
Baz2b.4,0
Bcl6,1
Bcl6.2,7815
Bcl6.3,1279
Bmi1.1,0
Bmi1.2,136
Bmi1.3,2
Bmi1.4,0
Bop1.1,0
Bop1.2,0
Bop1.3,0
Bop1.4,0
Bptf.1,0
Bptf.2,0
Bptf.3,0
Bptf.4,0
Brd1.1,0
Brd1.2,0
Brd1.3,0
Brd1.4,0
Brd2.1,0
Brd2.2,15
Brd2.3,0
Brd2.4,0
Brd3.1,0
Brd3.2,0
Brd3.3,1
Brd3.4,0
Brd4.1,1
Brd4.2,0
Brd4.3,0
Brd4.4,0
Brd7.1,477
Brd7.2,0
Brd7.3,52
Brd8.1,0
Brd8.2,0
Brd8.3,0
Brd8.4,76
Brd9.2,285
Brd9.3,0
Brd9.4,0
Brdt.1,91085
Brdt.2,1126
Brdt.3,5250
Brpf1.1,45
Brpf1.2,0
Brpf1.3,0
Brpf1.4,0
Brpf3.1,0
Brpf3.2,0
Brpf3.3,2503
Brpf3.4,0
Brwd1.1,588
Brwd1.2,0
Brwd1.3,0
Brwd1.4,0
Brwd3.1,541
Brwd3.2,1
Brwd3.3,0
Carm1.1,0
Carm1.2,1283
Carm1.3,0
Carm1.4,0
Cbx1.1,0
Cbx1.2,0
Cbx1.3,0
Cbx1.4,0
Cbx2.1,4169
Cbx2.2,6042
Cbx2.3,161
Cbx3.1,3496
Cbx3.2,0
Cbx3.3,0
Cbx3.4,0
Cbx4.1,0
Cbx4.2,0
Cbx4.3,0
Cbx4.4,0
Cbx5.1,5
Cbx5.2,1
Cbx5.3,0
Cbx5.4,0
Cbx6.1,0
Cbx6.2,0
Cbx6.3,1
Cbx6.4,0
Cbx7.1,0
Cbx7.2,34
Cbx7.3,0
Cbx7.4,1
Cbx8.1,0
Cbx8.2,0
Cbx8.3,466
Cbx8.4,0
Ccnt1,1894124
Ccnt1.2,135782
Ccnt1.3,61274
Ccnt1.4,141106
Cd14,3735
Cd14.2,192
Cd19,820
Cd19.3,0
Cd19.4,2
CD4.1,7142
CD4.2,315
CD4.3,5329
CD4.4,10640
Cd4.5,791
CDK9.1,30771
CDK9.2,19591
CDK9.3,63328
Cecr2.1,1093
Cecr2.2,6
Cecr2.3,7
Chaf1a.1,0
Chaf1a.2,0
Chaf1a.3,55
Chaf1a.4,0
Chaf1b.1,2
Chaf1b.2,0
Chaf1b.3,0
Chaf1b.4,0
Chd1.1,0
Chd1.2,0
Chd1.3,0
Chd1.4,0
Chd1l.1,0
Chd1l.2,42
Chd1l.3,0
Chd2.1,0
Chd2.2,0
Chd2.3,0
Chd2.4,0
Chd3.1,2
Chd3.2,0
Chd3.3,0
Chd3.4,0
Chd4.1,0
Chd4.2,0
Chd4.3,0
Chd4.4,0
Chd5.1,0
Chd5.2,0
Chd5.3,0
Chd5.4,0
Chd6.1,1
Chd6.2,0
Chd6.3,0
Chd6.4,0
Chd7.1,1801
Chd7.2,0
Chd7.3,2268
Chd8.1,1
Chd8.2,0
Chd8.3,0
Chd8.4,1
Chd9.1,0
Chd9.2,1
Chd9.3,0
Chd9.4,0
Clock.1,3130
Clock.2,9914
Clock.3,0
Crebbp.1,627
Crebbp.2,0
Crebbp.3,0
Crebbp.4,0
Ctsl.1,1
Ctsl.2,284
Ctsl.3,1
Ctsl.4,0
Cxxc1.1,2
Cxxc1.2,2
Cxxc1.3,0
Cxxc1.4,1
Dmap1.1,0
Dmap1.2,0
Dmap1.3,0
Dmap1.4,1
Dnmt1.1,0
Dnmt1.2,1
Dnmt1.3,0
Dnmt1.4,0
Dnmt3a.1,1
Dnmt3a.2,0
Dnmt3a.3,0
Dnmt3a.4,0
Dnmt3b.1,0
Dnmt3b.2,0
Dnmt3b.3,0
Dnmt3b.4,0
