type,shRNA,count
contaminants,Asxl3.4,705492
contaminants,Bop1.3,132923
contaminants,Baz2b.2,89939
contaminants,Elp4.4,71791
contaminants,Setdb1.1,57867
contaminants,Arid2.4,45280
contaminants,Hira.4,39206
contaminants,Asxl2.3,37312
contaminants,Whsc1l1.4,32091
contaminants,Ezh1.3,31081
contaminants,Supt16h.4,21058
contaminants,Chd9.2,19753
contaminants,Smarcc2.4,17714
contaminants,Smyd5.1,13204
contaminants,Baz2b.1,13081
contaminants,Smarce1.4,10405
contaminants,Atad2b.1,9843
contaminants,Smyd5.4,8716
contaminants,Smyd2.2,8629
contaminants,Hes6.3,7830
contaminants,Ssrp1.4,7634
contaminants,Smarca5.1,6196
contaminants,Hes6,5947
contaminants,Smyd4.2,5853
contaminants,Cd4.5,5836
contaminants,Aurkb.1,5104
contaminants,Chaf1a.4,5004
contaminants,Hdac10.3,4948
contaminants,Hdac9.2,4857
contaminants,Bptf.1,4496
contaminants,Gtf2f1.1,4122
contaminants,Chd3.2,4088
contaminants,Sp100.3,3595
contaminants,Jmjd1c.4,3560
contaminants,Taf3.2,3538
contaminants,Ash1l.1,3536
contaminants,Brd8.4,3534
contaminants,Setmar.4,3136
contaminants,Fbxo44.4,3003
contaminants,Ube2b.3,2883
contaminants,Asxl3.2,2836
contaminants,Sp100.1,2598
contaminants,Baz1a.2,2328
contaminants,Taf3.4,2285
contaminants,Fbxo44.2,2246
contaminants,Dmap1.4,2131
contaminants,Sgk1.1,2123
contaminants,Crebbp.3,2047
contaminants,Dnmt3l.3,2034
contaminants,Eed.3,1973
contaminants,Ep400.3,1953
contaminants,Whsc1l1.2,1941
contaminants,Smarcb1.2,1920
contaminants,Smarca1.3,1850
contaminants,Chd8.1,1817
contaminants,Tet3.2,1776
contaminants,Ezh1.2,1734
contaminants,Sfmbt2.2,1714
contaminants,Sirt5.3,1712
contaminants,Trim24.2,1667
contaminants,Ehmt1.3,1661
contaminants,Wdr5.4,1314
contaminants,Hdac2.4,1073
contaminants,Cbx3.1,944
contaminants,Brd8.1,896
contaminants,Scmh1.3,891
contaminants,Taf1.4,869
contaminants,Cbx1.4,865
contaminants,Smarcd2.3,777
contaminants,Supt16h.3,758
contaminants,Smarcd2.1,743
contaminants,Supt16h.1,699
contaminants,Gadd45b.2,697
contaminants,Usp51.4,685
contaminants,Taf1.3,683
contaminants,Baz1b.3,656
contaminants,Setd2.3,632
contaminants,Tcea1.4,618
contaminants,Hdac8.3,617
