shRNA,count
Actb,0
Actl6a,53
Actl6b.1,4
Actl6b.2,2707
Actl6b.3,80
Actl6b.4,132
Aff1.1,1173
Aff1.2,4
Aff1.3,5529
Aff1.4,850
Aff4.1,18
Aff4.2,0
Aff4.3,4589
Aff4.4,2129
Arid1a.1,0
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,6
Arid2.1,13744
Arid2.2,13797
Arid2.3,0
Arid2.4,770
Ash1l.1,5114
Ash1l.2,2100
Ash1l.3,35
Ash1l.4,3101
Ash2l.1,5673
Ash2l.2,3182
Ash2l.3,3864
Ash2l.4,0
Asxl1.1,0
Asxl1.2,421
Asxl1.3,1
Asxl1.4,2488
Asxl2.1,10154
Asxl2.2,629
Asxl2.3,5709
Asxl2.4,238233
Asxl3.1,167961
Asxl3.2,7192
Asxl3.3,6581
Asxl3.4,1438
Atad2.1,5191
Atad2.2,258
Atad2.3,6040
Atad2.4,1778
Atad2b.1,3792
Atad2b.2,1450
Atad2b.3,7167
Atad2b.4,4035
Atm.1,165
Atm.2,3510
Atm.3,3665
Atm.4,834
Atr.1,1115
Atr.2,4873
Atr.3,10849
Atr.4,345
Atrx.1,0
Atrx.2,2344
Atrx.3,7661
Atrx.4,4717
Aurkb.1,6007
Aurkb.2,39
Aurkb.3,659
Aurkb.4,2573
Baz1a.1,0
Baz1a.2,5325
Baz1a.3,0
Baz1a.4,11421
Baz1b.1,7168
Baz1b.2,58725
Baz1b.3,1839
Baz1b.4,564
Baz2a.1,6241
Baz2a.3,0
Baz2a.4,5544
Baz2b.1,51439
Baz2b.2,14263
Baz2b.3,2705
Baz2b.4,673
Bcl6,80016
Bcl6.2,28117
Bcl6.3,23
Bmi1.1,408
Bmi1.2,531
Bmi1.3,33
Bmi1.4,23884
Bop1.1,3
Bop1.2,6
Bop1.3,4
Bop1.4,0
Bptf.1,42
Bptf.2,250
Bptf.3,142
Bptf.4,127
Brd1.1,5889
Brd1.2,41254
Brd1.3,370
Brd1.4,4304
Brd2.1,155
Brd2.2,38
Brd2.3,2862
Brd2.4,1609
Brd3.1,4294
Brd3.2,4692
Brd3.3,2665
Brd3.4,1798
Brd4.1,1386
Brd4.2,1849
Brd4.3,64
Brd4.4,8989
Brd7.1,0
Brd7.2,0
Brd7.3,1
Brd8.1,3852
Brd8.2,181
Brd8.3,9509
Brd8.4,11738
Brd9.2,1253
Brd9.3,3800
Brd9.4,82
Brdt.1,2
Brdt.2,0
Brdt.3,1
Brpf1.1,0
Brpf1.2,785
Brpf1.3,1693
Brpf1.4,1415
Brpf3.1,1023
Brpf3.2,0
Brpf3.3,2295
Brpf3.4,1131
Brwd1.1,15966
Brwd1.2,1323
Brwd1.3,938
Brwd1.4,2924
Brwd3.1,12149
Brwd3.2,6938
Brwd3.3,1099
Carm1.1,32
Carm1.2,16036
Carm1.3,692
Carm1.4,359
Cbx1.1,3633
Cbx1.2,18238
Cbx1.3,1299
Cbx1.4,13863
Cbx2.1,618
Cbx2.2,8567
Cbx2.3,24
Cbx3.1,66998
Cbx3.2,16
Cbx3.3,10475
Cbx3.4,31147
Cbx4.1,1006
Cbx4.2,44800
Cbx4.3,34
Cbx4.4,42
Cbx5.1,31573
Cbx5.2,11261
Cbx5.3,1990
Cbx5.4,168
Cbx6.1,0
Cbx6.2,2207
Cbx6.3,138
Cbx6.4,0
Cbx7.1,202
Cbx7.2,3286
Cbx7.3,8228
Cbx7.4,3612
Cbx8.1,1164
Cbx8.2,6288
Cbx8.3,1028
Cbx8.4,1205
Ccnt1,9262
Ccnt1.2,34806
Ccnt1.3,20680
Ccnt1.4,18168
Cd14,0
Cd14.2,239
Cd19,3681
Cd19.3,192
Cd19.4,2887
CD4.1,4136
CD4.2,0
CD4.3,2214
CD4.4,14668
Cd4.5,162
CDK9.1,39384
CDK9.2,7529
CDK9.3,1525
Cecr2.1,0
Cecr2.2,0
Cecr2.3,1
Chaf1a.1,2111
Chaf1a.2,5
Chaf1a.3,4986
Chaf1a.4,75
Chaf1b.1,6216
Chaf1b.2,251
Chaf1b.3,12
Chaf1b.4,997
Chd1.1,5026
Chd1.2,7110
Chd1.3,43898
Chd1.4,19
Chd1l.1,11505
Chd1l.2,3522
Chd1l.3,535
Chd2.1,5016
Chd2.2,4790
Chd2.3,2675
Chd2.4,11233
Chd3.1,7863
Chd3.2,16
Chd3.3,151
Chd3.4,4418
Chd4.1,3
Chd4.2,178
Chd4.3,4916
Chd4.4,1
Chd5.1,4883
Chd5.2,5472
Chd5.3,1056
Chd5.4,132
Chd6.1,3073
Chd6.2,32
Chd6.3,534
Chd6.4,7
Chd7.1,1
Chd7.2,0
Chd7.3,0
Chd8.1,11725
Chd8.2,23019
Chd8.3,5901
Chd8.4,3648
Chd9.1,10465
Chd9.2,141
Chd9.3,12080
Chd9.4,27824
Clock.1,0
Clock.2,0
Clock.3,0
Crebbp.1,4412
Crebbp.2,531
Crebbp.3,14677
Crebbp.4,2
Ctsl.1,4595
Ctsl.2,742
Ctsl.3,1719
Ctsl.4,658
Cxxc1.1,306
Cxxc1.2,173
Cxxc1.3,2145
Cxxc1.4,9918
Dmap1.1,376
Dmap1.2,1558
Dmap1.3,961
Dmap1.4,2968
Dnmt1.1,0
Dnmt1.2,13147
Dnmt1.3,0
Dnmt1.4,7
Dnmt3a.1,9090
Dnmt3a.2,1046
Dnmt3a.3,2266
Dnmt3a.4,6112
Dnmt3b.1,4341
Dnmt3b.2,19821
Dnmt3b.3,3457
Dnmt3b.4,18869
Dnmt3l.1,788
Dnmt3l.2,277
Dnmt3l.3,962
Dnmt3l.4,4364
Dot1l.1,7834
Dot1l.2,86
Dot1l.3,0
Dot1l.4,1
Dpy30.1,0
Dpy30.2,0
Dpy30.3,0
Dub2a.1,149
Dub2a.2,0
Dub2a.3,4956
Dub2a.4,6721
Eaf1.1,884
Eaf1.2,1
Eaf1.3,1
Eed.1,0
Eed.2,6459
Eed.3,814
Eed.4,117
Ehmt1.1,189
Ehmt1.2,522
Ehmt1.3,86
Ehmt1.4,996
Ehmt2.1,43
Ehmt2.2,4846
Ehmt2.3,11219
Ehmt2.4,1070
Elp3.1,0
Elp3.2,2263
Elp3.4,237
Elp4.1,4155
Elp4.2,765
Elp4.3,2560
Elp4.4,76964
Ep300.2,241
Ep300.3,194
Ep400.1,3235
Ep400.2,1731
Ep400.3,1
Ep400.4,0
Epc1.1,136
Epc1.2,5192
Epc1.3,10868
Epc1.4,573
Epc2.1,2631
Epc2.2,2190
Epc2.3,6549
Epc2.4,7349
Ercc5.1,3388
Ercc5.2,2610
Ercc5.3,230
Ercc5.4,1206
Ezh1.2,27340
Ezh1.3,2649
Ezh1.4,6477
Ezh2.1,331
Ezh2.2,6
Ezh2.3,74
Ezh2.4,7769
Fbxl19.1,1042
Fbxl19.2,4824
Fbxl19.3,0
Fbxl19.4,0
Fbxo17.1,0
Fbxo17.2,0
Fbxo17.3,0
Fbxo44.1,0
Fbxo44.2,2158
Fbxo44.3,0
Fbxo44.4,545
Fbxw9.1,192
Fbxw9.2,498
Fbxw9.3,0
Fbxw9.4,2
Fkbp1a.1,2720
Fkbp1a.3,1511
Fkbp1a.4,3590
Fkbp2.1,0
Fkbp2.2,0
Fkbp2.3,0
Fkbp5.1,2
Fkbp5.2,0
Fkbp5.3,0
Fosb,0
Fosb.2,1
Gadd45a.1,59
Gadd45a.2,0
Gadd45a.3,4
Gadd45a.4,0
Gadd45b.1,16
Gadd45b.2,559
Gadd45b.3,321
Gadd45b.4,0
Gtf2b.1,6374
Gtf2b.2,14
Gtf2b.3,81
Gtf2b.4,102
Gtf2f1.1,46
Gtf2f1.2,197
Gtf2f1.3,437
Gtf2f1.4,47
Gtf2h1.1,0
Gtf2h1.2,2564
Gtf2h1.3,0
Gtf3c4.1,0
Gtf3c4.2,1985
Gtf3c4.3,0
Gtf3c4.4,2614
H2afz.1,0
H2afz.2,0
H2afz.3,0
Hat1.1,3081
Hat1.2,37
Hat1.3,14161
Hat1.4,0
Hcfc1.1,0
Hcfc1.2,1
Hcfc1.3,2
Hcfc1.4,0
Hdac1.1,2
Hdac1.2,1
Hdac1.3,22
Hdac1.4,1
Hdac10.1,2
Hdac10.2,3603
Hdac10.3,615
Hdac10.4,0
Hdac11.1,2
Hdac11.2,0
Hdac11.3,0
Hdac2.1,25455
Hdac2.2,10561
Hdac2.3,5242
Hdac2.4,2625
Hdac3.1,0
Hdac3.2,25
Hdac3.3,592
Hdac3.4,476
Hdac4.1,0
Hdac4.2,0
Hdac4.3,12
Hdac4.4,576
Hdac5.1,0
Hdac5.2,0
Hdac5.3,0
Hdac6.1,61
Hdac6.2,66
Hdac6.3,178
Hdac6.4,12848
Hdac7.1,544
Hdac7.2,19363
Hdac7.3,1
Hdac7.4,0
Hdac8.1,11699
Hdac8.2,1606
Hdac8.3,2890
Hdac8.4,12444
Hdac9.2,3977
Hdac9.3,0
Hells.1,10456
Hells.2,6964
Hells.3,0
Hells.4,72302
Hes1,0
Hes1.2,1006
Hes1.3,3
Hes6,1433
Hes6.3,186
Hira.1,4659
Hira.2,2955
Hira.3,530
Hira.4,12671
Hltf.1,0
Hltf.2,441
Hltf.3,34583
Hltf.4,3735
Id2,0
Id2.2,4061
Id2.3,0
Id2.4,38
Id2.5,0
Id3,39
Id3.2,7
Id3.3,6400
Id3.4,3216
Id3.5,15
Ing2.1,1582
Ing2.2,3967
Ing2.3,79
Ing2.4,3
Ing3.1,1172
Ing3.2,588
Ing3.3,446
Ing3.4,1315
Ing4.1,2766
Ing4.2,18
Ing4.3,13924
Ing4.4,30
Ing5.1,229
Ing5.2,3385
Ing5.3,2197
Ing5.4,1
Ino80.1,1938
Ino80.2,10480
Ino80.3,176
Ino80.4,1140
Iws1.1,0
Iws1.2,0
Iws1.3,2
Jarid2.1,9883
Jarid2.2,31292
Jarid2.3,4663
Jarid2.4,9452
Jhdm1d.1,5590
Jhdm1d.2,3424
Jhdm1d.3,1130
Jhdm1d.4,2123
Jmjd1c.2,14702
Jmjd1c.3,1
Jmjd1c.4,7256
Jmjd4.1,30
Jmjd4.2,2627
Jmjd4.3,42
Jmjd4.4,11
Jmjd5.1,0
Jmjd5.2,0
Jmjd5.3,0
Jmjd5.4,0
Jmjd6.1,0
Jmjd6.2,11916
Jmjd6.3,0
Jmjd6.4,2
Jmjd8.1,0
Jmjd8.2,1
Jmjd8.3,0
Kat2a.1,4
Kat2a.2,0
Kat2a.3,1408
