shRNA,count
Actb,3
Actl6a,99
Actl6b.1,0
Actl6b.2,11163
Actl6b.3,1848
Actl6b.4,1906
Aff1.1,593
Aff1.2,0
Aff1.3,15179
Aff1.4,61
Aff4.1,5
Aff4.2,1
Aff4.3,14042
Aff4.4,3481
Arid1a.1,0
Arid1a.2,1
Arid1b.1,0
Arid1b.2,0
Arid1b.3,38
Arid2.1,14645
Arid2.2,20901
Arid2.3,9530
Arid2.4,10262
Ash1l.1,21417
Ash1l.2,10470
Ash1l.3,1274
Ash1l.4,14982
Ash2l.1,7697
Ash2l.2,4739
Ash2l.3,3
Ash2l.4,0
Asxl1.1,258
Asxl1.2,20395
Asxl1.3,2234
Asxl1.4,7662
Asxl2.1,39033
Asxl2.2,5602
Asxl2.3,12392
Asxl2.4,849794
Asxl3.1,313231
Asxl3.2,17719
Asxl3.3,1236
Asxl3.4,25359
Atad2.1,17572
Atad2.2,649
Atad2.3,11990
Atad2.4,7100
Atad2b.1,5205
Atad2b.2,1863
Atad2b.3,8100
Atad2b.4,18417
Atm.1,406
Atm.2,15038
Atm.3,11154
Atm.4,4397
Atr.1,21098
Atr.2,14778
Atr.3,12846
Atr.4,793
Atrx.1,0
Atrx.2,8738
Atrx.3,50280
Atrx.4,13947
Aurkb.1,18288
Aurkb.2,9
Aurkb.3,0
Aurkb.4,2886
Baz1a.1,4955
Baz1a.2,160
Baz1a.3,0
Baz1a.4,32114
Baz1b.1,12122
Baz1b.2,212438
Baz1b.3,18312
Baz1b.4,36
Baz2a.1,8380
Baz2a.3,0
Baz2a.4,2608
Baz2b.1,100873
Baz2b.2,38343
Baz2b.3,1914
Baz2b.4,22972
Bcl6,116932
Bcl6.2,36845
Bcl6.3,0
Bmi1.1,18587
Bmi1.2,2638
Bmi1.3,33
Bmi1.4,61044
Bop1.1,0
Bop1.2,56
Bop1.3,8
Bop1.4,0
Bptf.1,556
Bptf.2,9444
Bptf.3,5358
Bptf.4,11093
Brd1.1,5619
Brd1.2,91208
Brd1.3,5
Brd1.4,14
Brd2.1,1320
Brd2.2,185
Brd2.3,1488
Brd2.4,505
Brd3.1,10760
Brd3.2,25174
Brd3.3,209
Brd3.4,991
Brd4.1,8711
Brd4.2,5875
Brd4.3,303
Brd4.4,43567
Brd7.1,3
Brd7.2,0
Brd7.3,0
Brd8.1,26061
Brd8.2,429
Brd8.3,15366
Brd8.4,17541
Brd9.2,2493
Brd9.3,2555
Brd9.4,1490
Brdt.1,9
Brdt.2,0
Brdt.3,0
Brpf1.1,1
Brpf1.2,12232
Brpf1.3,26164
Brpf1.4,428
Brpf3.1,8562
Brpf3.2,0
Brpf3.3,12593
Brpf3.4,229
Brwd1.1,70920
Brwd1.2,407
Brwd1.3,36228
Brwd1.4,14615
Brwd3.1,28029
Brwd3.2,16868
Brwd3.3,156
Carm1.1,95
Carm1.2,54618
Carm1.3,1556
Carm1.4,553
Cbx1.1,5773
Cbx1.2,39549
Cbx1.3,2833
Cbx1.4,13192
Cbx2.1,1457
Cbx2.2,22706
Cbx2.3,1
Cbx3.1,208583
Cbx3.2,1012
Cbx3.3,48542
Cbx3.4,98157
Cbx4.1,1115
Cbx4.2,119469
Cbx4.3,0
Cbx4.4,123
Cbx5.1,73967
Cbx5.2,93913
Cbx5.3,1
Cbx5.4,139
Cbx6.1,4385
Cbx6.2,6060
Cbx6.3,29
Cbx6.4,0
Cbx7.1,106
Cbx7.2,4601
Cbx7.3,20313
Cbx7.4,1504
Cbx8.1,10672
Cbx8.2,23994
Cbx8.3,1605
Cbx8.4,11839
Ccnt1,52986
Ccnt1.2,17969
Ccnt1.3,17410
Ccnt1.4,4264
Cd14,0
Cd14.2,176
Cd19,0
Cd19.3,0
Cd19.4,23080
CD4.1,0
CD4.2,16
CD4.3,398
CD4.4,84112
Cd4.5,3093
CDK9.1,22953
CDK9.2,549
CDK9.3,38109
Cecr2.1,0
Cecr2.2,0
Cecr2.3,0
Chaf1a.1,1674
Chaf1a.2,0
Chaf1a.3,2732
Chaf1a.4,8293
Chaf1b.1,11613
Chaf1b.2,2640
Chaf1b.3,1331
Chaf1b.4,19976
Chd1.1,27355
Chd1.2,1633
Chd1.3,160839
Chd1.4,9992
