shRNA,count
Actb,10
Actl6a,108
Actl6b.1,2850
Actl6b.2,18684
Actl6b.3,9568
Actl6b.4,9342
Aff1.1,968
Aff1.2,1
Aff1.3,28399
Aff1.4,80
Aff4.1,8
Aff4.2,5
Aff4.3,13724
Aff4.4,7991
Arid1a.1,2
Arid1a.2,1
Arid1b.1,0
Arid1b.2,0
Arid1b.3,111
Arid2.1,13130
Arid2.2,93240
Arid2.3,1247
Arid2.4,24486
Ash1l.1,13662
Ash1l.2,24272
Ash1l.3,9124
Ash1l.4,1439
Ash2l.1,48876
Ash2l.2,27056
Ash2l.3,243
Ash2l.4,0
Asxl1.1,6721
Asxl1.2,1825
Asxl1.3,3
Asxl1.4,33230
Asxl2.1,32837
Asxl2.2,6715
Asxl2.3,6617
Asxl2.4,554391
Asxl3.1,815318
Asxl3.2,58286
Asxl3.3,18621
Asxl3.4,16787
Atad2.1,215
Atad2.2,8615
Atad2.3,11027
Atad2.4,26069
Atad2b.1,27727
Atad2b.2,2401
Atad2b.3,15115
Atad2b.4,16896
Atm.1,24871
Atm.2,12756
Atm.3,112767
Atm.4,683
Atr.1,1059
Atr.2,18700
Atr.3,32344
Atr.4,16158
Atrx.1,0
Atrx.2,16782
Atrx.3,95510
Atrx.4,25773
Aurkb.1,68975
Aurkb.2,0
Aurkb.3,0
Aurkb.4,757
Baz1a.1,468
Baz1a.2,10112
Baz1a.3,0
Baz1a.4,44765
Baz1b.1,27989
Baz1b.2,403645
Baz1b.3,28037
Baz1b.4,1255
Baz2a.1,2368
Baz2a.3,0
Baz2a.4,11035
Baz2b.1,274933
Baz2b.2,38724
Baz2b.3,50697
Baz2b.4,18531
Bcl6,84023
Bcl6.2,18076
Bcl6.3,5
Bmi1.1,3249
Bmi1.2,3712
Bmi1.3,2954
Bmi1.4,181686
Bop1.1,1037
Bop1.2,3985
Bop1.3,427
Bop1.4,27
Bptf.1,3354
Bptf.2,15504
Bptf.3,10104
Bptf.4,4689
Brd1.1,11685
Brd1.2,64504
Brd1.3,6306
Brd1.4,69
Brd2.1,4956
Brd2.2,5486
Brd2.3,18338
Brd2.4,6255
Brd3.1,7143
Brd3.2,63886
Brd3.3,9355
Brd3.4,23
Brd4.1,83
Brd4.2,1071
Brd4.3,1405
Brd4.4,211
Brd7.1,694
Brd7.2,0
Brd7.3,2
Brd8.1,7106
Brd8.2,2650
Brd8.3,24332
Brd8.4,28099
Brd9.2,16648
Brd9.3,4108
