Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,Brwd1.1,926.1569698,225.2363862,34.37412096,5272.265447,95.97749648,51.44866385,909.2227378
B03,Cbx7.1,1145.639009,221.4506334,24.10623085,4724.634086,94.79060266,48.11031665,875.7097748
B04,Cbx8.1,1137.291107,244.7182948,29.02927581,4917.217959,94.32973806,50.01540832,905.0081307
B05,Cbx6.1,1467.665962,444.2620943,23.7012987,4709.649623,92.69480519,50.16233766,721.0764902
B06,Carm1.1,1005.142605,188.2812704,23.63691745,4978.686722,93.93847091,43.34450198,769.2822992
B07,Chd2.1,1123.132562,271.8717367,21.26029496,4639.373539,93.23884313,46.37042712,768.6944887
B08,Chaf1b.1,1474.811879,466.5451189,21.76769185,5077.112661,93.25171693,44.4908928,917.4722765
B09,Cbx4.1,1126.727197,235.5974406,26.43935159,4155.887108,91.50363331,37.50698714,816.4913153
B10,Brwd3.1,1317.192765,560.5219704,30.57915058,4666.645583,92.2007722,37.76061776,592.1515423
B11,Chd1.1,1103.402335,221.4836771,23.39360223,4625.301224,93.21279555,38.19193324,760.6465145
C02,Chaf1b.2,1912.474709,844.3254611,20,5336.840799,90,58.14814815,789.403821
C03,Cbx1.1,1269.37123,147.0285221,24.07407407,4907.157714,95.43209877,61.85185185,939.4111825
C04,Brwd1.2,1133.013576,230.2757036,29.78723404,4538.552625,92.0696325,54.54545455,919.9789006
C05,Chd1.2,1151.798683,260.5601769,31.69209431,4650.404901,92.92649098,46.25520111,1107.367676
C06,Chaf1a.1,1924.090609,721.9853282,11.13967438,5018.231726,91.60239931,48.92887746,669.8991615
C07,Cbx8.2,1337.503079,249.3070967,29.23614847,4991.358889,93.4373319,53.73856912,918.8344811
C08,Carm1.2,1144.620267,233.767561,27.86570743,5607.449478,94.74820144,47.6498801,921.3220354
C09,Chd1l.1,1342.872373,431.6417169,31.39356815,6864.36927,95.86523737,60.71975498,684.3311706
C10,Cbx7.2,1097.066848,362.463493,22.53968254,4945.80795,91.42857143,48.73015873,717.37525
C11,Cbx5.1,1312.090161,351.4448631,25.53677478,4740.972423,91.68570123,42.530836,725.8381212
D02,Brwd3.2,1131.636018,234.8974424,24.66705269,5571.278326,94.03590041,53.32947307,745.6569362
D03,Chd1l.2,1199.198481,291.179843,30.23992757,4531.826017,92.89271163,62.47170665,1045.801577
D04,Cbx7.3,1080.510321,341.9869355,30.82474227,4797.60594,94.02061856,57.21649485,944.6263898
D05,Cbx3.1,1231.557544,157.32318,28.67036011,5049.793449,94.04432133,60.11080332,861.2070858
D06,Cbx1.2,1214.802286,194.6057618,29.36422414,4914.838446,93.42672414,58.24353448,990.6497498
D07,Chd1l.3,1311.698945,267.6890865,25.40540541,5183.410797,94.86486486,47.83783784,833.2960629
D08,Chaf1a.2,1399.95341,346.0987996,21.51474531,4528.814202,92.22520107,46.24664879,750.5864913
D09,Cbx4.2,1111.427264,266.4354367,26.55462185,4332.7849,91.05042017,47.94117647,1000.624409
D10,Brwd1.3,1131.241396,256.1457102,22.49705536,5112.119376,92.53239105,39.38751472,794.748243
D11,Chd2.2,1154.932685,462.9477298,27.25558001,4158.548279,91.35491984,39.01288903,850.6918244
E02,Cbx5.2,1225.601069,222.6034286,29.02813299,4867.019419,94.88491049,52.42966752,847.4108858
E03,Cbx6.2,1240.241077,225.6931955,26.44817073,5774.999391,95.88414634,55.56402439,958.7392857
E04,Brwd1.4,1360.098588,221.7746853,26.88719254,5838.283183,95.08057676,68.78710772,949.4384908
E05,Chaf1b.3,1188.201566,197.2869299,30.0209205,4741.957223,94.9790795,56.17154812,970.9884784
E06,Cbx8.3,1436.543173,300.2444758,23.51421189,5596.870408,94.31524548,58.91472868,831.7653085
E07,Cbx3.2,1362.752842,288.6794599,27.02380952,5230.44705,92.08333333,57.02380952,822.5981467
E08,Brwd3.3,1088.616391,202.7385674,26.04166667,4495.08649,92.70833333,48.55769231,769.1712722
E09,Chd1.3,1269.414709,395.3082205,25.70760234,4038.736665,91.18128655,46.24561404,896.2080113
E10,Chaf1a.3,2056.419773,1400.750163,15.07785796,4276.4036,88.79605013,57.95670338,655.1431205
E11,Cbx4.3,1164.432992,318.5559177,23.33736397,3958.488665,91.59613059,36.69891173,793.0104966
F02,Carm1.3,1241.538785,228.1035245,30.06263048,5832.550206,95.40709812,53.86221294,930.7883499
F03,Chd2.3,1088.880096,237.6358301,25.69089048,4749.08833,94.5752303,50.71647902,979.1193971
F04,Cbx8.4,1229.949731,214.241546,29.71952535,4606.4322,93.52750809,52.91262136,788.9241423
F05,Cbx3.3,1278.401597,230.7509954,27.58235623,5497.763476,95.25404802,56.33724176,863.3378809
F06,Cbx1.3,1159.621747,164.0394309,34.10351201,4220.347841,92.97597043,59.01109057,974.8153976
F07,Chaf1b.4,1850.909712,964.5830888,21.22538293,5797.044023,94.52954048,68.05251641,871.323361
F08,Cbx6.3,1397.91215,232.5149724,35.65121413,5030.874442,94.0397351,56.95364238,914.3328152
F09,Cbx5.3,1195.193901,228.784512,31.00081367,5368.546097,93.65337673,54.75996745,1033.622076
F10,Cbx1.4,1170.411015,198.058239,28.59874351,4605.899391,92.67959574,51.35208959,1118.509203
F11,Chd1.4,1108.68901,369.3553009,26.32575758,4332.861862,92.0995671,37.79761905,794.6073461
