,,Experiment: 10U p1,Analysis: Analysis 2,User: Admin,Plate: 4,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:30:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C10,Cxxc1.2,C10,Sample,12863,11,12,3368,814.7112172,736.7880438,902.9986399,34.99916111,1076.732942,377.895113,107.6287816,18.18181818,50,29.06769596,20.36993402,2797.981087,512.7502137,462.1455232,3707.826521,81.81818182,41.66666667,46.49643705,88.9726673,27.27272727,41.66666667,28.32541568,44.45098963,469.8487967,157.4704726,125.1213241,521.0188006
C11,Crebbp.1,C11,Sample,17670,2989,2488,2031,832.5842352,566.7562323,626.0243965,174.4505553,347.7917382,301.765751,135.5643633,26.56406825,28.21543408,26.19399311,18.0663294,3417.596427,358.5357014,327.893108,2468.091269,91.2679826,42.32315113,37.07533235,82.41708825,42.89059886,25.48231511,21.71344165,34.6599213,443.3411187,84.34170567,83.23273922,367.5023481
D02,Chd4.2,D02,Sample,11339,768,1109,1737,879.8944862,589.3694823,585.9365346,150.8703762,379.8322973,323.4815644,134.6156849,28.77604167,32.01082056,25.38860104,19.73460886,2868.410679,192.9400667,318.9460224,1933.540566,87.76041667,31.1091073,36.44214162,77.1640179,40.49479167,25.4283138,24.92803685,27.37231909,462.7067055,102.5431275,104.5922871,295.264938
D03,Dnmt3l.2,D03,Sample,11422,2331,2015,1014,1144.091869,764.550033,683.648307,129.6318611,242.5261585,295.8970206,135.2768666,22.82282282,30.07444169,29.48717949,17.99841772,3808.505883,377.5875763,339.1664148,2161.427826,92.74989275,44.36724566,38.46153846,78.50079114,45.94594595,33.64764268,27.12031558,31.88291139,369.0758495,109.6919581,112.4923784,300.5357525
D04,Cxxc1.3,D04,Sample,16539,1249,1410,2502,735.3738596,461.4278583,555.637441,131.3955837,186.8002915,283.7666539,141.3499471,21.05684548,26.09929078,24.02078337,18.42289603,1982.835904,238.5252937,249.4087316,1946.296517,76.54123299,31.27659574,34.41247002,76.44351046,39.63170536,23.33333333,20.9432454,31.55208646,361.9993251,84.06639493,92.70226265,277.6513762
D05,Chd8.1,D05,Sample,12340,2320,2024,1564,1407.390348,985.5877001,739.2813802,230.1789328,542.3505417,302.8474946,136.9735351,20.90517241,29.00197628,27.23785166,22.06287921,4860.097576,468.3685466,424.3895102,3077.768472,94.87068966,45.55335968,41.94373402,85.56719985,44.35344828,28.01383399,29.41176471,44.62217319,507.4696457,128.8795805,123.1230524,472.4769206
D06,Chd6.2,D06,Sample,11031,1244,1266,1923,1318.411232,727.4473398,732.2301896,199.5975497,334.960109,289.467336,139.5382835,20.09646302,29.30489731,30.31721269,22.40311449,4728.794028,368.532626,437.0229736,3026.985777,94.85530547,41.86413902,42.48569943,86.28561317,45.09646302,24.09162717,27.30109204,42.06335162,529.0465776,97.90024073,113.0981092,461.9127218
D07,Dnmt3l.3,D07,Sample,15761,2122,2112,1938,858.658244,675.2046174,680.8144028,145.3010503,281.3555145,210.7661969,127.2971754,27.04995287,30.72916667,31.42414861,18.71435361,3229.563742,367.3381909,396.2917125,1991.057439,91.04618285,43.56060606,45.09803922,76.85361217,49.52874647,29.21401515,28.07017544,34.56511407,499.6497096,97.21517735,106.3364964,326.9319322
D08,Dnmt1.2,D08,Sample,12026,1446,1515,1573,893.1373004,589.3930504,643.4342284,168.3114744,279.4786146,192.2983948,135.298125,26.07192254,27.65676568,30.00635728,21.08575924,3228.168084,311.4237176,438.6069507,2375.272763,89.34993084,41.45214521,44.69167196,81.08575924,51.79806362,30.56105611,32.35855054,41.54209284,597.6139665,123.9672886,133.735002,411.2775224
D09,Chd9.2,D09,Sample,14096,979,1039,2797,1252.446051,900.995857,802.0777214,274.6266647,508.1593968,313.7504588,138.6710205,22.26762002,35.99615014,31.5337862,21.21026895,3303.025597,367.7419516,511.8896544,3161.961963,90.19407559,44.08084697,46.87164819,86.67481663,49.94892748,26.85274302,31.39077583,46.77261614,619.3877203,139.3266717,130.7591566,517.1077996
D10,Chd3.3,D10,Sample,12520,993,1126,2188,1129.049195,785.5635587,923.9198911,147.0626574,542.489592,331.3867816,128.3221905,26.08257805,33.74777975,28.79341865,21.6611479,3690.93033,334.7581868,509.9259112,3661.113873,91.44008056,42.18472469,49.04021938,88.2312362,52.87009063,28.24156306,31.17001828,47.35099338,667.0102104,130.6426384,135.8837999,559.2036161
D11,Dot1l.2,D11,Sample,16537,776,1141,2873,1163.30729,690.0819467,656.2229697,174.9254146,140.0881901,304.0032541,157.9052265,23.71134021,31.4636284,28.33275322,20.05641475,4323.407508,407.2704809,341.8748405,2524.023783,92.91237113,44.87291849,40.54994779,81.94728139,50.90206186,32.8659071,23.32057083,34.30600136,660.7869228,153.3232381,107.1808662,423.3124446
E02,Crebbp.2,E02,Sample,10121,462,508,2235,1395.304438,715.8520221,682.8229515,192.6491346,383.1038164,389.4836147,129.1145907,29.22077922,29.72440945,26.66666667,22.57585752,3362.804949,320.6283325,299.9440326,2663.342726,91.99134199,41.92913386,37.67337808,83.52572559,48.05194805,34.4488189,25.27964206,34.81200528,499.2089274,113.0862356,108.1455971,386.92202
E03,Ctsl.2,E03,Sample,11330,981,992,1821,906.4491605,597.0172108,693.4033706,68.16200608,67.09948756,317.6012631,123.9249932,28.84811417,29.73790323,27.40252608,18.68772037,2958.32635,293.9928914,323.9171333,1951.996277,89.60244648,38.00403226,37.01263042,75.82400736,46.89092762,37.2983871,25.48050522,31.28928407,674.3105288,135.9164797,96.90185928,287.3693526
E04,Chd3.4,E04,Sample,10983,1231,1406,1811,1260.023568,835.5491001,746.362361,137.7132121,328.0399898,287.7328384,126.2596721,25.67018684,29.01849218,31.63997791,22.62141181,4534.159965,349.6760728,391.9111344,3090.836856,93.33874898,42.31863442,42.07620099,84.58205452,51.74654752,30.15647226,30.81170624,44.7012096,618.8811093,114.9830056,114.4593899,456.1741421
E05,Dnmt3a.3,E05,Sample,9791,631,716,2047,1151.330511,787.5463495,691.1281109,187.5880114,492.0393253,295.9386098,134.0940825,20.12678288,24.44134078,27.25940401,20.4598527,3840.947025,296.1084992,360.0049143,2585.863738,91.91759113,39.38547486,39.66780655,82.18070774,42.63074485,26.25698324,27.06399609,41.20711335,474.8698597,110.6013975,104.8923103,364.8344646
E06,Dmap1.3,E06,Sample,10344,630,729,2242,1343.840234,1259.559925,868.4291396,133.8971026,489.1792913,384.3771094,140.0761845,24.6031746,31.00137174,30.90990187,24.18178735,4329.135423,461.7858731,474.9311529,3321.125185,95.07936508,48.28532236,47.32381802,86.65423096,49.36507937,33.60768176,29.79482605,45.4977107,633.5183623,167.8917021,136.6003541,489.3172622
E07,Chd8.2,E07,Sample,11700,891,1190,2102,1098.703338,876.928444,707.157706,161.5434131,277.4774113,248.4967486,124.3694073,24.80359147,34.70588235,31.16079924,21.99176694,3511.438687,466.1252697,452.618615,2667.613127,91.35802469,47.56302521,45.19505233,83.2488917,46.46464646,33.1092437,30.06660324,41.27612413,569.5410352,158.5540787,116.0700488,395.668979
E08,Chd4.3,E08,Sample,10735,1759,1889,1430,1507.239772,962.0904011,760.2912854,195.9157276,356.9195354,308.3969214,145.5291604,23.76350199,34.09211223,31.46853147,22.20081353,4307.144803,409.033794,500.6456427,2925.714051,93.51904491,46.16199047,46.22377622,84.05052451,56.6230813,35.15087348,27.55244755,42.81738386,560.7604924,116.1785822,112.701655,439.8603761
E09,Dnmt3b.3,E09,Sample,12138,1140,1437,2091,1266.471022,856.8872582,830.1360749,165.5204462,334.168209,293.802758,146.0804684,23.68421053,34.72512178,30.55954089,21.25198098,4419.760888,404.3751101,508.6507269,3166.134099,92.98245614,43.84133612,47.58488761,86.32329635,50.43859649,31.45441893,32.5203252,46.40253566,594.9626324,133.5084313,124.7226443,469.5155569
E10,Dnmt1.3,E10,Sample,12935,822,815,2699,1394.580733,948.7179988,829.8798673,189.5695259,602.5315366,385.9750491,161.8966344,22.38442822,32.51533742,31.30789181,21.02618355,4537.018025,503.3291254,470.3186912,3540.177408,93.30900243,50.30674847,45.16487588,87.97937054,47.81021898,31.04294479,26.45424231,45.04099445,692.6285723,153.0849947,118.1280827,545.8156762
E11,Chd9.3,E11,Sample,13917,1853,1731,1918,936.5807946,592.2318727,719.8206765,168.4341149,332.5505197,273.4764267,122.5487135,16.08202914,25.47660312,29.66631908,19.15268002,3745.245669,324.0741995,352.4936529,2522.206997,92.714517,41.3056037,41.50156413,83.01299404,47.65245548,26.63200462,24.86965589,36.11261505,430.3186949,92.38788253,102.3339128,380.508117
F02,Chd5.3,F02,Sample,9616,1870,1562,986,1161.759039,670.5340733,663.2713867,111.5437397,139.1013137,644.813486,160.8920791,22.29946524,27.97695262,24.23935091,18.48547243,3896.449723,302.9466399,225.5046316,2311.835655,92.0855615,38.47631242,27.48478702,79.79867307,37.11229947,27.97695262,14.80730223,25.44040265,545.9178981,110.202711,88.19407403,296.7943549
F03,Dot1l.3,F03,Sample,8858,685,770,1463,980.4449877,665.2195255,597.0278597,173.9514127,329.2104958,313.0956914,135.1794085,20.58394161,28.05194805,25.29049897,19.17676476,3495.931653,328.1907481,410.9165835,2387.198064,90.2189781,41.81818182,41.01161996,81.36180035,39.8540146,28.7012987,27.06766917,35.81457973,441.9927913,115.6443027,115.428944,348.6802192
F04,Dmap1.4,F04,Sample,9516,1577,1497,1123,1294.563006,814.4537555,713.9412641,208.0620591,513.0604402,329.4037268,139.5352635,24.85732403,27.32130929,28.13891362,21.27518264,3669.21308,298.7786135,387.5113883,2860.621573,89.28344959,36.33934536,40.87266251,82.7319017,43.50031706,26.25250501,30.63223508,41.2884658,465.5515615,109.37923,107.9510501,390.507271
F05,Chd8.3,F05,Sample,10080,1013,1009,1725,1174.169549,721.883265,714.1768622,155.4553773,352.0128221,287.2438858,123.2851075,21.0266535,29.03865213,28.52173913,20.06167241,3627.939155,256.6929252,329.421969,2681.474415,89.63474827,37.8592666,40.86956522,82.69544712,42.44817374,25.76808722,29.91304348,41.66515509,479.6564716,110.3634729,99.7635532,377.6976319
F06,Chd6.3,F06,Sample,9149,1249,1842,1092,1253.285396,822.2155836,664.965105,200.6599409,361.9079357,301.55967,150.0221161,28.58286629,35.07057546,25.27472527,22.62569832,4056.75827,362.2270037,403.5571977,2914.752214,91.19295436,42.7795874,42.76556777,82.93761639,56.36509207,36.64495114,25.45787546,39.73463687,531.0866308,111.0549655,95.74803165,398.7757226
F07,Dnmt3a.4,F07,Sample,9485,1001,1161,1541,1247.002464,907.6974425,839.827291,170.6556413,523.5236028,342.9832867,139.9790002,25.37462537,29.19896641,29.98053212,23.90740371,4424.366908,307.5832458,425.8448162,3204.788278,92.70729271,40.31007752,44.19208306,86.29016164,53.74625375,27.90697674,30.11031798,47.51546597,640.1788233,121.0411108,114.0282325,482.207257
F08,Ctsl.3,F08,Sample,8938,2005,1551,835,1000.152444,894.3918237,767.4854756,568.247595,1503.455135,201.8875996,145.3552868,28.77805486,34.68729852,35.4491018,23.79201681,3715.432095,406.7821129,824.5956426,3422.691586,91.02244389,45.90586718,55.92814371,85.50420168,55.3117207,33.72018053,38.80239521,48.63445378,573.7954631,143.6617215,169.9151285,573.7777361
F09,Crebbp.3,F09,Sample,9801,1475,1600,1390,1131.672837,905.5156281,854.6440478,215.6672809,381.2739003,416.2036259,193.6575409,28.74576271,34.375,32.87769784,23.79907875,4977.926015,580.2186321,525.9155341,3424.968231,95.66101695,51.6875,47.1942446,85.98376837,53.42372881,37.5,30,44.85632814,712.1094631,127.7416038,123.1764971,510.0209292
F10,Chd6.4,F10,Sample,8159,1419,1353,981,1274.847169,933.0379031,818.8519048,246.9779228,554.4611769,356.3542201,177.605459,27.55461593,32.00295639,30.78491335,21.16807611,3735.749436,330.8451609,557.6413298,3103.507559,89.42917548,43.68070953,49.8470948,83.21881607,47.28682171,30.08130081,28.64424057,37.76427061,575.7337298,112.4763089,136.1639889,476.1357676
F11,Dnmt3b.4,F11,Sample,11890,505,655,2488,1286.784463,811.8854369,814.8494823,163.1299654,376.1329244,435.9616925,195.106337,21.98019802,23.51145038,29.05948553,22.40162822,6060.790199,601.9563708,453.9988906,3947.361534,95.44554455,48.85496183,45.13665595,90.56987788,50.69306931,33.28244275,27.97427653,44.54545455,770.5900268,141.4819393,125.2104918,591.216635
G02,Dnmt1.4,G02,Sample,9353,1161,1458,1088,1136.172006,720.3655024,573.8150737,196.1869573,497.3867916,300.2832345,137.5351463,14.9870801,15.56927298,24.35661765,16.14358974,3923.762386,431.2152021,298.6354915,1933.439171,92.16192937,44.10150892,36.21323529,74.78974359,46.59776055,35.04801097,24.35661765,25.68205128,406.7551781,109.6393103,97.85247811,269.8837053
G03,Crebbp.4,G03,Sample,10430,889,843,1866,943.8943421,603.1347082,725.8114665,110.5831333,293.0667661,327.7887541,121.7949568,31.83352081,31.5539739,26.95605573,17.48496994,3588.609421,434.5940994,359.0199713,2209.26375,91.22609674,44.3653618,38.04930332,78.28991316,44.65691789,31.31672598,22.88317256,28.99131597,484.3130622,115.4182976,112.8771756,307.232486
G04,Chd4.4,G04,Sample,8478,332,455,1848,1032.658688,850.4243773,719.8001022,271.2221281,849.0337333,451.1838095,167.7320211,31.62650602,33.40659341,29.76190476,21.68083097,3148.292104,363.7663825,343.0682604,2664.213466,89.75903614,41.97802198,39.39393939,81.58640227,44.27710843,41.0989011,27.92207792,35.54296506,574.2129186,175.4978592,123.3790725,400.5195749
G05,Dot1l.4,G05,Sample,9952,1098,1268,1425,1255.603159,693.2761582,668.1965549,201.6924539,372.6228974,366.1907416,140.1969193,27.86885246,28.70662461,27.22807018,19.4814954,3082.046893,261.6768791,389.4572453,2565.162686,88.79781421,34.93690852,41.05263158,80.19913583,51.18397086,31.07255521,26.24561404,35.88202142,613.4929771,116.9903238,116.5766341,383.8449878
G06,Dnmt3l.4,G06,Sample,11309,810,743,1841,933.4273391,480.4730288,548.5415651,162.1915413,243.5967098,232.4988876,133.2029355,12.59259259,20.86137281,23.35687127,18.09276865,3621.643945,346.8249459,335.8721233,2028.203327,90.74074074,41.99192463,38.51167844,77.85940651,38.88888889,25.16823688,27.15915263,36.531259,340.8044288,96.94969772,94.42077285,312.7132914
G07,Chd8.4,G07,Sample,11107,1847,1395,1666,1342.870963,1036.590569,807.1101148,228.1799636,619.627761,420.6062065,161.5306773,21.81916622,29.10394265,26.77070828,22.99562682,5076.12964,514.3297854,521.5188252,3550.846672,94.53167298,46.52329749,46.63865546,86.7164723,43.69247428,28.38709677,29.41176471,43.45845481,655.4406714,164.1600441,127.6131,521.8424403
G08,Chd5.4,G08,Sample,11514,1481,1669,1589,1397.015119,877.4022597,809.7759802,166.0735665,301.401675,538.2390796,174.4398275,26.53612424,26.90233673,27.75330396,22.16715091,4539.129066,504.6362158,351.2570405,3265.768883,92.64010804,48.89155183,40.84329767,85.91693728,52.59959487,33.19352906,22.46696035,38.35241839,602.8681205,136.5056318,95.49522141,448.9187913
G09,Cxxc1.4,G09,Sample,10799,2345,1558,1144,919.5458854,599.0965926,739.0742009,278.2684025,292.2614027,515.7880065,208.3070789,12.06823028,17.84338896,27.44755245,19.79209979,1863.183607,397.6616834,380.098902,2991.021591,78.37953092,39.66623877,40.90909091,83.43035343,53.09168443,32.15661104,24.21328671,39.27234927,296.9929573,81.52851325,97.05995856,387.7048271
G10,Chd9.4,G10,Sample,10737,1322,1180,1545,1217.006292,859.3510327,721.4663359,199.616104,537.6408204,455.8588893,186.1880065,26.24810893,33.6440678,26.40776699,18.51245085,5355.197861,484.3092056,354.5725191,3344.224008,95.15885023,47.03389831,39.35275081,86.25491481,43.0408472,30.6779661,24.33656958,38.69593709,527.9912465,118.1748513,95.76685876,456.257418
G11,Ctsl.4,G11,Sample,14148,2990,1843,1504,1461.252226,991.6799017,774.8194979,350.7959385,1105.435948,571.0024757,193.3366121,19.56521739,26.20727075,25.59840426,21.10806521,3309.637403,285.8668389,372.4342243,3504.087792,86.42140468,36.89636462,38.29787234,86.52431107,30.53511706,19.37059143,19.21542553,35.92555187,388.2423016,104.194666,90.78297085,440.304793
