Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Actl6b.1,560.5564446,846.3350521,26.02666667,617.1211069,50.56,27.84,161.4561854
B03,Asxl3.1,635.6253036,710.327029,33.11842552,462.8032833,44.5198507,31.96470987,141.6335289
B04,Atad2.1,514.3645459,552.5196508,34.08423115,359.7503812,41.13614104,29.33398629,134.464023
B05,Asxl2.1,719.880579,465.2060071,33.68107303,420.4910716,41.80327869,32.93591654,142.059201
B06,Aff4.1,730.0211076,726.4985802,31.08108108,436.2780617,42.11711712,36.14864865,160.8669031
B07,Aurkb.1,654.7405252,586.1636137,31.59985554,459.4461889,43.30083062,33.91115926,136.4698196
B08,Atm.1,704.2540606,714.8588459,36.1368724,406.6827209,41.70131116,35.01758874,151.3141279
B09,Ash2l.1,545.698107,684.9022388,34.46492079,413.0140393,41.44843194,37.43937924,166.7777728
B10,Aff1.1,707.1629099,816.5578295,29.94880546,399.0084843,40.14505119,30.03412969,171.4970498
B11,Atr.1,494.535221,740.8934016,30.64085447,332.4472286,38.65153538,26.03471295,146.9106784
C02,Atm.2,764.3498849,716.3046852,29.71510999,548.5734701,47.52975117,35.05228994,152.2301212
C03,Arid2.1,657.1534841,579.6164263,33.59621451,491.7278182,44.82649842,33.47003155,161.4786071
C04,Actl6b.2,637.4962895,742.2892356,29.04673884,417.4255607,41.06152627,35.27858463,129.8438286
C05,Atr.2,532.5676656,836.4373863,24.98470948,359.0704892,38.0733945,26.05504587,119.5852132
C06,Atad2b.1,698.1905011,617.8401177,36.2922231,554.353087,46.03299293,33.85703064,150.0367447
C07,Atad2.2,733.269861,450.7630036,35.09485095,514.9354301,45.05420054,36.04336043,175.1274856
C08,Aff4.2,681.2749832,650.5029165,28.11515969,500.0584275,44.03958614,32.20872695,157.9680691
C09,Atrx.1,592.1816187,923.5138134,29.2354975,383.2288166,37.72570111,31.694199,144.7919527
C10,Asxl3.2,685.6809177,1088.054763,26.43764003,390.7524663,38.01344287,34.40378392,129.95239
C11,Asxl1.1,540.3175406,751.2151294,28.94043226,368.3994676,38.5345282,33.2103321,140.2866997
D02,Aff1.2,474.9845043,555.9536613,24.58770615,241.2576952,33.73313343,27.13643178,88.19063555
D03,Atrx.2,962.475912,1037.623644,30.35244608,418.0165967,39.03208837,32.03577065,139.0336574
D04,Asxl3.3,524.8611966,592.0458294,30.08730692,293.2935228,36.73606447,33.57958361,121.1703197
D05,Ash1l.1,432.1161818,463.9444595,28.80375858,402.3080838,43.80195157,41.95880014,128.192372
D06,Arid2.2,691.4888222,835.3534215,30.62080537,481.9907968,43.75,35.19295302,167.1447817
D07,Atrx.3,601.3893439,517.1995934,27.09284627,489.1020204,44.82496195,35.08371385,157.5353844
D08,Atad2b.2,691.8238322,567.6814692,30.38674033,602.5592531,48.85556433,42.06787687,162.238896
D09,Ash2l.2,913.332467,815.8141355,28.9010989,682.1928179,47.69230769,32.74725275,180.8864107
D10,Actl6b.3,735.5539511,836.5902725,28.59205776,483.9656781,42.52707581,34.36823105,161.1414074
D11,Aurkb.2,626.5198947,1257.025664,26.59846547,441.2053207,40.66496164,34.65473146,177.4743799
E02,Asxl1.2,397.7257868,577.6154637,29.30022573,230.3803218,32.59593679,24.60496614,84.13689785
E03,Asxl2.2,673.2239596,620.8547044,35.65217391,551.1104782,47.47826087,33.56521739,148.5732616
E04,Actl6b.4,588.8364029,587.1793005,28.52363028,519.7815805,45.46214973,30.82392304,149.3925446
E05,Atm.3,658.532807,585.4165386,27.04507513,378.7914846,39.69115192,34.64106845,125.7938764
E06,Atad2.3,728.0765759,585.0572297,32.80318091,574.1800545,47.71371769,39.3638171,153.0094069
E07,Ash1l.2,723.4733757,597.611085,20.66490366,586.1547526,46.16547034,41.06535701,183.5104437
E08,Aff1.3,683.8769344,570.4141436,25.48652695,675.0064753,47.67964072,32.03592814,139.4923265
E09,Atr.3,869.8901059,915.6519098,33.13069909,836.1669566,53.7993921,37.6899696,197.6187852
E10,Atad2b.3,753.1187159,837.3508244,32.05128205,534.1839853,45.36489152,39.9408284,180.0783941
E11,Ash2l.3,658.5008261,1211.30005,29.65116279,424.9563294,39.02616279,31.17732558,172.0933196
F02,Aff4.3,614.8070202,620.0505142,30.52489906,488.9822166,44.41453567,31.06325707,132.5103389
F03,Aurkb.3,686.5032009,971.2611709,32.44170096,402.6239549,41.28943759,32.44170096,132.2487995
F04,Atad2.4,1443.327498,2690.34696,58.73015873,2571.885538,71.42857143,46.03174603,488.4068342
F05,Ash1l.3,870.0835119,806.0836418,32.28346457,518.4575988,48.81889764,38.58267717,196.2787107
F06,Arid2.3,754.2537445,894.6219596,32.05394191,509.477075,42.73858921,33.60995851,173.0046202
F07,Atm.4,654.8211779,1159.348763,42.60869565,647.1191207,51.30434783,34.7826087,214.7501548
F08,Asxl2.3,769.7520003,609.6730417,31.13207547,492.2318772,43.89937107,35.78616352,150.7948303
F09,Asxl1.3,848.6402563,2237.861233,55.88235294,1087.235786,61.76470588,41.17647059,434.5019173
F10,Arid2.4,583.611419,873.8852876,28.32832833,397.0712507,39.43943944,29.62962963,178.8162862
F11,Atr.4,437.8278639,744.7602455,25.9762309,300.0700507,39.89813243,28.69269949,141.3835421
G02,Atad2b.4,377.8072044,456.1750302,25.03941974,316.6180978,39.57742037,25.48092085,102.2435296
G03,Asxl1.4,692.2428132,973.0082004,34.47871925,293.4997316,35.68918391,32.01874268,157.7162007
G04,Aff1.4,617.021883,549.6788704,32.78418451,340.3401796,41.0214168,26.19439868,167.0964677
G05,Aurkb.4,540.6829673,740.8290713,31.70731707,299.9835393,37.80487805,31.82926829,113.3737476
G06,Atrx.4,604.4090679,728.9358968,30.44289044,355.6783491,38.97435897,29.04428904,120.3128957
G07,Ash1l.4,702.4785651,847.9347112,29.143898,303.9585372,37.2191864,24.1044323,115.4927139
G08,Aff4.4,572.0637252,609.7947744,35.02512563,291.6569289,38.79396985,26.93467337,113.7753969
G09,Asxl3.4,616.470955,768.3259005,28.80835381,313.7712092,38.45208845,30.8968059,135.0755643
G10,Ash2l.4,609.8754052,569.5091889,26.51834035,379.2895304,39.44678292,29.64521948,145.1215658
G11,Asxl2.4,490.4811815,502.905348,29.41420856,357.2718186,38.47112588,30.41130037,128.1927235
