"Position","Pool","shRNA","GeoMean","precentile","z"
"1_B02",1,"Actl6b.1",2521.1139735483,50.6006082630025,0.0150555852973992
"1_B03",1,"Asxl3.1",3539.25954252088,82.4156677188045,0.931322733862928
"1_B04",1,"Atad2.1",3293.03137409994,76.106508432488,0.709732827025506
"1_B05",1,"Asxl2.1",3534.50622524054,82.3048426796462,0.927045046463984
"1_B06",1,"Aff4.1",4036.95138861707,91.6085635945845,1.37921417746764
"1_B07",1,"Aurkb.1",1997.91616448319,32.4270632686576,-0.455789625109572
"1_B08",1,"Atm.1",3486.08061884483,81.1507467882143,0.883465038219653
"1_B09",1,"A2l.1",3820.33983949376,88.1848358122068,1.18427737028607
"1_B10",1,"Aff1.1",3246.53857509514,74.789880437137,0.667892224197027
"1_B11",1,"Atr.1",2881.40226727338,63.280528531065,0.339292450450332
"1_C02",1,"Atm.2",3767.37733046563,87.2150248364397,1.13661443425125
"1_C03",1,"Arid2.1",3150.89186875988,71.9654750496241,0.581816187965852
"1_C04",1,"Actl6b.2",2411.36735931156,46.664370838592,-0.0837094836238277
"1_C05",1,"Atr.2",3690.99650278527,85.7211883441738,1.06787648035102
"1_C06",1,"Atad2b.1",3005.56351756746,67.4015959853768,0.451029787660461
"1_C07",1,"Atad2.2",3734.23961054938,86.5808188225061,1.10679256490081
"1_C08",1,"Aff4.2",3166.428035062,72.4344830877553,0.595797763126709
"1_C09",1,"Atrx.1",3729.33850473081,86.4852156494149,1.10238187708754
"1_C10",1,"Asxl3.2",4438.74565325329,95.9141013304496,1.74080381296516
"1_C11",1,"Asxl1.1",4324.24973177933,94.9264602407946,1.63776466543227
"1_D02",1,"Aff1.2",2682.59521047267,56.370856494711,0.160378569566569
"1_D03",1,"Atrx.2",3913.60462001158,89.7638484926673,1.26820982268862
"1_D04",1,"Asxl3.3",3284.63142333728,75.8714483407167,0.702173398228738
"1_D05",1,"A1l.1",2514.38764643234,50.359135469067,0.00900231280407693
"1_D06",1,"Arid2.2",3236.28646198667,74.4944853567474,0.658665965466511
"1_D07",1,"Atrx.3",3897.37010540066,89.5006243991815,1.25359977785396
"1_D08",1,"Atad2b.2",4246.08720486322,94.1492108651564,1.56742329397753
"1_D09",1,"A2l.2",4574.3160719771,96.8755406235294,1.86280868611827
"1_D10",1,"Actl6b.3",5281.65065745427,99.3779203181669,2.4993654452573
"1_D11",1,"Aurkb.2",4536.08058072367,96.6255164994888,1.82839914232373
"1_E02",1,"Asxl1.2",3319.47077328954,76.8381353394254,0.733526627876289
"1_E03",1,"Asxl2.2",2915.47584820336,64.4292562234274,0.369956536010941
"1_E04",1,"Actl6b.4",3979.81679256575,90.7877348862639,1.32779662480745
"1_E05",1,"Atm.3",3004.07612066189,67.3533449813369,0.449691223742899
"1_E06",1,"Atad2.3",3676.62120563814,85.4273528525157,1.05493961461376
"1_E07",1,"A1l.2",3971.31782729417,90.6607210157185,1.32014808916337
"1_E08",1,"Aff1.3",3661.54800324678,85.1149154973603,1.04137467793303
"1_E09",1,"Atr.3",4623.3139636913,97.173347150246,1.90690371525246
"1_E10",1,"Atad2b.3",5586.35916890313,99.7227873693288,2.77358399262144
"1_E11",1,"A2l.3",6845.42365629708,99.9953210248761,3.90666305604919
"1_F02",1,"Aff4.3",2504.32807554191,49.9979785591678,-5.06700074753444e-05
"1_F03",1,"Aurkb.3",3493.80079262111,81.3377840019722,0.89041271036791
"1_F04",1,"Atad2.4",5787.03152898028,99.843247690871,2.95417652945224
"1_F05",1,"A1l.3",3908.00705910762,89.6736379725451,1.26317236898387
