"Position","Pool","shRNA","Percentage","precentile","z"
"1_B02",1,"Actl6b.1",5.147058824,51.1670818575382,0.0292585778308432
"1_B03",1,"Asxl3.1",3.020257827,39.1799872499456,-0.27463100287061
"1_B04",1,"Atad2.1",2.712854758,37.5032171129023,-0.318554524571286
"1_B05",1,"Asxl2.1",4.150453956,45.4958961840865,-0.113142067969469
"1_B06",1,"Aff4.1",3.82387022,43.6516856632705,-0.159806233886706
"1_B07",1,"Aurkb.1",2.812939522,38.0467255915908,-0.304253836820309
"1_B08",1,"Atm.1",2.242031334,34.9811847660509,-0.38582848819346
"1_B09",1,"A2l.1",3.211009174,40.2308874139365,-0.247375351335824
"1_B10",1,"Aff1.1",2.131661442,34.3989666032166,-0.401598774294161
"1_B11",1,"Atr.1",1.805054152,32.6980507380219,-0.448266305742632
"1_C02",1,"Atm.2",3.103782735,39.6392263977356,-0.262696482759865
"1_C03",1,"Arid2.1",4.008701057,44.6939891238937,-0.133396538933648
"1_C04",1,"Actl6b.2",3.577683262,42.2703188813936,-0.194982844931329
"1_C05",1,"Atr.2",3.168567807,39.9964257840297,-0.253439618392412
"1_C06",1,"Atad2b.1",2.574906367,36.7581603093369,-0.338265385511526
"1_C07",1,"Atad2.2",3.940066593,44.3064761836508,-0.143203426609576
"1_C08",1,"Aff4.2",2.274541101,35.1533618027183,-0.38118330536899
"1_C09",1,"Atrx.1",2.530222097,36.5178706393996,-0.344650131471963
"1_C10",1,"Asxl3.2",2.496940024,36.3392390169672,-0.349405665827604
"1_C11",1,"Asxl1.1",3.468735737,41.6619256845485,-0.210549895039643
"1_D02",1,"Aff1.2",2.953020134,38.8113878545266,-0.28423831185811
"1_D03",1,"Atrx.2",3.239104829,40.3862922203924,-0.243360882267243
"1_D04",1,"Asxl3.3",3.334835511,40.9169312914313,-0.229682330839874
"1_D05",1,"A1l.1",4.357194158,46.6686503284831,-0.0836018367073361
"1_D06",1,"Arid2.2",2.89968652,38.5197244587681,-0.291858925925254
"1_D07",1,"Atrx.3",3.522727273,41.9631893432676,-0.20283527328631
"1_D08",1,"Atad2b.2",3.470857891,41.6737578262893,-0.210246669448648
"1_D09",1,"A2l.2",3.054511278,39.3681422685829,-0.269736672429421
"1_D10",1,"Actl6b.3",2.507598784,36.3964146288056,-0.34788268078492
"1_D11",1,"Aurkb.2",1.94601381,33.4279993530653,-0.428125177623046
"1_E02",1,"Asxl1.2",4.887714663,49.6889075561763,-0.00779801018789012
"1_E03",1,"Asxl2.2",1.351351351,30.3942792547958,-0.513093976104574
"1_E04",1,"Actl6b.4",2.99112801,39.0201751675931,-0.278793238964408
"1_E05",1,"Atm.3",4.050756467,44.931688639806,-0.127387419637036
"1_E06",1,"Atad2.3",3.32278481,40.850039956714,-0.231404204432756
"1_E07",1,"A1l.2",4.500424568,47.4829004088429,-0.06313625045832
"1_E08",1,"Aff1.3",3.405259609,41.3083662130688,-0.219619729946473
"1_E09",1,"Atr.3",3.649635036,42.6731404037144,-0.18470196088885
"1_E10",1,"Atad2b.3",2.408429503,35.8656377205102,-0.362052559050006
"1_E11",1,"A2l.3",1.697416974,32.1450650709146,-0.463646125921599
"1_F02",1,"Aff4.3",2.874902875,38.3844107102439,-0.29540015592182
"1_F03",1,"Aurkb.3",3.901437372,44.0886108893797,-0.148722992280775
"1_F04",1,"Atad2.4",8.333333333,68.599576279691,0.484531838425303
"1_F05",1,"A1l.3",3.037383178,39.274025877595,-0.272184034046495
"1_F06",1,"Arid2.3",4.721030043,48.7389592744924,-0.031614869100704
"1_F07",1,"Atm.4",3.636363636,42.5987817517357,-0.186598254988303
"1_F08",1,"Asxl2.3",3.58662614,42.3203424581178,-0.193705034995413
"1_F09",1,"Asxl1.3",5.555555556,53.491340706622,0.0876269445847138
"1_F10",1,"Arid2.4",2.331838565,35.4575593822656,-0.372996313574846
"1_F11",1,"Atr.4",2.865761689,38.3345372934693,-0.296706301247392
"1_G02",1,"Atad2b.4",2.994011976,39.0359889652129,-0.278381161285428
"1_G03",1,"Asxl1.4",3.575337468,42.2571993258974,-0.195318025494098
"1_G04",1,"Aff1.4",4.588910134,47.9864794440252,-0.0504929229501043
"1_G05",1,"Aurkb.4",2.910360885,38.578047560264,-0.290333711150256
"1_G06",1,"Atrx.4",3.338829349,40.9391062350404,-0.229111668254648
"1_G07",1,"A1l.4",3.718797759,43.061069640198,-0.174819592523268
"1_G08",1,"Aff4.4",3.979238754,44.5275795009037,-0.137606282542852
"1_G09",1,"Asxl3.4",2.638888889,37.1031286803162,-0.329123194112223
"1_G10",1,"A2l.4",3.395061728,41.2516293013023,-0.221076861942135
"1_G11",1,"Asxl2.4",3.267634855,40.5442550798408,-0.239284347767414
"2_B02",1,"Baz1a.1",2.077151335,34.1127658503235,-0.409387492459888
"2_B03",1,"Brd2.1",3.644444444,42.644054792807,-0.185443622581081
"2_B04",1,"Brd3.1",6.666666667,59.7309401854088,0.246388902149527
"2_B05",1,"Brd1.1",2.785145889,37.8955507780517,-0.308225151245332
"2_B06",1,"Baz2a.1",3.249630724,40.4445530857321,-0.241856881741303
