type,shRNA,count
target,Zmynd11.3,132371
target,Sp100.1,119279
target,Taf1.2,100585
target,Sirt1.2,91181
target,Sp140.1,70531
target,Setd5.4,55730
target,Supt16h.4,52801
target,Smarcd1.2,46798
target,Setd5.2,41515
target,Suv39h2.3,39713
target,Setd2.3,31446
target,Ube2a.1,28984
target,Whsc1l1.4,26371
target,Whsc1.4,23689
target,Smarca5.1,23388
target,Smarcc2.4,23180
target,Setdb1.2,22799
target,Zmynd11.2,20803
target,Setmar.2,19248
target,Trim24.3,14862
target,Taf3.4,13714
target,Setmar.1,13711
target,Tet2.3,13560
target,Smarce1.4,13552
target,Wdr82.2,13348
target,Smarcd3.4,12491
target,Whsc1l1.2,11176
target,Zmynd11.4,11086
target,Setmar.4,10659
target,Tcea1.3,10132
target,Scmh1.2,9159
target,Sfmbt1.1,8991
target,Trim24.2,8929
target,Suv39h1.4,8908
target,Suv39h2.1,8652
target,Sin3a.2,8186
target,Ube2b.4,7965
target,Smyd4.1,7844
target,Ube2a.2,7780
target,Sirt1.3,7604
target,Sirt7.1,7600
target,Suv39h2.2,7587
target,Ube2b.1,7383
target,Taf1.3,7354
target,Smarcc1.2,7126
target,Sfmbt1.3,7052
target,Zmynd8.3,6988
target,Smyd4.2,6917
target,Sirt3.4,6590
target,Smyd5.1,6405
target,Whsc1l1.3,6397
target,Sirt1.1,6251
target,Setd7.1,6216
target,Suv39h1.2,6156
target,Sirt7.4,5904
target,Setd3.1,5812
target,Smarca1.1,5656
target,Ube2b.3,5615
target,Scmh1.3,5461
target,Smyd4.4,5423
target,Sirt1.4,5421
target,Satb1.3,5348
target,Smarcd1.1,5331
target,Suz12.3,5009
target,Smarcc1.3,4947
target,Smyd1.3,4927
target,Tcea1.4,4820
target,Tet3.4,4717
target,Setdb1.1,4676
target,Setd8.3,4600
target,Setd1a.2,4572
target,Setd2.2,4561
target,Usp22.3,4557
target,Smarca2.2,4541
target,Setdb2.2,4477
target,Smarcd3.3,4299
target,Smarcd1.4,4266
target,Taf3.3,4030
target,Smarca4.3,3989
target,Trim24.4,3957
target,Setd3.3,3873
target,Suv39h2.4,3834
target,Whsc1.3,3809
target,Sp110.1,3804
target,Setd2.4,3770
target,Uhrf1.3,3641
target,Whsc1.1,3628
target,Suv420h1.4,3606
target,Satb1.2,3505
target,Ssrp1.4,3390
target,Wbp7.4,3372
target,Setdb1.3,3351
target,Sp140.3,3339
target,Sirt5.1,3339
target,Smarca5.4,3301
target,Scml2.4,3290
target,Suv420h1.3,3262
target,Supt16h.1,3234
target,Smyd3.2,3223
target,Taf3.1,3190
target,Wbp7.2,3184
target,Sirt4.2,3158
target,Sfmbt1.4,3156
target,Usp51.4,3130
target,Setd4.2,3089
target,Trim66.1,3074
target,Suv420h1.2,2883
target,Wdr5.1,2882
target,Sirt3.1,2859
target,Usp51.3,2767
target,Sp110.3,2621
target,Smyd3.1,2577
target,Usp27x.1,2565
target,Sp140.4,2562
target,Usp51.2,2528
target,Sfmbt2.3,2528
target,Smarca1.2,2500
target,Ssrp1.2,2409
target,Ube2i.2,2406
target,Suz12.4,2370
target,Setd1a.3,2238
target,Ube2i.4,2191
target,Tet3.1,2172
target,Zmynd11.1,2087
target,Usp22.1,2029
target,Setdb1.4,2016
target,Usp27x.2,1997
target,Smyd2.2,1969
target,Smarcd3.2,1946
target,Scml4.1,1942
target,Trim28.3,1886
target,Usp22.2,1870
target,Trim33.4,1858
target,Sirt5.2,1842
target,Trim33.2,1833
target,Sp100.4,1827
target,Setdb2.3,1802
target,Smyd2.1,1798
target,Smyd4.3,1791
target,Sp110.2,1789
target,Ube2i.3,1787
target,Usp27x.4,1638
target,Ube2e1.3,1632
target,Uhrf1.1,1624
target,Smarcd1.3,1602
target,Suz12.1,1576
target,Uhrf1.4,1566
target,Rpa3.4,1563
target,Smarca1.3,1556
target,Suv420h1.1,1551
target,Setd8.2,1549
target,Whsc1.2,1543
target,Suv420h2.1,1542
target,Smyd5.2,1463
target,Sp100.3,1423
target,Rpa3.2,1367
target,Ssrp1.3,1339
target,Trim33.3,1317
target,Setd2.1,1253
target,Smarca4.1,1208
target,Smyd2.3,1155
target,Sfmbt2.2,1138
target,Wdr82.3,1122
target,Sp100.2,1117
target,Sin3a.4,1105
target,Tet1.3,1000
target,Sp140.2,989
target,Ssrp1.1,985
target,Suv39h1.3,974
target,Smarce1.2,972
target,Sirt7.2,969
target,Trim28.1,916
target,Sirt6.1,910
target,Setd1a.4,905
