Pool,Gene,nbPctgShift
P1-7,Actb,-14.248394188711252
P1-7,Actl6a,-12.284062659008931
P1-7,Actl6b,-18.242255565036302
P1-7,Aff1,-13.555633367330204
P1-7,Aff4,-20.707701396774386
P1-7,Arid1a,-7.091298218057888
P1-7,Arid1b,-10.393315061223465
P1-7,Arid2,-21.315407005433585
P1-7,Ash1l,-26.05884801036024
P1-7,Ash2l,-22.93738508350208
P1-7,Asxl1,-20.103799570726103
P1-7,Asxl2,-22.588818144788934
P1-7,Asxl3,-29.141875755854375
P1-7,Atad2,-23.848825162473634
P1-7,Atad2b,-26.9618588683444
P1-7,Atm,-25.24444661841311
P1-7,Atr,-21.10799270422448
P1-7,Atrx,-24.762514289731726
P1-7,Aurkb,-15.089798162621655
P1-7,Baz1a,-23.088100839848163
P1-7,Baz1b,-25.67752592352298
P1-7,Baz2a,-16.061265711661964
P1-7,Baz2b,-27.997748070435595
P1-7,Bcl6,-26.091585095804014
P1-7,Bmi1,-21.885682282509634
P1-7,Bop1,-24.613996706065524
P1-7,Bptf,-23.455336294327395
P1-7,Brd1,-22.51449730411206
P1-7,Brd2,-20.23257679793845
P1-7,Brd3,-22.670513798776582
P1-7,Brd4,-15.003022633895666
P1-7,Brd7,-4.01322520858255
P1-7,Brd8,-21.721909929223948
P1-7,Brd9,-22.891090962129436
P1-7,Brdt,-15.242418646275484
P1-7,Brpf1,-22.434511148967438
P1-7,Brpf3,-16.528833079589084
P1-7,Brwd1,-22.82356568535333
P1-7,Brwd3,-24.88926777031521
P1-7,CD4,-19.8137425965444
P1-7,CDK9,-28.713229882869932
P1-7,Carm1,-22.081904876568547
P1-7,Cbx1,-24.679461350586692
P1-7,Cbx2,-22.63007211952338
P1-7,Cbx3,-17.460118750097575
P1-7,Cbx4,-22.07453831582104
P1-7,Cbx5,-23.128517294977172
P1-7,Cbx6,-12.475096924655176
P1-7,Cbx7,-26.222603488253945
P1-7,Cbx8,-22.788940329119733
P1-7,Ccnt1,-23.68870288217312
