Gene,nbPctgShift,ZScore
Actb,-8.185159753210215,0.4029598757602831
Actl6a,-8.680571911501005,0.3049741640736877
Actl6b,-19.412048341099826,-1.8175642876066813
Aff1,-15.753300760484446,-1.0939143335864239
Aff4,-10.445188599852596,-0.04404274875040768
Arid1a,-7.2346969551738916,0.5909483458425144
Arid1b,-4.236429536417759,1.183964407190584
Arid2,-10.356482504657375,-0.026497903063474184
Ash1l,-12.054266243443234,-0.36229617759272825
Ash2l,-9.930954160480454,0.057665751278089594
Asxl1,-11.731436371825009,-0.298444868748514
Asxl2,-11.392016101663552,-0.23131220723416893
Asxl3,-13.764641543349194,-0.7005848897443756
Atad2,-12.432148074288804,-0.43703600686252836
Atad2b,-11.023278430861701,-0.1583809670647075
Atm,-15.437586605461654,-1.0314704156249224
Atr,-13.571053956000188,-0.662295927306459
Atrx,-12.003772181536533,-0.35230914657406087
Aurkb,-12.405879099003453,-0.4318403648187539
Baz1a,-10.244129544526107,-0.004276032698927959
Baz1b,-13.853708132505053,-0.718201036178981
Baz2a,-6.1902489877684745,0.7975257898820832
Baz2b,-15.656670170923439,-1.074802131896628
Bmi1,-14.757306414939848,-0.896920349585877
Bop1,-11.571463206608998,-0.2668043767215756
Bptf,-14.921761721367282,-0.9294473475031764
Brd1,-11.030191970212268,-0.1597483700688561
Brd2,-18.726341090599302,-1.6819408237402285
Brd3,-7.9899272139113116,0.4415741870714632
Brd4,-1.763423624705819,1.6730909661758782
Brd7,-13.2155643771479,-0.5919849775284282
Brd8,-14.146213803152532,-0.7760546351088943
Brd9,-12.985978146953803,-0.5465759786120017
Brdt,-14.231833509453084,-0.7929890355184468
Brpf1,-17.11093454020871,-1.3624356241720315
Brpf3,-15.275723910494424,-0.9994562005992086
Brwd1,-9.761897041645476,0.09110292440254777
Brwd3,-14.789455211735094,-0.9032789394612609
Carm1,-18.47923307573021,-1.633066256785823
Cbx1,-12.934194006480084,-0.5363337877947596
Cbx2,-13.912756876125448,-0.7298800655911891
Cbx3,-17.24335745811075,-1.388627056168803
Cbx4,-15.719952067416223,-1.0873184207299822
Cbx5,-9.469582933899126,0.14891863482511264
Cbx6,-1.2708003177800045,1.7705250814165403
Cbx7,-14.506640476672967,-0.8473420743142159
Cbx8,-15.22923253887459,-0.9902608466717392
Cecr2,-24.977604290093677,-2.9183547132498644
Chaf1a,-13.26240055569171,-0.6012485295234563
Chaf1b,-6.592565811947795,0.7179530549764481
Chd1,-12.174194628171742,-0.38601636276054785
Chd1l,-7.783169337787304,0.48246805150288125
Chd2,-13.48741772809089,-0.6457538316446391
Chd3,-10.172118964965744,0.009966669602788102
Chd4,-3.511082876194923,1.3274280011537178
Chd5,-9.24646684049766,0.1930479296653961
Chd6,-10.036505349157494,0.036789177764899386
