type,shRNA,count,ZScore
control,Bcl6,5175,-0.2580110073489823
control,Bcl6.2,5608,-0.25229230325913893
control,Bcl6.3,2419,-0.2944099645582396
control,CD4.1,2829,-0.28899502535076665
control,CD4.2,5443,-0.25447148611092685
control,CD4.3,3395,-0.2815197678106942
control,CD4.4,2860,-0.2885856031180065
control,CDK9.1,19774,-0.06519955005654866
control,CDK9.2,24600,-0.0014617534339522648
control,CDK9.3,776,-0.31610934289452763
control,Ccnt1,13812,-0.1439406904344848
control,Ccnt1.2,10207,-0.19155253395385072
control,Ccnt1.3,36970,0.16191092460614667
control,Ccnt1.4,13800,-0.14409917646006937
control,Cd14,118347,1.2366706999391404
control,Cd14.2,10542,-0.18712813240628134
control,Cd19,4367,-0.2686823997383437
control,Cd19.3,71,-0.32542039689762137
control,Cd19.4,7180,-0.23153063390755965
control,Fosb,99371,0.986051464814733
control,Fosb.2,941,-0.3139301600427397
control,Hes1,1,-0.3263448987135314
control,Hes1.2,1,-0.3263448987135314
control,Hes1.3,1959,-0.3004852622056483
control,Id2,23552,-0.015302866335005109
control,Id2.2,1450,-0.30720771112419404
control,Id2.3,4542,-0.26637114519856864
control,Id2.4,17786,-0.09145540162839318
control,Id2.5,2483,-0.2935647057551219
control,Id3,6804,-0.23649652937587634
control,Id3.2,920,-0.31420751058751273
control,Id3.3,4992,-0.2604279192391471
control,Id3.4,4110,-0.2720766421196133
control,Id3.5,4721,-0.26400706198359875
target,Jmjd5.1,20433,-0.05649602581819578
target,Jmjd5.2,1260,-0.30971707319594977
target,Jmjd5.3,11247,-0.1778170784031876
target,Jmjd5.4,99274,0.9847703694412577
target,Jmjd6.1,1084,-0.3120415349045235
target,Jmjd6.2,40908,0.21392075533548455
target,Jmjd6.3,6087,-0.24596606940455465
target,Jmjd6.4,42525,0.235276747283006
target,Jmjd8.1,0,-0.3263581058823301
target,Jmjd8.2,0,-0.3263581058823301
target,Jmjd8.3,2,-0.3263316915447327
target,Kat2a.1,3,-0.32631848437593397
target,Kat2a.2,0,-0.3263581058823301
target,Kat2a.3,60667,0.47488120362928526
target,Kat2b.1,4188,-0.27104648295331357
target,Kat2b.2,18680,-0.07964819272234237
target,Kat2b.3,78376,0.7087669558857211
target,Kat2b.4,6832,-0.2361267286495123
target,Kat5.1,5779,-0.25003387739455873
target,Kat5.2,22197,-0.03319858005726332
target,Kat5.3,2683,-0.290923271995379
target,Kat5.4,105454,1.0663906726173136
target,Kdm1a.1,13530,-0.1476651120357223
target,Kdm1a.2,5281,-0.2566110474563186
target,Kdm1a.3,80178,0.7325662740610048
target,Kdm1a.4,46348,0.28576775360049167
target,Kdm1b.1,42897,0.2401898140761278
target,Kdm1b.2,4618,-0.26536740036986634
target,Kdm1b.3,1864,-0.3017399432415262
target,Kdm1b.4,18004,-0.08857623883027341
target,Kdm2a.1,462,-0.32025639389732397
target,Kdm2a.2,354425,4.354592695602073
target,Kdm2a.3,2651,-0.29134590139693783
target,Kdm2a.4,79825,0.7279041434750586
target,Kdm2b.1,32450,0.10221452163595693
target,Kdm2b.2,39165,0.1909006601193251
target,Kdm2b.3,40038,0.2024305184806029
target,Kdm2b.4,97449,0.9606672863836038
target,Kdm3a.1,33084,0.11058786665434195
target,Kdm3a.2,36298,0.1530357071734105
target,Kdm3a.3,194402,2.2411419229253755
target,Kdm3a.4,8644,-0.21219533878624156
target,Kdm3b.2,9771,-0.19731085955009028
target,Kdm3b.3,16040,-0.11451511835094878
target,Kdm3b.4,5606,-0.25231871759673635
target,Kdm4a.1,16168,-0.11282460074471332
target,Kdm4a.2,20381,-0.05718279859572894
target,Kdm4a.3,4701,-0.26427120535957305
