shRNA,count,pctg
Actb,6,8.355011105898513e-05
Actl6a,293,0.00408003042338044
Actl6b.1,1115,0.015526395638461402
Actl6b.2,7375,0.10269701151000256
Actl6b.3,2446,0.03406059527504627
Actl6b.4,27212,0.3789276036895172
Aff1.1,5857,0.08155883341207931
Aff1.2,536,0.007463809921269339
Aff1.3,27072,0.3769781010981409
Aff1.4,5820,0.08104360772721557
Aff4.1,61,0.0008494261290996821
Aff4.2,11115,0.15477658073676995
Aff4.3,16644,0.23176800807762477
Aff4.4,26941,0.37515392367335304
Arid1a.1,8,0.00011140014807864684
Arid1a.2,0,0.0
Arid1b.1,0,0.0
Arid1b.2,0,0.0
Arid1b.3,34,0.00047345062933424904
Arid2.1,27157,0.3781617276714765
Arid2.2,54847,0.7637454902086929
Arid2.3,16,0.00022280029615729367
Arid2.4,12787,0.17805921168520714
Ash1l.1,42436,0.5909220854831821
Ash1l.2,13108,0.18252914262686284
Ash1l.3,2409,0.03354536959018253
Ash1l.4,15965,0.2223129205094496
Ash2l.1,36050,0.5019969172794023
Ash2l.2,8075,0.11244452446688416
Ash2l.3,1690,0.02353328128161414
Ash2l.4,45,0.0006266258329423885
Asxl1.1,2575,0.03585692266281445
Asxl1.2,15286,0.21285783294127444
Asxl1.3,259,0.0036065797940461907
Asxl1.4,30120,0.4194215575161054
Asxl2.1,26270,0.36581023625325654
Asxl2.2,9512,0.1324547760655111
Asxl2.3,9350,0.1301989230669185
Asxl3.2,44357,0.6176720460405672
Asxl3.3,47489,0.6612852040133574
Asxl3.4,22225,0.30948353638099074
Atad2.1,4857,0.06763381490224846
Atad2.2,21163,0.29469516672355034
Atad2.3,14116,0.19656556128477232
Atad2.4,19837,0.2762305921795146
Atad2b.1,32095,0.4469234690730213
Atad2b.2,8518,0.1186133076667392
Atad2b.3,31688,0.4412559865395201
Atad2b.4,39544,0.5506509319527513
Atm.1,16988,0.23655821444500655
Atm.2,16426,0.2287323540424816
Atm.3,30943,0.4308818477496961
Atm.4,13642,0.1899651025111125
Atr.1,9045,0.12595179242142007
Atr.2,35873,0.49953218900316226
Atr.3,44940,0.6257903318317987
Atr.4,26733,0.37225751982330824
Atrx.1,1057,0.014718744564891213
Atrx.2,2987,0.04159403028886476
Atrx.3,50401,0.7018348579139849
Atrx.4,7978,0.11109379767143056
Aurkb.1,53218,0.7410616350561784
Aurkb.2,151,0.002102677794984459
Aurkb.3,4167,0.05802555213046517
Aurkb.4,1183,0.0164732968971299
Baz1a.1,1325,0.018450649525525883
Baz1a.3,0,0.0
Baz1a.4,31222,0.4347669279139389
Baz1b.1,79013,1.1002574875172653
Baz1b.3,24818,0.3455911093769821
Baz1b.4,1178,0.016403671804580747
Baz2a.1,10895,0.15171307666460715
Baz2a.3,0,0.0
Baz2a.4,392,0.005458607255853695
Baz2b.2,35064,0.4882668490287091
Baz2b.3,3520,0.049016065154604604
Baz2b.4,20800,0.28964038500448175
Bcl6,79410,1.1057857198656682
Bcl6.2,54676,0.7613643120435117
Bcl6.3,453,0.006308033384953377
Bmi1.1,41535,0.5783756438058245
Bmi1.2,4168,0.058039477148975005
Bmi1.3,10537,0.1467279200380877
Bmi1.4,80367,1.1191119625795762
Bop1.1,6192,0.08622371461287265
Bop1.2,8458,0.11777780655614938
Bop1.3,3083,0.04293083206580853
