type,shRNA,count
target,Sp100.1,70870
target,Setd5.2,57802
target,Sin3a.2,38621
target,Setdb1.2,25938
target,Supt16h.4,24954
target,Taf1.2,20755
target,Whsc1l1.4,20570
target,Setd2.4,18292
target,Sp140.1,17936
target,Ube2b.1,14667
target,Wdr82.2,14450
target,Setd5.4,13833
target,Smyd4.1,12787
target,Taf3.1,12404
target,Smarcc2.4,11543
target,Usp27x.1,11075
target,Setdb1.1,10008
target,Ube2b.4,9975
target,Sgk1.1,9927
target,Sfmbt1.3,9269
target,Satb1.2,7859
target,Satb1.3,7242
target,Smarca4.3,6779
target,Smarcd1.4,6378
target,Setd2.2,5713
target,Usp51.2,5695
target,Wdr82.3,5420
target,Setd1a.2,5408
target,Trim28.2,5248
target,Smarca1.1,5248
target,Trim24.3,5155
target,Smarcd3.3,4751
target,Uhrf1.3,4717
target,Smarce1.2,4668
target,Usp27x.2,4623
target,Suv39h1.2,4617
target,Setmar.2,4580
target,Usp27x.4,4543
target,Ube2a.1,4430
target,Sirt3.3,4302
target,Sirt7.1,4275
target,Smarca1.3,4231
target,Trim33.4,3885
target,Trim24.2,3581
target,Tet2.3,3533
target,Setdb2.2,3476
target,Uhrf1.1,3436
target,Smarcd1.1,3359
target,Sirt1.1,3350
target,Trim24.4,3240
target,Scmh1.3,3148
target,Setd3.3,3125
target,Suv39h2.1,3075
target,Tet2.4,3068
target,Scml2.1,3045
target,Tcea1.3,2994
target,Smarca5.4,2895
target,Smarce1.3,2890
target,Whsc1l1.2,2885
target,Ube2e1.3,2859
target,Smyd4.2,2750
target,Smyd4.4,2748
target,Tdg.3,2702
target,Usp22.3,2620
target,Suz12.3,2600
target,Smyd1.3,2576
target,Sfmbt1.4,2572
target,Trim33.1,2448
target,Taf3.3,2389
target,Trim66.1,2371
target,Supt16h.1,2347
target,Smarcd2.1,2301
target,Ube2i.4,2184
target,Whsc1l1.3,2108
target,Usp51.3,2033
target,Suv39h1.4,2011
target,Scml2.4,1939
target,Sp110.1,1931
target,Smyd2.2,1911
target,Sp100.2,1870
target,Uhrf1.2,1835
target,Sirt3.4,1788
target,Suz12.1,1780
target,Usp22.2,1776
target,Setdb1.3,1716
target,Usp22.4,1714
target,Smarca2.2,1703
target,Whsc1.3,1599
target,Taf1.4,1581
target,Ssrp1.2,1574
target,Scml2.2,1538
target,Zmynd11.4,1526
target,Usp51.1,1508
target,Setd4.2,1501
target,Smyd5.1,1480
target,Sfmbt1.1,1419
target,Smarcd2.3,1401
target,Usp22.1,1396
target,Trim28.3,1358
target,Smarca4.2,1284
target,Trim28.4,1270
target,Sirt1.2,1252
target,Ssrp1.4,1231
target,Whsc1.4,1214
target,Smarcd1.2,1186
target,Smarcc1.1,1167
target,Suz12.2,1155
target,Sirt7.4,1148
target,Smarcc1.2,1114
target,Setd3.1,1096
target,Suv420h2.2,1070
target,Ube2b.3,1051
target,Tet2.2,908
target,Wdr5.4,904
target,Scml4.1,866
target,Sirt4.2,813
target,Sirt4.4,803
target,Trim66.3,784
target,Taf3.4,770
target,Suv420h1.4,767
target,Ube2a.2,763
target,Wbp7.2,759
target,Trim33.2,723
target,Suv420h1.2,714
target,Smarcc1.3,708
target,Smarca1.4,676
target,Setd2.3,637
target,Trim33.3,616
target,Tet1.1,616
target,Setd1a.3,595
target,Setd4.4,585
target,Wdr82.4,576
target,Scml2.3,572
target,Smyd5.2,572
target,Smarce1.4,567
target,Ube2b.2,556
target,Tet3.4,553
target,Setmar.4,547
target,Whsc1.1,540
target,Sirt5.4,526
target,Smarca1.2,508
target,Setd8.2,486
target,Sirt6.4,482
target,Smyd1.2,442
target,Sp110.3,437
target,Usp27x.3,419
target,Tcea1.4,415
target,Ssrp1.1,393
target,Scmh1.2,392
target,Sirt1.3,382
target,Sirt5.2,375
target,Scmh1.1,366
target,Sirt7.2,361
target,Trim28.1,358
target,Smarca4.1,330
target,Zmynd8.1,313
target,Smarca2.1,312
target,Setmar.1,299
target,Smarce1.1,296
target,Smarca4.4,291
target,Smarcc2.3,241
target,Sp140.3,232
target,Smyd5.4,194
target,Sp110.2,168
target,Ube2i.1,165
target,Rpa3.1,158
target,Sin3b.4,154
target,Smarcd3.2,151
target,Trim24.1,141
target,Ube2i.3,135
target,Zmynd11.1,131
target,Tdg.4,108
target,Setd8.4,86
target,Usp51.4,86
target,Wdr5.1,84
target,Setd8.1,71
target,Sirt5.1,66
target,Sfmbt2.3,66
target,Tet1.3,65
target,Sp100.3,59
target,Supt16h.3,57
target,Tet1.4,53
target,Setdb1.4,48
target,Trim66.4,48
target,Zmynd8.2,48
target,Zmynd8.4,48
target,Sin3b.2,46
target,Setdb2.3,43
target,Smyd1.1,43
target,Tdg.2,40
target,Setmar.3,40
target,Suv39h2.2,38
target,Setd1a.4,34
target,Satb1.1,33
target,Ube2e1.1,28
target,Sirt3.1,23
target,Sirt4.3,19
target,Smyd3.1,19
target,Zmynd8.3,17
target,Wbp7.1,15
target,Setd7.1,15
target,Setd2.1,13
target,Tcea1.1,13
target,Wbp7.4,11
target,Smarca2.3,9
target,Smyd3.4,9
target,Smyd4.3,8
target,Tcea1.2,8
target,Suv39h1.3,8
target,Smarcd3.1,8
target,Setd7.2,8
target,Suv420h1.3,7
target,Zmynd11.2,7
target,Sfmbt2.2,6
target,Tet3.1,5
target,Smarcd1.3,5
target,Suv39h1.1,5
target,Suv39h2.3,5
target,Suv420h2.1,4
target,Wdr5.3,4
target,Sirt6.1,4
target,Suv420h2.3,4
target,Setd3.2,4
target,Smarca5.2,3
target,Uhrf1.4,3
target,Smarca5.3,2
target,Tet2.1,2
target,Smarcc2.2,2
target,Sin3a.4,2
target,Setdb2.4,2
target,Sirt6.2,2
target,Tdg.1,2
target,Sp140.4,1
target,Smyd5.3,1
target,Setdb2.1,1
target,Smarca5.1,1
target,Smyd2.1,1
target,Rpa3.3,1
