type,shRNA,count,ZScore
target,Actb,11,-0.35487665254366346
target,Actl6a,153,-0.3529093435318468
target,Actl6b.1,2850,-0.31554432659614584
target,Actl6b.2,28032,0.03333437435855256
target,Actl6b.3,12412,-0.1830696169412802
target,Actl6b.4,18392,-0.10022096982393065
target,Aff1.1,994,-0.3412578866379185
target,Aff1.2,6,-0.3549459239877415
target,Aff1.3,33347,0.10696991941352127
target,Aff1.4,164,-0.3527569463548751
target,Aff4.1,8,-0.35491821541011026
target,Aff4.2,7,-0.3549320696989259
target,Aff4.3,15300,-0.14305843084179767
target,Aff4.4,8514,-0.23707363474452914
target,Arid1a.1,3,-0.35498748685418835
target,Arid1a.2,1,-0.35501519543181953
target,Arid1b.1,0,-0.35502904972063515
target,Arid1b.2,0,-0.35502904972063515
target,Arid1b.3,119,-0.35338038935157756
target,Arid2.1,22405,-0.044623708806886556
target,Arid2.2,104790,1.0967618752671675
target,Arid2.3,1247,-0.3377527515675691
target,Arid2.4,30018,0.060848991946354604
target,Ash1l.1,15087,-0.14600939435952268
target,Ash1l.2,25255,-0.005138985682397219
target,Ash1l.3,9492,-0.22352414028286227
target,Ash1l.4,4854,-0.2877803318096628
target,Ash2l.1,52990,0.37910971461855425
target,Ash2l.2,32980,0.10188539541819229
target,Ash2l.3,306,-0.3507896373430584
target,Ash2l.4,0,-0.35502904972063515
target,Asxl1.1,6738,-0.261678851681053
target,Asxl1.2,1853,-0.3293570525453093
target,Asxl1.3,372,-0.3498752542812281
target,Asxl1.4,38848,0.18318236218819348
target,Asxl2.1,42353,0.23174164448690757
target,Asxl2.2,7660,-0.24890519739306033
target,Asxl2.3,13969,-0.161498489255375
target,Asxl2.4,741660,9.920142793264894
target,Asxl3.1,972447,13.117532546153146
target,Asxl3.2,68663,0.5962479832256145
target,Asxl3.3,28807,0.04407144819065054
target,Asxl3.4,17515,-0.11237118111522089
target,Atad2.1,223,-0.3519395433147541
target,Atad2.2,13643,-0.16601498740926393
target,Atad2.3,15983,-0.13359595158073584
target,Atad2.4,36389,0.14911466599060777
target,Atad2b.1,35622,0.1384884264690347
target,Atad2b.2,2639,-0.3184675815362396
target,Atad2b.3,18427,-0.0997360697153843
target,Atad2b.4,21792,-0.053116387850855665
target,Atm.1,27541,0.02653191855008791
target,Atm.2,13935,-0.16196953507510573
target,Atm.3,136046,1.5297915264878827
target,Atm.4,1670,-0.33189238739856597
target,Atr.1,4816,-0.288306794784656
target,Atr.2,23017,-0.03614488405173306
target,Atr.3,44884,0.26680684947921723
target,Atr.4,18622,-0.09703448339634028
target,Atrx.1,81,-0.3539068523265707
target,Atrx.2,17480,-0.11285608122376724
target,Atrx.3,109206,1.1579424146769024
target,Atrx.4,31338,0.07913665318296019
target,Aurkb.1,83111,0.796414748033552
target,Aurkb.2,97,-0.353685183705521
target,Aurkb.3,0,-0.35502904972063515
target,Aurkb.4,1233,-0.33794671161098766
target,Baz1a.1,8600,-0.23588216590638664
target,Baz1a.2,10887,-0.2041974073850859
target,Baz1a.3,0,-0.35502904972063515
target,Baz1a.4,51673,0.36086361624839547
target,Baz1b.1,36463,0.15013988336296294
target,Baz1b.2,490736,6.4437692264966975
target,Baz1b.3,40367,0.20422702689910552
target,Baz1b.4,1910,-0.3285673580828195
target,Baz2a.1,3518,-0.30628966166731814
target,Baz2a.3,0,-0.35502904972063515
target,Baz2a.4,11245,-0.19923757198909742
target,Baz2b.1,339998,4.355401439009233
target,Baz2b.2,47073,0.29713388769658816
target,Baz2b.3,53119,0.38089691787576796
target,Baz2b.4,25564,-0.000858010438373639
control,Bcl6,94923,0.9600616075235407
control,Bcl6.2,63263,0.5214348236213189
control,Bcl6.3,13,-0.3548489439660322
target,Bmi1.1,4895,-0.2872123059682228
target,Bmi1.2,7005,-0.25797975656728506
target,Bmi1.3,4122,-0.29792167122268953
target,Bmi1.4,216659,2.6466273107806755
target,Bop1.1,1037,-0.34066215221884727
target,Bop1.2,4115,-0.2980186512443988
target,Bop1.3,427,-0.3491132683963696
target,Bop1.4,27,-0.3546549839226137
target,Bptf.1,3639,-0.3046132927206293
target,Bptf.2,16012,-0.13319417720508314
target,Bptf.3,15870,-0.13516148621689983
target,Bptf.4,5020,-0.2854805198662715
target,Brd1.1,13542,-0.1674142705796406
target,Brd1.2,84559,0.8164757582385557
target,Brd1.3,7052,-0.25732860499295135
target,Brd1.4,1133,-0.3393321404925487
target,Brd2.1,5736,-0.2755608490742945
target,Brd2.2,6588,-0.26375699500339456
target,Brd2.3,21166,-0.06178917264942771
target,Brd2.4,6292,-0.2678578644928152
target,Brd3.1,7143,-0.25606786471073084
target,Brd3.2,85625,0.8312444301159962
target,Brd3.3,10765,-0.20588763062059037
target,Brd3.4,23,-0.3547104010778761
target,Brd4.1,209,-0.3521335033581726
target,Brd4.2,1095,-0.3398586034675419
target,Brd4.3,1405,-0.3355637739347027
target,Brd4.4,1040,-0.34062058935240047
target,Brd7.1,694,-0.3454141732826016
target,Brd7.2,0,-0.35502904972063515
target,Brd7.3,4,-0.35497363256537273
target,Brd8.1,7321,-0.2536018013015522
target,Brd8.2,8711,-0.2343443398478539
target,Brd8.3,34974,0.1295108473165192
target,Brd8.4,31101,0.07585318673366055
target,Brd9.2,16837,-0.12176438893220466
target,Brd9.3,8704,-0.23444131986956318
target,Brd9.4,364,-0.349986088591753
target,Brdt.1,23,-0.3547104010778761
target,Brdt.2,1,-0.35501519543181953
target,Brdt.3,2,-0.3550013411430039
target,Brpf1.1,2,-0.3550013411430039
target,Brpf1.2,16699,-0.12367628078875888
target,Brpf1.3,11045,-0.20200842975221947
target,Brpf1.4,11707,-0.19283689055628547
target,Brpf3.1,17815,-0.1082148944705378
target,Brpf3.2,0,-0.35502904972063515
target,Brpf3.3,8374,-0.23901323517871456
target,Brpf3.4,4638,-0.29077285819383464
target,Brwd1.1,70873,0.6268659615081131
target,Brwd1.2,453,-0.3487530568871637
target,Brwd1.3,5691,-0.276184292070997
target,Brwd1.4,18166,-0.10335203909625858
target,Brwd3.1,80406,0.7589388967873261
target,Brwd3.2,138362,1.5618780593848363
target,Brwd3.3,8028,-0.24380681910891572
control,CD4.1,317,-0.3506372401660867
control,CD4.2,15,-0.354821235388401
control,CD4.3,5023,-0.28543895699982463
control,CD4.4,73485,0.6630533638944872
control,CDK9.1,62928,0.5167936368680894
control,CDK9.2,15710,-0.13737817242739747
control,CDK9.3,104709,1.095639677873103
target,Carm1.1,812,-0.3437793672023596
target,Carm1.2,66611,0.5678189825759821
target,Carm1.3,36463,0.15013988336296294
target,Carm1.4,10254,-0.2129671722053672
target,Cbx1.1,29688,0.05627707663720321
target,Cbx1.2,112644,1.2055734596249708
target,Cbx1.3,702,-0.3453033389720767
target,Cbx1.4,67238,0.5765056216633697
target,Cbx2.1,2732,-0.31717913267638786
target,Cbx2.2,85593,0.8308010928738967
target,Cbx2.3,16,-0.3548073810995854
target,Cbx3.1,378694,4.891506999018088
target,Cbx3.2,8932,-0.23128254201960402
target,Cbx3.3,106944,1.126604013375992
target,Cbx3.4,207604,2.521176725555324
target,Cbx4.1,7594,-0.2498195804548906
target,Cbx4.2,154470,1.7850429436266868
target,Cbx4.3,7176,-0.2556106731798157
target,Cbx4.4,12326,-0.18426108577942268
target,Cbx5.1,73336,0.6609890748609613
target,Cbx5.2,88657,0.8732506338049266
target,Cbx5.3,1876,-0.32903840390255024
target,Cbx5.4,109,-0.35351893223973363
target,Cbx6.1,10,-0.3548905068324791
target,Cbx6.2,22527,-0.042933485571382095
target,Cbx6.3,2384,-0.32200042518422023
target,Cbx6.4,0,-0.35502904972063515
target,Cbx7.1,59332,0.4669736142871548
target,Cbx7.2,1053,-0.3404404835977975
target,Cbx7.3,62268,0.5076498062497866
target,Cbx7.4,3261,-0.30985021389293
target,Cbx8.1,10103,-0.21505916981652437
target,Cbx8.2,48660,0.31912064404696167
target,Cbx8.3,18345,-0.10087212139826435
target,Cbx8.4,16641,-0.12447982954006429
control,Ccnt1,7603,-0.2496948918555501
control,Ccnt1.2,147239,1.6848625812010087
control,Ccnt1.3,76299,0.7020393326216146
control,Ccnt1.4,53258,0.3828226640211378
control,Cd14,1,-0.35501519543181953
control,Cd14.2,41763,0.2235676140856975
control,Cd19,13601,-0.16659686753951958
control,Cd19.3,2229,-0.32414783995063984
control,Cd19.4,48275,0.3137867428529517
target,Cd4.5,702,-0.3453033389720767
target,Cecr2.1,0,-0.35502904972063515
target,Cecr2.2,216,-0.35203652333646335
target,Cecr2.3,5,-0.3549597782765571
target,Chaf1a.1,29430,0.052702670122775755
target,Chaf1a.2,7,-0.3549320696989259
target,Chaf1a.3,3491,-0.30666372746533965
target,Chaf1a.4,4171,-0.29724281107072464
target,Chaf1b.1,47681,0.3055572952964792
target,Chaf1b.2,6932,-0.2589911196508246
target,Chaf1b.3,30,-0.35461342105616683
target,Chaf1b.4,1562,-0.33338865059065187
target,Chd1.1,13074,-0.17389807774534619
target,Chd1.2,3601,-0.3051397556956225
target,Chd1.3,301379,3.820362659239179
target,Chd1.4,42889,0.23916754329207468
target,Chd1l.1,3223,-0.3103766768679232
target,Chd1l.2,7838,-0.24643913398388168
target,Chd1l.3,8984,-0.23056211900119228
